match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_totalCross,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_unsuccessfulTouch,stat_totalOffside,captain,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_errorLeadToAShot,stat_accurateCross,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12441682,home,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,46.0,30.0,23.0,7.0,1.0,26.0,28.0,4.0,18.0,1.0,1.0,11.0,1.0,2.0,3.0,1.0,90.0,58.0,7.9,16.0,0.00281655,1.0,0,0.1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441682,home,PEC Zwolle,Eliano Reijnders,,,eliano-reijnders,E. Reijnders,D,2,168,8068,M,960112,EUR,972259200,D,23,23,False,51.0,47.0,1.0,,0.0,23.0,23.0,24.0,28.0,,3.0,2.0,,,,,90.0,71.0,7.1,7.0,0.0632806,,3,,eliano.r,5.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.1257,0.0107,,,,,,,,,,,,,,,,,,
12441682,home,PEC Zwolle,Simon Graves,,,simon-graves-jensen,S. G. Jensen,D,28,191,126,M,927155,EUR,922060800,D,28,28,False,66.0,63.0,7.0,6.0,0.0,45.0,46.0,18.0,20.0,,4.0,8.0,,,,,90.0,73.0,7.5,3.0,0.0979736,1.0,0,,,1.0,2.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12441682,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187,281,M,1005693,EUR,1045612800,D,4,4,False,58.0,48.0,9.0,4.0,0.0,33.0,34.0,15.0,25.0,,5.0,3.0,,,,,90.0,73.0,7.7,11.0,0.00981864,,0,,,4.0,10.0,,,1.0,1.0,,,3.0,2.0,,,2.0,4.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,
12441682,home,PEC Zwolle,Sherel Floranus,Sherel,Floranus,sherel-floranus,S. Floranus,D,2,181,189,M,803021,EUR,903830400,D,2,2,False,35.0,28.0,3.0,1.0,0.0,17.0,19.0,11.0,17.0,,1.0,5.0,,,,,89.0,59.0,6.8,17.0,0.0197406,,0,,,8.0,3.0,,,3.0,1.0,,,2.0,2.0,,,4.0,,2.0,1.0,,,2.0,4.0,1.0,,,,,,,,,
12441682,home,PEC Zwolle,Younes Namli,,,younes-namli,Y. Namli,M,9,180,239,M,235538,EUR,772070400,M,7,7,False,48.0,41.0,4.0,3.0,0.0,10.0,12.0,31.0,40.0,,,5.0,,,,,82.0,67.0,7.8,17.0,0.133576,1.0,2,,,4.0,2.0,2.0,,4.0,2.0,1.0,,,,0.2368,0.2894,,,1.0,4.0,1.0,,,3.0,,True,1.0,1.0,,,,,,
12441682,home,PEC Zwolle,Anouar El Azzouzi,,,anouar-el-azzouzi,A. E. Azzouzi,M,8,181,517,M,1021104,EUR,991094400,M,6,6,False,71.0,60.0,3.0,3.0,0.0,27.0,30.0,33.0,41.0,,1.0,7.0,,,,,90.0,90.0,6.9,15.0,0.0519657,,2,,,8.0,9.0,,2.0,1.0,1.0,,,3.0,1.0,0.3509,,2.0,4.0,3.0,,,1.0,4.0,2.0,,,2.0,,1.0,,,,,
12441682,home,PEC Zwolle,Ryan Thomas,Ryan,Thomas,ryan-thomas,R. Thomas,M,30,174,138,M,333571,EUR,787881600,M,30,30,False,36.0,29.0,4.0,2.0,0.0,18.0,21.0,11.0,15.0,,2.0,6.0,,,,,82.0,52.0,6.7,12.0,0.0231683,1.0,0,,,6.0,5.0,1.0,1.0,1.0,,,,3.0,3.0,,,2.0,2.0,2.0,,,,1.0,2.0,,,,,,1.0,,,,
12441682,home,PEC Zwolle,Dylan Mbayo,Dylan,Mbayo,dylan-mbayo,D. Mbayo,M,15,175,265,M,923968,EUR,1002758400,F,11,11,False,27.0,23.0,,,0.0,10.0,10.0,14.0,18.0,,,1.0,,,,,82.0,45.0,7.8,12.0,0.250405,2.0,2,,,5.0,5.0,,2.0,4.0,2.0,2.0,,1.0,1.0,0.6811,1.5487,,,,1.0,,2.0,1.0,4.0,,,,1.0,,,1.0,,,
12441682,home,PEC Zwolle,Odysseus Velanas,Odysseus,Velanas,odysseus-velanas,O. Velanas,M,18,180,83,M,846003,EUR,897004800,F,18,18,False,25.0,21.0,,,0.0,4.0,4.0,17.0,21.0,,,1.0,,,,,90.0,38.0,6.5,11.0,0.0393295,1.0,1,,,7.0,,,2.0,2.0,,,,,,0.0434,,2.0,,1.0,,,,1.0,3.0,,,1.0,,,,,,,
