match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_expectedGoals,player_sofascoreId,captain,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalCross,stat_dispossessed,stat_lastManTackle,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_clearanceOffLine,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_goals
12504389,home,Venezia,Ionuț Radu,ionut-radu,I. Radu,G,13,188,3683,M,815202,EUR,864777600,G,28,28,False,32.0,21.0,11.0,1.0,0.0,20.0,24.0,1.0,8.0,3.0,3.0,1.0,3.0,90.0,38.0,6.9,11.0,0.00016547,0,0.2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Alessandro Marcandalli,alessandro-marcandalli,A. Marcandalli,D,27,190,311,M,1068885,EUR,1035504000,D,16,16,False,23.0,19.0,,,0.0,11.0,14.0,8.0,9.0,6.0,,,,58.0,34.0,6.6,6.0,0.00933767,1,,,,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Jay Idzes,jay-idzes,J. Idzes,D,21,190,19111,M,933641,EUR,959904000,D,4,4,False,71.0,63.0,8.0,4.0,0.0,54.0,58.0,9.0,13.0,3.0,,,,90.0,85.0,7.2,9.0,0.00472585,1,,,,1.0,3.0,4.0,1.0,4.0,1.0,,,0.1686,jayidzes,True,3.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Fali Candé,fali-cande,F. Candé,D,5,184,402,M,892430,EUR,885600000,D,2,2,False,92.0,84.0,5.0,2.0,0.0,62.0,66.0,22.0,28.0,7.0,,,,90.0,111.0,7.4,12.0,0.0151466,0,,,,5.0,3.0,8.0,,5.0,,,1.0,,,,1.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,77,182,433,M,933203,EUR,1015804800,M,77,77,False,20.0,13.0,2.0,,0.0,4.0,6.0,9.0,15.0,2.0,,,,71.0,34.0,6.5,10.0,0.0159535,1,,,,,3.0,4.0,,2.0,1.0,,1.0,0.0637,,,,,,,,2.0,1.0,1.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
12504389,home,Venezia,Kike Pérez,kike-perez,K. Pérez,M,71,184,312,M,857178,EUR,855878400,M,71,71,False,58.0,49.0,8.0,3.0,0.0,25.0,26.0,26.0,36.0,5.0,,,,80.0,79.0,7.0,14.0,0.0987106,3,,,,4.0,4.0,7.0,,1.0,2.0,,,0.1714,,,1.0,,3.0,1.0,1.0,1.0,4.0,1.0,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.249,,,,,,,,,
12504389,home,Venezia,Hans Nicolussi Caviglia,hans-nicolussi-caviglia,H. N. Caviglia,M,41,184,1622,M,876259,EUR,961286400,M,14,14,False,68.0,62.0,3.0,2.0,0.0,24.0,25.0,38.0,43.0,6.0,,,,90.0,82.0,8.0,10.0,0.191332,0,,,,,6.0,2.0,,2.0,1.0,,3.0,,,,,2.0,2.0,2.0,,,,3.0,,4.0,,,,,,,,,1.0,1.0,,,,,,,
12504389,home,Venezia,Alessio Zerbin,alessio-zerbin,A. Zerbin,M,7,182,1060,M,869888,EUR,920419200,M,24,24,False,38.0,29.0,,,0.0,8.0,11.0,23.0,34.0,8.0,,,,90.0,80.0,6.6,26.0,0.274514,1,,,,1.0,12.0,9.0,,1.0,2.0,,1.0,0.0277,,,1.0,,1.0,3.0,2.0,4.0,7.0,1.0,,2.0,1.0,9.0,1.0,1.0,2.0,,,,,,,,,,,,
12504389,home,Venezia,John Yeboah,john-yeboah,J. Yeboah,F,10,170,3981,M,879802,EUR,961718400,F,10,10,False,18.0,13.0,1.0,,0.0,4.0,6.0,9.0,13.0,4.0,,,,58.0,35.0,6.5,15.0,0.0136366,2,,,,,6.0,2.0,,,4.0,,1.0,0.0915,,,,,,,,1.0,1.0,4.0,,,,2.0,1.0,1.0,,,1.0,0.0105,,,,,,,,,
12504389,home,Venezia,Gianluca Busio,gianluca-busio,G. Busio,M,6,170,907,M,896180,EUR,1022544000,F,6,6,False,45.0,35.0,1.0,,0.0,18.0,21.0,17.0,25.0,1.0,,,,90.0,66.0,6.4,20.0,0.00925427,1,,,,1.0,7.0,5.0,,1.0,2.0,,,0.0463,,,1.0,1.0,1.0,,,4.0,1.0,3.0,,,,3.0,,1.0,,,,,,,,,,,,,
12504389,home,Venezia,Daniel Fila,fila-daniel,D. Fila,F,17,190,449,M,1088870,EUR,1029888000,F,18,18,False,19.0,17.0,,,0.0,6.0,6.0,11.0,13.0,1.0,,,,80.0,31.0,6.8,5.0,0.0227336,2,,,,,5.0,3.0,,1.0,2.0,,3.0,0.0969,,,1.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,0.1637,,,1.0,,,,,,
12504389,home,Venezia,Joel Schingtienne,schingtienne-joel,J. Schingtienne,D,3,188,258,M,1388438,EUR,1029283200,D,25,25,True,30.0,26.0,2.0,1.0,0.0,18.0,21.0,8.0,9.0,5.0,,,,32.0,36.0,6.8,5.0,0.00609919,0,,Joel Schingtienne,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
12504389,home,Venezia,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174,968,M,965009,EUR,1033171200,F,11,11,True,14.0,11.0,3.0,2.0,0.0,2.0,2.0,9.0,14.0,1.0,,,,32.0,24.0,7.0,7.0,0.0216401,0,,,,,3.0,6.0,,,2.0,,2.0,,,,1.0,,,,,4.0,2.0,,,1.0,,2.0,2.0,,,,,,,,,,,,,,
12504389,home,Venezia,Bjarki Steinn Bjarkason,bjarki-steinn-bjarkason,B. S. Bjarkason,M,19,180,137,M,933207,EUR,958003200,M,19,19,True,15.0,14.0,1.0,1.0,0.0,9.0,10.0,6.0,7.0,1.0,,,,19.0,19.0,6.7,2.0,0.00882784,0,,,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,
12504389,home,Venezia,Mirko Marić,mirko-maric,M. Marić,F,9,188,399,M,190933,EUR,800582400,F,99,99,True,6.0,5.0,,,0.0,2.0,3.0,3.0,3.0,1.0,,,,10.0,10.0,6.6,1.0,0.00621424,0,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Christian Gytkjær,christian-gytkjaer,C. Gytkjær,F,9,185,437,M,78939,EUR,641952000,F,9,9,True,3.0,,,,0.0,,,,3.0,,,,,10.0,4.0,6.5,4.0,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Jesse Joronen,jesse-joronen,J. Joronen,G,66,197,329,M,97978,EUR,732672000,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Matteo Grandi,matteo-grandi,M. Grandi,G,23,190,41,M,125807,EUR,718848000,G,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Ridgeciano Haps,ridgeciano-haps,R. Haps,D,5,175,339,M,250501,EUR,739843200,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Franco Carboni,carboni-franco,F. Carboni,M,29,190,965,M,1086199,EUR,1049414400,D,79,79,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Francesco Zampano,francesco-zampano,F. Zampano,M,7,177,142,M,235656,EUR,749347200,D,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Cheick Oumar Condé,conde-cheick-oumar,C. O. Condé,M,26,185,537,M,1019971,EUR,964569600,M,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Issa Doumbia,issa-doumbia,I. Doumbia,M,8,185,313,M,1141754,EUR,1066262400,M,97,97,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504389,home,Venezia,Alberto Chiesurin,alberto-chiesurin,A. Chiesurin,M,31,180,9,M,1898412,EUR,1106438400,M,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504389,away,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,31.0,14.0,24.0,7.0,0.0,9.0,11.0,5.0,20.0,12.0,1.0,,3.0,90.0,42.0,7.3,17.0,0.00325059,0,0.4232,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,
12504389,away,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,D,19,19,False,32.0,23.0,1.0,,0.0,12.0,14.0,12.0,19.0,3.0,,,,90.0,56.0,7.2,17.0,0.131244,1,,,,2.0,6.0,3.0,1.0,1.0,2.0,,5.0,0.0244,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
12504389,away,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,25.0,17.0,8.0,2.0,0.0,10.0,10.0,7.0,15.0,7.0,,,,90.0,39.0,7.6,8.0,0.0197133,3,,,,1.0,2.0,2.0,,3.0,,,1.0,0.3182,,True,1.0,3.0,3.0,,,1.0,,,,1.0,,,,2.0,,1.0,1.0,,,,,,,,,,
12504389,away,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,41.0,30.0,9.0,2.0,0.0,18.0,21.0,12.0,20.0,4.0,,,,90.0,50.0,7.1,11.0,0.118078,0,,,,,4.0,2.0,,4.0,,,2.0,,evanndicka,,2.0,1.0,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,
12504389,away,Roma,Devyne Rensch,devyne-rensch,D. Rensch,D,2,182,2446,M,982778,EUR,1042848000,M,2,2,False,14.0,13.0,,,0.0,6.0,6.0,7.0,9.0,,,,,45.0,27.0,7.3,3.0,0.00288827,0,,,,,1.0,7.0,,,1.0,,,,,,1.0,,1.0,6.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12504389,away,Roma,Lucas Gourna-Douath,lucas-gourna-douath,L. Gourna-Douath,M,19,185,1200,M,1012657,EUR,1060041600,M,27,27,False,18.0,16.0,3.0,2.0,0.0,7.0,8.0,9.0,11.0,1.0,,,,57.0,28.0,6.7,4.0,0.0147831,1,,,,,3.0,5.0,,,,,2.0,0.0518,,,,1.0,,3.0,1.0,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,
12504389,away,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,32.0,23.0,7.0,2.0,0.0,11.0,13.0,12.0,20.0,6.0,,,,90.0,43.0,6.4,13.0,0.0339884,2,,,,4.0,13.0,6.0,1.0,2.0,1.0,,3.0,0.1155,,,6.0,,1.0,2.0,,,1.0,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,
12504389,away,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,M,3,3,False,30.0,20.0,4.0,1.0,0.0,15.0,15.0,5.0,15.0,2.0,,,,90.0,54.0,6.9,18.0,0.00371888,0,,,,,6.0,2.0,,2.0,2.0,,4.0,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,1.0,
12504389,away,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177,117714,M,256219,EUR,753321600,F,21,21,False,24.0,19.0,1.0,1.0,0.0,6.0,6.0,16.0,26.0,3.0,,,,68.0,46.0,8.0,14.0,0.685878,2,,,,,6.0,4.0,,,1.0,,,0.8188,LaJoya,,2.0,1.0,,1.0,,1.0,8.0,1.0,,3.0,1.0,4.0,2.0,,3.0,,2.0,0.8778,1.0,,,,,,,,1.0
12504389,away,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,22,178,5712,M,45925,EUR,720144000,F,92,92,False,14.0,8.0,,,0.0,,,8.0,14.0,3.0,,,,58.0,29.0,7.2,10.0,0.304772,0,,,,1.0,4.0,7.0,,1.0,4.0,,2.0,,stewel92,,1.0,,,2.0,2.0,2.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
12504389,away,Roma,Artem Dovbyk,artem-dovbyk,A. Dovbyk,F,9,189,13962,M,798820,EUR,866851200,F,11,11,False,13.0,8.0,,,0.0,1.0,2.0,7.0,11.0,,,,,89.0,21.0,6.9,8.0,0.088716,4,,,,2.0,4.0,3.0,,,1.0,,1.0,0.306,tema_dovbyk,,1.0,,,1.0,,,,,,1.0,,2.0,,2.0,,,2.0,0.3323,,,,,,,,,
12504389,away,Roma,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7592,M,901891,EUR,930441600,F,56,56,True,21.0,19.0,2.0,1.0,0.0,6.0,6.0,13.0,17.0,4.0,,,,45.0,40.0,6.8,12.0,0.0299452,0,,,,,3.0,4.0,,1.0,6.0,,,,AS56,,,,,4.0,2.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
12504389,away,Roma,Niccolò Pisilli,niccolo-pisilli,N. Pisilli,M,61,180,2244,M,1175821,EUR,1095897600,M,61,61,True,9.0,8.0,1.0,1.0,0.0,3.0,3.0,5.0,6.0,2.0,,,,33.0,13.0,6.9,1.0,0.00808279,0,,,,,,2.0,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
12504389,away,Roma,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2685,M,846148,EUR,908323200,D,25,25,True,7.0,4.0,,,0.0,4.0,6.0,,1.0,2.0,,,,32.0,14.0,6.7,4.0,0.00011306,0,,,,,2.0,4.0,,2.0,1.0,,1.0,,Nelsson,,,,,3.0,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
