match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_wonTackle,stat_accurateCross,stat_goalAssist,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_blockedScoringAttempt,stat_hitWoodwork
10407194,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187.0,168,M,5920,EUR,589248000,G,1,1,False,True,41.0,25.0,26.0,13.0,18.0,24.0,7.0,17.0,1.0,13.0,4.0,2.0,3.0,1.0,90.0,56.0,7.8,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10407194,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185.0,425,M,862075,EUR,993686400,D,22,22,False,,36.0,29.0,6.0,3.0,23.0,24.0,6.0,13.0,3.0,8.0,,,,,90.0,58.0,6.7,12.0,0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,,,,,,,,,,,
10407194,home,KVC Westerlo,Rubin Seigers,,,rubin-seigers,R. Seigers,D,4,187.0,36,M,794983,EUR,884476800,D,23,23,False,,43.0,41.0,5.0,4.0,40.0,42.0,1.0,1.0,9.0,4.0,,,,,90.0,58.0,8.1,2.0,0,,,3.0,,4.0,,,,,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,,
10407194,home,KVC Westerlo,Ravil Tagir,,,tagir-ravil,R. Tagir,D,28,185.0,250,M,992551,EUR,1052179200,D,24,24,False,,35.0,29.0,5.0,3.0,29.0,34.0,,1.0,8.0,3.0,,,,,90.0,47.0,7.2,6.0,0,,,2.0,2.0,3.0,,,,,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,
10407194,home,KVC Westerlo,Maxim De Cuyper,,,maxim-de-cuyper,M. De Cuyper,D,29,183.0,4482,M,997152,EUR,977443200,D,11,11,False,,65.0,49.0,6.0,3.0,32.0,42.0,18.0,28.0,3.0,4.0,,,,,90.0,92.0,7.4,23.0,0,5.0,1.0,1.0,3.0,5.0,1.0,,3.0,2.0,3.0,1.0,,1.0,,,1.0,1.0,,,,,,,,
10407194,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193.0,1196,M,938306,EUR,953251200,M,8,8,False,,25.0,21.0,6.0,4.0,12.0,13.0,10.0,15.0,3.0,7.0,,,,,81.0,37.0,7.2,9.0,0,3.0,,,1.0,2.0,,1.0,,,,2.0,2.0,,,,1.0,1.0,1.0,2.0,,,,,,
10407194,home,KVC Westerlo,Lucas Mineiro,,,lucas-mineiro,L. Mineiro,M,8,188.0,115,M,840077,EUR,825120000,M,6,6,False,,27.0,26.0,5.0,4.0,20.0,21.0,6.0,6.0,,5.0,,,,,81.0,37.0,7.0,2.0,1,,1.0,,2.0,4.0,,1.0,,,2.0,2.0,,2.0,,1.0,2.0,,,,1.0,,,,,
10407194,home,KVC Westerlo,Halil Akbunar,,,halil-akbunar,H. Akbunar,M,77,170.0,143,M,217782,EUR,752803200,M,35,35,False,,13.0,6.0,2.0,2.0,2.0,5.0,4.0,10.0,1.0,5.0,,,,,74.0,30.0,6.9,13.0,2,2.0,,3.0,5.0,7.0,2.0,,1.0,,1.0,4.0,3.0,,2.0,,2.0,,,,1.0,1.0,,,,
10407194,home,KVC Westerlo,Muhammed Gümüşkaya,,,muhammed-gumuskaya,M. Gümüşkaya,M,10,177.0,179,M,929649,EUR,978307200,M,17,17,False,,23.0,20.0,1.0,1.0,10.0,10.0,10.0,15.0,,3.0,,,,,65.0,33.0,6.4,9.0,1,2.0,,,5.0,1.0,1.0,1.0,3.0,,,,,1.0,,,,,,,1.0,,,,,
10407194,home,KVC Westerlo,Nacer Chadli,,,nacer-chadli,N. Chadli,M,,187.0,416,M,32492,EUR,618019200,M,5,5,False,,30.0,27.0,,,13.0,14.0,14.0,17.0,,3.0,,,,,65.0,41.0,7.5,7.0,2,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,,,,,1.0,,2.0,1.0,,,
