match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_shotOffTarget,stat_hitWoodwork,stat_expectedGoals,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_penaltyFaced,stat_bigChanceMissed,stat_errorLeadToAShot,stat_penaltyConceded,stat_bigChanceCreated
12764263,home,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183.0,12727,M,yannsommer,16206,EUR,598320000,G,1,1,False,39.0,22.0,25.0,9.0,0.0,17.0,23.0,5.0,16.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,90.0,50.0,7.7,17.0,0.00057368,0,1.6465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764263,home,Inter,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186.0,10869,M,benpavard21,787505,EUR,827971200,D,28,28,False,35.0,30.0,3.0,,0.0,25.0,29.0,5.0,6.0,5.0,4.0,7.0,5.0,7.0,3.0,,,,,,90.0,48.0,7.0,5.0,0.00276112,0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12764263,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188.0,5703,M,Stefandevrij,91046,EUR,697248000,D,6,6,False,42.0,35.0,2.0,,0.0,30.0,32.0,5.0,10.0,2.0,2.0,2.0,3.0,11.0,3.0,,,,,,90.0,56.0,7.5,7.0,0.0011412,0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12764263,home,Inter,Yann Bisseck,yann-bisseck,Y. Bisseck,D,31,194.0,5511,M,,906275,EUR,975456000,D,31,31,False,40.0,30.0,9.0,2.0,0.0,20.0,24.0,10.0,16.0,,4.0,1.0,6.0,10.0,,3.0,,,,,90.0,64.0,7.7,12.0,0.00344683,0,,,3.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12764263,home,Inter,Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,189.0,15077,M,ddumfries2,759520,EUR,829785600,M,2,2,False,13.0,8.0,1.0,1.0,0.0,4.0,6.0,4.0,9.0,3.0,4.0,8.0,9.0,5.0,2.0,3.0,,,,,90.0,39.0,7.5,13.0,0.00970574,2,,1.0,1.0,3.0,3.0,,,1.0,,4.0,2.0,2.0,1.0,0.1118,,,,,,,,,,,,,,,,
12764263,home,Inter,Davide Frattesi,davide-frattesi,D. Frattesi,M,16,178.0,5645,M,davidefrrattesi_22,835600,EUR,937958400,M,16,16,False,7.0,4.0,,,0.0,3.0,3.0,1.0,4.0,1.0,,2.0,1.0,,,1.0,,,,,62.0,13.0,6.6,4.0,0.00115733,0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12764263,home,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,178.0,32973,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,False,43.0,36.0,5.0,1.0,0.0,24.0,27.0,13.0,18.0,1.0,,4.0,3.0,1.0,5.0,2.0,,,,,71.0,57.0,7.5,11.0,0.0827221,2,,1.0,,1.0,1.0,,,2.0,1.0,,2.0,1.0,,0.8103,1.0,2.0,1.0,1.0,0.7799,1.0,,,,,,,,,,
12764263,home,Inter,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180.0,18823,M,zielu_94,138605,EUR,769392000,M,7,7,False,22.0,16.0,1.0,,0.0,6.0,6.0,11.0,17.0,,,3.0,5.0,1.0,4.0,2.0,,,,,62.0,32.0,7.0,8.0,0.0529203,0,,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,2.0,,,,2.0,2.0,2.0,,,,,,,,
12764263,home,Inter,Matteo Darmian,matteo-darmian,M. Darmian,M,36,182.0,3793,M,,19352,EUR,628560000,M,36,36,False,19.0,14.0,4.0,1.0,0.0,6.0,8.0,8.0,11.0,,1.0,1.0,5.0,5.0,3.0,1.0,,,,,90.0,41.0,6.9,10.0,0.00430095,0,,,,3.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
12764263,home,Inter,Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,187.0,20222,M,mehditaremi9,812533,EUR,711417600,F,99,99,False,12.0,9.0,,,0.0,5.0,5.0,4.0,7.0,2.0,1.0,5.0,3.0,3.0,1.0,1.0,,,,,79.0,21.0,6.8,4.0,0.00947364,2,,2.0,,1.0,1.0,,,,1.0,1.0,,1.0,,0.237,,,,,,,,,1.0,,,,,,,
12764263,home,Inter,Lautaro Martínez,lautaro-martinez,L. Martínez,F,10,175.0,121978,M,LautaroM,823984,EUR,872208000,F,10,10,False,15.0,12.0,1.0,,0.0,6.0,7.0,6.0,8.0,,1.0,4.0,3.0,,1.0,2.0,,,,,62.0,24.0,6.3,7.0,0.00442258,1,,,1.0,,,,,1.0,,,,,,0.0279,,2.0,,,,,2.0,,1.0,True,1.0,,,,,
12764263,home,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178.0,8726,M,micki_taryan,37151,EUR,601344000,M,22,22,True,6.0,5.0,,,0.0,4.0,5.0,1.0,1.0,,,,5.0,2.0,1.0,,,,,,28.0,16.0,6.9,1.0,0.00033052,0,,,,5.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12764263,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175.0,21334,M,nicolo_barella,363856,EUR,855273600,M,23,23,True,14.0,10.0,,,0.0,5.0,7.0,5.0,7.0,2.0,,5.0,1.0,1.0,3.0,,,,,,28.0,21.0,6.4,8.0,0.029289,0,,1.0,,,,,,,2.0,1.0,,,,,,1.0,,,,1.0,2.0,1.0,,,,,,,,
12764263,home,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192.0,25604,M,m_thuram,791702,EUR,870825600,F,9,9,True,9.0,8.0,,,0.0,4.0,5.0,4.0,4.0,3.0,2.0,6.0,3.0,,2.0,1.0,,,,,28.0,15.0,6.5,3.0,0.00437529,0,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,
12764263,home,Inter,Kristjan Asllani,kristjan-asllani,K. Asllani,M,23,179.0,5946,M,KristjanAsllani,996820,EUR,1015632000,M,21,21,True,5.0,3.0,2.0,,0.0,2.0,3.0,1.0,2.0,,,1.0,2.0,2.0,1.0,1.0,,,,,19.0,9.0,6.5,2.0,0.00095837,0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12764263,home,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174.0,15782,M,dimarco32,284361,EUR,879120000,D,32,32,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,,,3.0,1.0,1.0,,,,,,,11.0,6.0,6.6,1.0,0.00170879,0,,2.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
12764263,home,Inter,Raffaele Di Gennaro,raffaele-di-gennaro,R. D. Gennaro,G,12,188.0,1368,M,,301162,EUR,749606400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764263,home,Inter,Josep Martínez,josep-martinez,J. Martínez,G,13,191.0,2848,M,,845291,EUR,896227200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764263,home,Inter,Francesco Acerbi,francesco-acerbi,F. Acerbi,D,15,192.0,5620,M,,126816,EUR,571449600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764263,home,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190.0,15410,M,alessandrobastoni,826188,EUR,923961600,D,95,95,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764263,home,Inter,Tajon Buchanan,tajon-buchanan,T. Buchanan,M,17,183.0,7493,M,,973290,EUR,918432000,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
