match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot
12514187,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,1,1,False,True,22.0,19.0,9.0,6.0,0.0,18.0,18.0,1.0,4.0,2.0,1.0,9.0,2.0,3.0,1.0,1.0,1.0,1.0,90.0,32.0,7.5,3.0,0.00015475,0,0.8552,,,,,,,,,,,,,,,,,,,,,,,,,
12514187,home,Santa Clara,Sidney Lima,Sidney,,sidney-lima,S. Lima,D,23,182,139,M,1131145,EUR,853459200,D,23,23,False,,63.0,60.0,5.0,3.0,0.0,23.0,24.0,40.0,44.0,3.0,1.0,5.0,2.0,,,,,,90.0,83.0,7.6,7.0,0.227671,1,,5.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,0.014,2.0,,,,,,,,,,,,
12514187,home,Santa Clara,Guilherme Ramos,,,guilherme-ramos,G. Ramos,D,13,191,220,M,827192,EUR,871257600,D,27,27,False,,69.0,58.0,7.0,5.0,0.0,30.0,34.0,28.0,35.0,9.0,7.0,4.0,,,,,,,90.0,79.0,7.4,12.0,0.017666,1,,,,3.0,8.0,7.0,1.0,,,,,3.0,0.0441,1.0,1.0,1.0,1.0,1.0,0.0813,,,,,,,
12514187,home,Santa Clara,Frederico Venâncio,,,frederico-venancio,F. Venâncio,D,21,186,71,M,254815,EUR,728784000,D,21,21,False,,61.0,50.0,10.0,5.0,0.0,27.0,32.0,23.0,29.0,4.0,1.0,2.0,,,,,,,75.0,66.0,7.2,11.0,0.00991888,1,,,,1.0,3.0,2.0,,,,1.0,,1.0,0.0272,,,,,1.0,0.1413,1.0,1.0,,,,,
12514187,home,Santa Clara,Diogo Calila,,,diogo-calila,D. Calila,M,2,173,593,M,892083,EUR,907977600,M,2,2,False,,38.0,32.0,2.0,1.0,0.0,12.0,14.0,22.0,29.0,3.0,1.0,3.0,1.0,,,,,,90.0,62.0,7.2,12.0,0.0896311,3,,5.0,2.0,3.0,1.0,5.0,,,2.0,,3.0,2.0,0.1688,3.0,1.0,1.0,1.0,,,,,1.0,,,,
12514187,home,Santa Clara,Serginho,,,serginho,Serginho,M,35,181,94,M,1019184,EUR,944006400,M,35,35,False,,23.0,17.0,4.0,2.0,0.0,14.0,15.0,4.0,11.0,3.0,,3.0,1.0,,,,,,45.0,33.0,6.9,9.0,0.0665146,0,,3.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,
12514187,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,M,6,6,False,,55.0,50.0,3.0,2.0,0.0,22.0,25.0,29.0,31.0,4.0,,3.0,,,,,,,90.0,62.0,7.0,6.0,0.0719329,0,,1.0,1.0,2.0,1.0,4.0,,,,,,1.0,,1.0,,3.0,2.0,,,1.0,1.0,,,,,
12514187,home,Santa Clara,Matheus Araújo,Matheus,,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,M,32,32,False,,4.0,2.0,,,0.0,2.0,3.0,,1.0,1.0,1.0,,,,,,,,26.0,13.0,6.3,7.0,0.00058163,0,,,,,1.0,3.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
12514187,home,Santa Clara,Gustavo Klismahn,Klismahn,,gustavo-klismahn,G. Klismahn,M,77,179,89,M,1162051,EUR,943315200,F,77,77,False,,27.0,18.0,4.0,1.0,0.0,6.0,6.0,14.0,32.0,2.0,2.0,4.0,1.0,,,,,,75.0,46.0,6.9,20.0,0.0963575,0,,11.0,2.0,,1.0,4.0,,,,1.0,2.0,2.0,,1.0,2.0,,,,,,,,1.0,,,
12514187,home,Santa Clara,Vinícius Lopes,,,vinicius-lopes,V. Lopes,F,70,175,316,M,1001753,EUR,926035200,F,70,70,False,,6.0,4.0,,,0.0,3.0,4.0,1.0,3.0,2.0,,1.0,,,,,,,75.0,17.0,6.9,6.0,0.00131398,3,,1.0,,2.0,,3.0,,,,1.0,2.0,,0.1309,,1.0,2.0,2.0,2.0,0.1186,,,1.0,,,,
