match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_totalOffside,stat_aerialLost,stat_outfielderBlock,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,captain,stat_shotOffTarget,stat_goals,player_sofascoreId,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
13473355,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190,811,M,982558,EUR,902534400,G,1,1,False,30.0,24.0,11.0,6.0,0.0,23.0,24.0,1.0,6.0,1.0,10.0,3.0,3.0,5.0,1.0,90.0,47.0,7.5,6.0,0.00035245,0,0.9156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473355,home,Vitória,Claudinho,claudinho,Claudinho,D,2,180,509,M,992791,EUR,969753600,D,2,2,False,45.0,32.0,9.0,2.0,0.0,16.0,22.0,16.0,23.0,3.0,9.0,,,,,90.0,67.0,6.7,16.0,0.0752309,0,,,,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
13473355,home,Vitória,Lucas Halter,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,5,5,False,41.0,36.0,5.0,2.0,0.0,30.0,30.0,6.0,11.0,7.0,1.0,,,,,90.0,53.0,6.6,6.0,0.00182349,0,,,,,,1.0,4.0,1.0,1.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,
13473355,home,Vitória,Zé Marcos,ze-marcos,Z. Marcos,D,3,188,355,M,901700,EUR,886291200,D,3,3,False,53.0,46.0,8.0,4.0,0.0,34.0,34.0,12.0,19.0,9.0,2.0,,,,,90.0,66.0,6.8,9.0,0.00430257,0,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
13473355,home,Vitória,Jamerson,jamerson,Jamerson,D,83,177,408,M,972373,EUR,905299200,D,83,83,False,40.0,37.0,,,0.0,29.0,30.0,8.0,10.0,1.0,2.0,,,,,90.0,63.0,6.7,12.0,0.00571272,1,,,,3.0,,4.0,2.0,,1.0,,,1.0,,,,1.0,1.0,2.0,3.0,2.0,1.0,0.0589,0.0584,,,,,,,,,,,
13473355,home,Vitória,Ricardo Ryller,ricardo-ryller,R. Ryller,M,28,176,231,M,870943,EUR,762307200,M,28,28,False,23.0,18.0,1.0,1.0,0.0,15.0,19.0,3.0,4.0,1.0,5.0,,,,,59.0,34.0,6.5,8.0,0.00156747,0,,,,,,5.0,5.0,,,3.0,1.0,1.0,,,,2.0,,2.0,,,,,,2.0,1.0,,,,,,,,,
13473355,home,Vitória,Erick,erick,Erick,F,33,173,1390,M,895650,EUR,881712000,M,33,33,False,20.0,17.0,3.0,2.0,1.0,5.0,6.0,12.0,14.0,1.0,6.0,,,,,85.0,35.0,7.2,6.0,0.0195241,1,,,,,,4.0,8.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,,1.0,3.0,3.0,,0.0848,,4.0,,1.0,,,,,,,,
13473355,home,Vitória,Gabriel Baralhas,gabriel-baralhas,G. Baralhas,M,44,178,849,M,922575,EUR,907977600,M,44,44,False,36.0,32.0,4.0,3.0,0.0,19.0,21.0,13.0,15.0,,5.0,,,,,90.0,46.0,6.8,6.0,0.0225326,1,,,,,,3.0,4.0,,1.0,,,2.0,1.0,2.0,,2.0,,,,,,0.019,,2.0,1.0,,True,1.0,,,,,,
13473355,home,Vitória,Willian Oliveira,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,29,29,False,32.0,29.0,,,0.0,16.0,17.0,13.0,15.0,2.0,5.0,,,,,74.0,41.0,6.7,4.0,0.00429505,0,,,,,,4.0,4.0,3.0,2.0,,,1.0,,,,,,,1.0,1.0,,,,3.0,1.0,,,,,,,,,
13473355,home,Vitória,Matheuzinho,matheuzinho,Matheuzinho,M,10,165,1521,M,795266,EUR,877132800,M,30,30,False,39.0,29.0,2.0,,0.0,16.0,16.0,13.0,23.0,1.0,3.0,,,,,90.0,56.0,6.6,16.0,0.00699681,0,,,,,,5.0,9.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,2.0,5.0,3.0,,,,4.0,,,,,,,,,,
