match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,stat_wonContest,stat_bigChanceCreated,stat_accurateCross,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_dispossessed,stat_goals,player_lastName,stat_savedShotsFromInsideTheBox
14083177,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191.0,2805,M,791773,EUR,796003200,G,1,1,False,35.0,24.0,16.0,5.0,0.0,21.0,23.0,3.0,12.0,2.0,4.0,1.0,1.0,1.0,1.0,90.0,40.0,5.9,11.0,0.00106068,74.260794053535,12.0,27.93,7.98,0.0304,0,-0.315,0.03,0.02,-0.28,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083177,home,Real Sociedad,Jon Aramburu,jon-aramburu,J. Aramburu,D,2,176.0,6479,M,1116388,EUR,1027382400,D,2,2,False,35.0,30.0,5.0,2.0,0.0,18.0,18.0,12.0,17.0,2.0,1.0,,,,,90.0,61.0,6.0,10.0,0.0139345,33.465301655176,7.0,13.23,5.25,,1,,0.07,0.27,-0.43,,Jon Aramburu,ElBufalo,2.0,1.0,13.0,5.0,5.0,1.0,1.0,4.0,5.0,4.0,2.0,6.0,0.0293,1.0,-0.04,,,,,,,,,,,,,,,,
14083177,home,Real Sociedad,Jon Martin,vicente-jon-martin,J. Martin,D,31,185.0,1209,M,1466116,EUR,1145750400,D,31,31,False,59.0,57.0,,,0.0,36.0,37.0,21.0,22.0,3.0,8.0,,,,,90.0,68.0,6.9,2.0,0.00593487,240.36779907865,27.0,90.09,21.0,,1,,0.15,0.1,-0.05,,Jon Martín,,,,1.0,4.0,,,,,1.0,1.0,,1.0,0.0097,,-0.13,3.0,1.0,2.0,0.0809,,,,,,,,,,,,
14083177,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180.0,881,M,838159,EUR,859680000,D,5,5,False,47.0,46.0,1.0,1.0,1.0,34.0,34.0,12.0,13.0,7.0,1.0,,,,,90.0,65.0,7.4,3.0,0.165736,150.9625935719,18.0,47.355,30.765,,0,,0.2,0.06,0.31,,,,,1.0,3.0,8.0,,2.0,,,3.0,3.0,,1.0,,1.0,,4.0,,2.0,,True,1.0,1.0,,,,,,,,,
14083177,home,Real Sociedad,Sergio Gómez,sergio-gomez,S. Gómez,M,17,171.0,4445,M,855835,EUR,968025600,D,17,17,False,56.0,46.0,4.0,2.0,0.0,15.0,19.0,31.0,37.0,1.0,4.0,,,,,84.0,72.0,6.4,16.0,0.107006,52.296506988121,9.0,-2.94,11.445,,0,,0.09,0.02,-0.4,,,sergiogm_10,6.0,,1.0,4.0,1.0,,,,2.0,1.0,,,,1.0,,2.0,,,,,,,2.0,,,,,,,,
14083177,home,Real Sociedad,Jon Gorrotxategi,jon-gorrotxategi,J. Gorrotxategi,M,4,177.0,607,M,1216309,EUR,1012608000,M,4,4,False,62.0,53.0,2.0,1.0,0.0,28.0,31.0,25.0,31.0,,10.0,,,,,90.0,73.0,7.3,9.0,0.0252563,218.09549698713,25.0,109.2,23.31,,0,,0.21,0.43,0.21,,Jon Gorrotxategi,,,,4.0,6.0,2.0,2.0,,4.0,3.0,3.0,,2.0,,,,,,,,,2.0,,,1.0,,,,,,,
14083177,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174.0,23791,M,880218,EUR,991612800,M,14,14,False,44.0,37.0,2.0,1.0,0.0,8.0,9.0,29.0,35.0,1.0,5.0,,,,,90.0,63.0,7.6,11.0,0.176053,195.04833666639,22.0,86.205,17.85,,1,,0.34,0.52,-0.08,,,KuboTake,1.0,,2.0,8.0,1.0,5.0,,2.0,2.0,2.0,2.0,,0.3029,2.0,-0.41,1.0,,,,,4.0,,,1.0,1.0,1.0,1.0,,,,
14083177,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184.0,2013,M,845385,EUR,852595200,M,23,23,False,42.0,34.0,4.0,3.0,0.0,12.0,14.0,22.0,28.0,,4.0,,,,,77.0,56.0,6.0,16.0,0.0263533,120.08042456863,17.0,41.16,14.28,,1,,-0.03,-0.08,-0.08,,,,1.0,1.0,9.0,2.0,1.0,,,,2.0,1.0,4.0,5.0,0.0211,,-0.08,,1.0,,0.015,,,,,,,,,2.0,,,
14083177,home,Real Sociedad,Carlos Soler,carlos-soler,C. Soler,M,18,180.0,3724,M,832427,EUR,852163200,M,18,18,False,27.0,26.0,4.0,3.0,0.0,6.0,6.0,20.0,21.0,1.0,3.0,,,,,64.0,36.0,6.8,5.0,0.0815545,82.124505335184,11.0,11.13,18.06,,1,,0.29,0.1,0.17,,,Carlos10Soler,1.0,1.0,7.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,0.0328,1.0,-0.26,,,1.0,,,,,,,,1.0,,2.0,,,
14083177,home,Real Sociedad,Ander Barrenetxea,ander-barrenetxea,A. Barrenetxea,F,7,174.0,1646,M,966862,EUR,1009411200,M,7,7,False,25.0,21.0,4.0,3.0,0.0,9.0,10.0,12.0,15.0,1.0,4.0,,,,,45.0,38.0,6.9,13.0,0.111211,66.237188323927,9.0,-11.235,5.775,,0,,0.35,-0.27,0.22,,,,2.0,1.0,5.0,,,2.0,,2.0,,,2.0,,,2.0,,,,,,,,1.0,,,,,1.0,2.0,,,
