match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_dispossessed,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_wasFouled,stat_lastManTackle,stat_ownGoals,stat_errorLeadToAShot
14065128,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,22.0,14.0,9.0,1.0,0.0,14.0,19.0,3.0,9.0,1.0,1.0,1.0,90.0,29.0,6.8,8.0,0.00011675,0.0651,0,0.0999,0.01,0.01,0.17,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065128,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,KonradLaimer,355492,EUR,864691200,D,27,27,False,,54.0,49.0,2.0,2.0,1.0,14.0,14.0,40.0,4.0,,,,75.0,73.0,7.9,10.0,0.342177,,1,,0.65,0.31,-0.08,,35.0,3.0,1.0,1.0,7.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0161,0.1055,1.0,-0.03,,,,,,,,,,,,,,,,
14065128,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15013,M,kiminjae3,896569,EUR,848016000,D,3,3,False,,59.0,56.0,1.0,,0.0,27.0,29.0,30.0,6.0,,,,90.0,67.0,7.5,3.0,0.0341318,,0,,0.31,0.23,0.24,,29.0,,,,2.0,4.0,1.0,,,,,2.0,3.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
14065128,home,FC Bayern München,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,jonatah,227672,EUR,823996800,D,4,4,False,,67.0,65.0,5.0,4.0,0.0,21.0,23.0,44.0,2.0,,,,90.0,72.0,8.0,2.0,0.132791,,0,,0.52,0.28,0.5,,44.0,,,2.0,5.0,3.0,,,,,,,1.0,1.0,4.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,,
14065128,home,FC Bayern München,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,,1129935,EUR,1119916800,D,20,20,False,,80.0,72.0,3.0,2.0,1.0,25.0,29.0,51.0,4.0,,,,90.0,102.0,7.3,12.0,0.243837,,3,,0.1,0.25,0.26,,47.0,3.0,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,,1.0,3.0,3.0,,0.0411,,1.0,-0.27,,,,2.0,1.0,2.0,,,,,,,,,,
14065128,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,,96.0,90.0,13.0,12.0,0.0,27.0,27.0,69.0,6.0,,,,90.0,103.0,8.2,8.0,0.156958,,0,,0.66,0.3,-0.04,,63.0,2.0,,1.0,5.0,2.0,2.0,,,,,,2.0,1.0,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,
14065128,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,leon_goretzka,184661,EUR,792028800,M,8,8,False,,72.0,68.0,3.0,3.0,0.0,21.0,22.0,50.0,4.0,,,,90.0,85.0,7.4,9.0,0.101384,,1,,0.44,0.13,-0.01,,47.0,1.0,,,3.0,5.0,,1.0,1.0,,,2.0,3.0,2.0,1.0,0.1738,,,-0.53,1.0,1.0,,1.0,,1.0,,,2.0,,,,,,,
14065128,home,FC Bayern München,Lennart Karl,lennart-karl,L. Karl,M,42,168,44372,M,,1861975,EUR,1203638400,M,42,42,False,,45.0,36.0,3.0,2.0,0.0,5.0,6.0,39.0,1.0,,,,59.0,55.0,6.8,12.0,0.462124,,3,,0.2,0.41,-0.02,,31.0,2.0,1.0,,1.0,,,1.0,,,1.0,,,,,0.1716,0.0762,2.0,-0.54,,,,2.0,,1.0,Lennart Karl,,,,,,,,,
14065128,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,raphaelguerreiro14,246999,EUR,756518400,M,22,22,False,,46.0,39.0,1.0,,0.0,9.0,9.0,37.0,4.0,,,,79.0,54.0,6.7,10.0,0.124414,,1,,-0.39,0.4,0.2,,30.0,,,,1.0,3.0,,1.0,1.0,,,,1.0,1.0,,0.1449,,4.0,-0.52,1.0,2.0,,1.0,,2.0,,,1.0,,,,,,,
14065128,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19183,M,sergegnabry,187433,EUR,805680000,M,7,7,False,,28.0,24.0,,,0.0,6.0,7.0,21.0,5.0,,,,59.0,37.0,8.0,6.0,0.032874,,2,,-0.14,0.4,-0.01,,18.0,,,,1.0,3.0,,,,,1.0,,3.0,1.0,,0.5914,0.2935,1.0,0.51,,,,,1.0,,,,1.0,1.0,,,,,,
14065128,home,FC Bayern München,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89456,M,NJackson11,1085381,EUR,992995200,F,11,11,False,,15.0,13.0,,,0.0,2.0,2.0,13.0,3.0,,,,59.0,28.0,7.0,8.0,0.0390333,,2,,-0.28,0.24,0.0,,11.0,,,2.0,7.0,2.0,,2.0,1.0,,1.0,,1.0,,,0.8167,0.3835,,0.42,,,,1.0,,1.0,Nicolas Jackson,,4.0,1.0,1.0,1.0,,,,
14065128,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79532,M,MOlise,978838,EUR,1008115200,M,17,17,True,,31.0,28.0,,,0.0,7.0,7.0,24.0,,,,,31.0,41.0,6.7,6.0,0.1165,,3,,0.25,0.51,-0.01,,21.0,1.0,,1.0,2.0,,,1.0,,,,,,,1.0,0.0742,,1.0,-0.51,,1.0,,,3.0,1.0,,,,,,,,,,
14065128,home,FC Bayern München,Harry Kane,harry-kane,H. Kane,F,9,188,299741,M,HurriKane,108579,EUR,743817600,F,9,9,True,,10.0,9.0,2.0,2.0,0.0,3.0,3.0,7.0,,,,,31.0,14.0,6.4,2.0,0.0256913,,1,,0.07,0.0,0.0,,6.0,,,,1.0,1.0,,1.0,,,,,,,,0.1551,,,-0.6,,,,,1.0,,,,,,,,1.0,,,
14065128,home,FC Bayern München,Luis Díaz,luis-diaz,L. Díaz,F,14,178,143501,M,LuisDíaz,883537,EUR,853113600,F,14,14,True,,19.0,17.0,2.0,1.0,0.0,2.0,4.0,15.0,3.0,,,,31.0,25.0,6.8,5.0,0.0585379,,0,,-0.03,0.1,0.13,,15.0,3.0,,,,2.0,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,
