match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_dispossessed,stat_unsuccessfulTouch,stat_accurateCross,captain,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,player_sofascoreId,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated
14065065,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2048,M,584722,EUR,844041600,G,33,33,False,50.0,42.0,19.0,12.0,0.0,33.0,36.0,9.0,14.0,2.0,15.0,4.0,5.0,6.0,1.0,1.0,1.0,90.0,68.0,8.7,8.0,0.0073018,0.5305,1.0,0,1.6109,0.11,0.02,0.27,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065065,home,VfB Stuttgart,Josha Vagnoman,,,josha-vagnoman,J. Vagnoman,D,4,186,549,M,906278,EUR,976492800,D,4,4,False,32.0,28.0,1.0,,0.0,9.0,9.0,19.0,23.0,5.0,3.0,,,,,,,90.0,49.0,6.9,7.0,0.136888,,2.0,1,,0.17,0.13,0.27,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0741,0.1526,-0.3,,,,,,,,,,,,,,,,,
14065065,home,VfB Stuttgart,Finn Jeltsch,Finn Jeltsch,,jeltsch-finn,F. Jeltsch,D,29,188,1205,M,1418649,EUR,1153094400,D,29,29,False,56.0,53.0,3.0,1.0,0.0,33.0,33.0,20.0,23.0,4.0,5.0,,,,,,,90.0,65.0,7.3,3.0,0.00716896,,,0,,0.15,0.09,0.23,,,2.0,3.0,6.0,1.0,,1.0,2.0,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,
14065065,home,VfB Stuttgart,Ramon Hendriks,,,ramon-hendriks,R. Hendriks,D,3,189,435,M,916943,EUR,995414400,D,3,3,False,63.0,59.0,3.0,1.0,0.0,46.0,48.0,13.0,15.0,5.0,3.0,,,,,,,90.0,72.0,6.9,6.0,0.00622708,,,0,,-0.01,0.06,0.23,,,2.0,3.0,4.0,,,,,,,,,3.0,1.0,,,1.0,1.0,,,,,,,,,,,
14065065,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,54.0,49.0,3.0,1.0,0.0,31.0,31.0,18.0,23.0,1.0,4.0,,,,,,,74.0,73.0,7.3,7.0,0.184173,,2.0,0,,0.32,0.13,0.35,,2.0,,2.0,3.0,,,2.0,1.0,1.0,,,,,2.0,2.0,,1.0,,1.0,,,,,,,,,,
14065065,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,46.0,43.0,,,0.0,22.0,23.0,21.0,23.0,2.0,1.0,,,,,,,64.0,54.0,6.7,4.0,0.0473569,,,0,,0.15,0.1,0.21,,,3.0,4.0,1.0,,,,,,,,,1.0,,,,1.0,,,True,,,,,,,,,
14065065,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,False,65.0,62.0,3.0,3.0,0.0,29.0,30.0,33.0,35.0,1.0,3.0,,,,,,,90.0,83.0,7.7,10.0,0.109832,,,0,,0.26,0.19,0.26,,4.0,,1.0,6.0,,,1.0,2.0,,,,,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,
14065065,home,VfB Stuttgart,Tiago Tomás,,,tiago-tomas,T. Tomás,F,8,180,1353,M,983540,EUR,1024185600,M,8,8,False,23.0,19.0,,,0.0,8.0,8.0,11.0,15.0,1.0,,,,,,,,74.0,45.0,6.7,11.0,0.0421231,,2.0,7,,-0.25,0.27,0.2,,2.0,1.0,4.0,4.0,1.0,2.0,,3.0,1.0,0.4266,0.1886,-0.08,,1.0,1.0,,,5.0,1.0,,1.0,,2.0,3.0,1.0,,,,
14065065,home,VfB Stuttgart,Deniz Undav,,,deniz-undav,D. Undav,F,26,179,7593,M,794298,EUR,837734400,M,26,26,False,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,14.0,4.0,6.5,1.0,0.00378807,,,0,,-0.11,-0.05,0.13,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,denizundav,,,
14065065,home,VfB Stuttgart,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,M,18,18,False,29.0,22.0,1.0,,1.0,10.0,11.0,12.0,18.0,,2.0,,,,,,,90.0,59.0,7.0,21.0,0.265352,,2.0,3,,0.29,0.34,0.0,,6.0,,8.0,5.0,,1.0,2.0,2.0,1.0,0.144,0.0192,-0.21,,,,,3.0,3.0,2.0,,7.0,3.0,1.0,1.0,,,,,
14065065,home,VfB Stuttgart,Ermedin Demirović,,,ermedin-demirovic,E. Demirović,F,9,184,5628,M,878081,EUR,890784000,F,9,9,False,12.0,10.0,,,0.0,3.0,4.0,7.0,8.0,,,,,,,,,90.0,21.0,6.3,7.0,0.0360907,,,0,,-0.02,0.02,0.0,,,3.0,6.0,2.0,,,,1.0,,,,,,1.0,,,3.0,2.0,,,,,,,,e.demirovic29,,,
14065065,home,VfB Stuttgart,Chris Führich,,,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,M,10,10,True,36.0,27.0,2.0,1.0,0.0,8.0,9.0,19.0,27.0,,3.0,,,,,,,50.0,40.0,6.6,12.0,0.0578358,,1.0,1,,-0.01,0.28,-0.02,,1.0,1.0,2.0,,,,,,,0.0346,,-0.07,,,,,,1.0,,,1.0,,,1.0,,,,,
