match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_accurateCross,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_totalOffside,stat_clearanceOffLine
12528124,home,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186,12815,M,Livakovic40,190419,EUR,789609600,G,40,40,False,30.0,26.0,7.0,4.0,0.0,25.0,27.0,1.0,3.0,2.0,8.0,1.0,2.0,2.0,90.0,40.0,6.9,4.0,0.00021961,0,0.4905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528124,home,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184,2870,M,,836683,EUR,923097600,D,16,16,False,50.0,38.0,6.0,3.0,0.0,24.0,30.0,14.0,21.0,4.0,5.0,,,,90.0,80.0,7.6,15.0,0.0243932,2,,1.0,1.0,1.0,4.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,5.0,2.0,1.0,0.0436,,,,,,,,,,,,,,,,,,
12528124,home,Fenerbahçe,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187,9862,M,milanskriniar,187205,EUR,792460800,D,37,37,False,41.0,38.0,,,0.0,32.0,33.0,6.0,8.0,5.0,4.0,,,,90.0,47.0,6.7,3.0,0.00164418,1,,,1.0,2.0,2.0,2.0,,,,1.0,,,,,,1.0,0.0201,,,,,,,,,,,,,,,,,,
12528124,home,Fenerbahçe,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4708,M,alex_djiku,289977,EUR,776390400,D,6,6,False,54.0,48.0,2.0,,0.0,37.0,41.0,11.0,13.0,5.0,2.0,,,,90.0,62.0,6.4,6.0,0.0062004,0,,,,1.0,2.0,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
12528124,home,Fenerbahçe,Oğuz Aydın,oguz-aydin,O. Aydın,M,70,183,3374,M,,999396,EUR,972604800,M,70,70,False,20.0,14.0,1.0,,0.0,7.0,11.0,7.0,13.0,,4.0,,,,70.0,33.0,7.2,11.0,0.116561,2,,4.0,1.0,,3.0,4.0,1.0,,,1.0,1.0,,,4.0,3.0,1.0,0.1468,,,,1.0,0.2076,1.0,,,,,,,,,,,,
12528124,home,Fenerbahçe,Fred,fred,Fred,M,7,169,11619,M,fred08,243623,EUR,731289600,M,13,13,False,36.0,26.0,10.0,6.0,0.0,18.0,22.0,8.0,14.0,1.0,5.0,,,,90.0,52.0,6.9,13.0,0.0403494,3,,,1.0,,6.0,7.0,2.0,1.0,,1.0,,,1.0,5.0,2.0,1.0,0.1598,,,,1.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,
12528124,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10874,M,szymanski_11,847983,EUR,926294400,M,53,53,False,20.0,14.0,7.0,2.0,0.0,4.0,5.0,10.0,16.0,,4.0,,,,80.0,29.0,6.6,10.0,0.0134143,0,,1.0,,,4.0,3.0,1.0,2.0,1.0,,,,,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,
12528124,home,Fenerbahçe,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,filipkostic,126588,EUR,720576000,M,18,18,False,40.0,31.0,7.0,1.0,0.0,16.0,19.0,20.0,31.0,4.0,5.0,,,,90.0,65.0,7.4,15.0,0.680858,0,,10.0,1.0,1.0,4.0,4.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,4.0,,,1.0,2.0,5.0,1.0,,,,,,
12528124,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12216,M,dusantadic,38560,EUR,595987200,F,10,10,False,32.0,25.0,6.0,4.0,2.0,4.0,5.0,23.0,30.0,1.0,3.0,,,,88.0,48.0,9.1,11.0,0.498762,2,,3.0,,,2.0,3.0,,3.0,2.0,1.0,1.0,,1.0,,,,0.3464,,,,,0.8712,6.0,1.0,,,1.0,2.0,3.0,True,,,,,
12528124,home,Fenerbahçe,Anderson Talisca,anderson-talisca,A. Talisca,M,94,191,20484,M,AndersonTalisca,329245,EUR,760060800,F,94,94,False,21.0,16.0,4.0,4.0,0.0,4.0,5.0,12.0,16.0,,3.0,,,,88.0,33.0,7.2,7.0,0.0426253,6,,,,,1.0,4.0,,3.0,3.0,1.0,2.0,,,,,1.0,1.0356,,,,2.0,0.9053,1.0,,3.0,,1.0,,,,1.0,,,,
