match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_goals
12764456,home,Red Bull Salzburg,Alexander Schlager,alexander-schlager,A. Schlager,G,1,184,344,M,282073,EUR,823132800,G,24,24,False,11.0,10.0,5.0,4.0,0.0,9.0,10.0,1.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,66.0,22.0,6.5,1.0,0.00053521,0,0.1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764456,home,Red Bull Salzburg,Amar Dedić,amar-dedic,A. Dedić,D,17,180,5512,M,1102791,EUR,1029628800,D,70,70,False,63.0,57.0,8.0,7.0,0.0,28.0,28.0,29.0,37.0,2.0,5.0,1.0,,,,,,,90.0,91.0,7.6,10.0,0.0589713,4,,True,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.1664,0.0438,1.0,,,,,,,,,,,,,
12764456,home,Red Bull Salzburg,Kamil Piątkowski,kamil-piatkowski,K. Piątkowski,D,91,191,2379,M,942335,EUR,961545600,D,91,91,False,48.0,42.0,9.0,4.0,0.0,26.0,28.0,16.0,20.0,2.0,3.0,1.0,,,,,,,90.0,59.0,6.6,7.0,0.0055509,0,,,,1.0,1.0,4.0,3.0,,,,,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,
12764456,home,Red Bull Salzburg,Samson Baidoo,samson-baidoo,S. Baidoo,D,6,190,1283,M,1099117,EUR,1080691200,D,6,6,False,56.0,51.0,4.0,3.0,0.0,27.0,30.0,24.0,26.0,4.0,4.0,1.0,,,,,,,90.0,69.0,7.0,5.0,0.00852346,1,,,,1.0,4.0,2.0,6.0,,,1.0,,,,,,0.0884,,,,,2.0,2.0,,,2.0,,,,,,
12764456,home,Red Bull Salzburg,Aleksa Terzić,aleksa-terzic,A. Terzić,D,3,184,775,M,876860,EUR,934848000,D,3,3,False,43.0,35.0,2.0,,0.0,21.0,21.0,16.0,32.0,5.0,4.0,,,,,,,,82.0,72.0,6.8,17.0,0.0135472,0,,,10.0,2.0,2.0,4.0,3.0,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,
12764456,home,Red Bull Salzburg,Mads Bidstrup,mads-bidstrup,M. Bidstrup,M,18,175,636,M,918429,EUR,983059200,M,18,18,False,19.0,13.0,,,0.0,5.0,8.0,8.0,13.0,2.0,4.0,2.0,,,,,,,58.0,31.0,6.2,10.0,0.0104018,0,,,2.0,1.0,,8.0,1.0,1.0,,,,,1.0,,,,,,3.0,1.0,1.0,,,,1.0,,,,,,
12764456,home,Red Bull Salzburg,Mamady Diambou,diambou-mamady,M. Diambou,M,15,176,740,M,1135854,EUR,1036972800,M,15,15,False,30.0,28.0,3.0,2.0,0.0,14.0,15.0,14.0,15.0,3.0,4.0,1.0,,,,,,,58.0,45.0,7.0,7.0,0.0152343,0,,,,,1.0,3.0,4.0,2.0,1.0,,,,1.0,4.0,,,,1.0,1.0,,2.0,2.0,,,,,,,,,
12764456,home,Red Bull Salzburg,Maurits Kjaergaard,maurits-kjaergaard,M. Kjaergaard,M,14,192,1408,M,987818,EUR,1056585600,M,14,14,False,52.0,48.0,6.0,6.0,0.0,12.0,14.0,39.0,48.0,,2.0,,,,,,,,90.0,73.0,7.7,14.0,0.66238,2,,,10.0,,,1.0,3.0,,,1.0,,1.0,1.0,2.0,1.0,0.0393,,2.0,,1.0,2.0,2.0,,,,3.0,1.0,,,,
12764456,home,Red Bull Salzburg,Adam Daghim,adam-daghim,A. Daghim,F,11,186,852,M,1180758,EUR,1127865600,F,28,28,False,13.0,11.0,,,0.0,3.0,4.0,8.0,9.0,,5.0,,,,,,,,58.0,26.0,6.5,9.0,0.01227,0,,,,,,6.0,3.0,4.0,,,,,,,1.0,,,,2.0,,2.0,2.0,,,1.0,,,,,,
12764456,home,Red Bull Salzburg,Karim Konaté,karim-konate,K. Konaté,F,19,178,7156,M,1139103,EUR,1079827200,F,19,19,False,19.0,13.0,,,0.0,7.0,9.0,6.0,10.0,,3.0,1.0,,,,,,,90.0,37.0,6.7,12.0,0.0107113,4,,,,2.0,2.0,6.0,6.0,3.0,2.0,2.0,1.0,1.0,,1.0,2.0,0.8747,0.1537,1.0,,2.0,,,,,1.0,,,konatekarim9,1.0,1.0,
12764456,home,Red Bull Salzburg,Oscar Gloukh,oscar-gloukh,O. Gloukh,M,10,170,4707,M,1155158,EUR,1080777600,F,30,30,False,39.0,33.0,,,0.0,9.0,10.0,24.0,29.0,1.0,4.0,,,,,,,,66.0,50.0,6.5,14.0,0.0384914,0,,,,2.0,,7.0,1.0,2.0,1.0,,,,,3.0,,,,,1.0,3.0,,,Oscar Gloukh,,,,,,,,
12764456,home,Red Bull Salzburg,Nicolás Capaldo,nicolas-capaldo,N. Capaldo,M,24,178,916,M,973564,EUR,905731200,M,7,7,True,8.0,5.0,,,0.0,2.0,2.0,3.0,7.0,,1.0,1.0,,,,,,,32.0,15.0,6.3,7.0,0.00051527,0,,,1.0,,,3.0,2.0,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,
12764456,home,Red Bull Salzburg,Stefan Bajčetić,stefan-bajcetic,S. Bajčetić,M,43,185,10263,M,1142636,EUR,1098403200,M,8,8,True,21.0,17.0,4.0,2.0,0.0,8.0,8.0,9.0,13.0,,3.0,1.0,,,,,,,32.0,27.0,6.8,4.0,0.0139716,0,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,stefanbajcetic,,,
12764456,home,Red Bull Salzburg,Dorgeles Nene,nene-dorgeles,D. Nene,F,45,174,10361,M,1102788,EUR,1040601600,F,45,45,True,14.0,12.0,,,0.0,3.0,3.0,9.0,12.0,,,,,,,,,,32.0,23.0,6.7,7.0,0.0100673,0,,,1.0,,,2.0,4.0,4.0,3.0,,,,,1.0,1.0,,,,,1.0,,,Nene Dorgeles,,,,,d.nene10,,,
12764456,home,Red Bull Salzburg,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,1,1,True,6.0,6.0,1.0,1.0,0.0,6.0,6.0,,,,1.0,,,,2.0,,,,24.0,9.0,6.6,,0.00012615,0,0.0751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764456,home,Red Bull Salzburg,Daouda Guindo,daouda-guindo,D. Guindo,D,27,183,722,M,1135887,EUR,1034553600,D,29,29,True,3.0,3.0,,,0.0,1.0,1.0,3.0,3.0,,,,,,,,,,8.0,4.0,6.3,,0.024403,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
12764456,home,Red Bull Salzburg,Hendry Blank,blank-hendry,H. Blank,D,4,189,355,M,1140597,EUR,1093046400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Hendry Blank,,,,,,,,
12764456,home,Red Bull Salzburg,Leandro Morgalla,morgalla-leandro,L. Morgalla,D,39,186,229,M,1135938,EUR,1095033600,D,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764456,home,Red Bull Salzburg,Bryan Okoh,bryan-okoh,B. Okoh,D,24,187,291,M,987491,EUR,1053043200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764456,home,Red Bull Salzburg,John Mellberg,mellberg-john,J. Mellberg,D,4,188,470,M,1424607,EUR,1154217600,D,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764456,home,Red Bull Salzburg,Bobby Clark,bobby-clark,B. Clark,M,42,178,1774,M,1142638,EUR,1107734400,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764456,home,Red Bull Salzburg,Lucas Gourna-Douath,lucas-gourna-douath,L. Gourna-Douath,M,19,185,1202,M,1012657,EUR,1060041600,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764456,home,Red Bull Salzburg,Oliver Lukić,oliver-lukic,O. Lukić,M,25,188,414,M,1423477,EUR,1158883200,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
