match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_duelLost,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_goalAssist,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId
10556825,home,Parma,Edoardo Corvi,,,edoardo-corvi,E. Corvi,G,40,183.0,254,M,990411,EUR,985305600,G,40,40,False,24.0,15.0,17.0,8.0,12.0,14.0,3.0,10.0,4.0,10.0,1.0,3.0,5.0,4.0,4.0,90.0,41.0,8.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10556825,home,Parma,Enrico Del Prato,,,enrico-del-prato,E. Del Prato,D,15,183.0,873,M,928103,EUR,942192000,D,15,15,False,55.0,52.0,,,29.0,30.0,23.0,26.0,1.0,4.0,,,,,,90.0,66.0,6.9,4.0,0,True,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10556825,home,Parma,Botond Balogh,,,botond-balogh,B. Balogh,D,5,189.0,1287,M,983510,EUR,1023321600,D,4,4,False,81.0,72.0,13.0,6.0,48.0,50.0,24.0,31.0,7.0,5.0,,,,,,90.0,97.0,7.3,11.0,0,,,4.0,2.0,,1.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10556825,home,Parma,Alessandro Circati,,,alessandro-circati,A. Circati,D,39,190.0,823,M,1155423,EUR,1065744000,D,39,39,False,70.0,67.0,5.0,4.0,49.0,51.0,18.0,19.0,2.0,1.0,,,,,,90.0,77.0,7.3,5.0,0,,,,,,,3.0,6.0,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,
10556825,home,Parma,Cristian Ansaldi,,,cristian-ansaldi,C. Ansaldi,D,,181.0,171,M,43476,EUR,527558400,D,14,14,False,43.0,37.0,7.0,3.0,13.0,14.0,26.0,33.0,,5.0,,,,,,45.0,67.0,7.1,12.0,0,,4.0,3.0,,2.0,1.0,,3.0,,1.0,1.0,1.0,1.0,,2.0,4.0,2.0,,,,,,,,,,,,
10556825,home,Parma,Woyo Coulibaly,,,woyo-coulibaly,W. Coulibaly,D,25,188.0,2720,M,989894,EUR,927158400,M,26,26,False,22.0,15.0,2.0,1.0,2.0,4.0,13.0,18.0,,4.0,,,,,,61.0,37.0,6.4,16.0,2,,,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,4.0,,,2.0,,2.0,,,,,,,,,,,
10556825,home,Parma,Simon Sohm,,,simon-sohm,S. Sohm,M,23,188.0,933,M,909991,EUR,986947200,M,19,19,False,58.0,51.0,2.0,2.0,27.0,29.0,25.0,30.0,,8.0,,,,,,90.0,73.0,7.7,11.0,1,,1.0,4.0,,2.0,,1.0,6.0,,2.0,3.0,3.0,2.0,,1.0,4.0,2.0,1.0,1.0,2.0,,,,,,,,,
10556825,home,Parma,Stanko Jurić,,,juric-stanko,S. Jurić,M,24,189.0,492,M,921417,EUR,840153600,M,24,24,False,57.0,53.0,1.0,,24.0,24.0,30.0,34.0,1.0,9.0,,,,,,90.0,77.0,7.6,8.0,1,,1.0,4.0,2.0,1.0,,,8.0,,1.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0,,,,1.0,,,,,,,,
10556825,home,Parma,Adrian Benedyczak,,,benedyczak-adrian,A. Benedyczak,M,19,190.0,1435,M,928295,EUR,975024000,M,7,7,False,39.0,32.0,2.0,1.0,10.0,10.0,22.0,33.0,,3.0,,,,,,75.0,51.0,7.4,11.0,3,,4.0,2.0,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,
10556825,home,Parma,Gabriel Charpentier,,,gabriel-charpentier,G. Charpentier,F,99,188.0,190,M,979043,EUR,926899200,F,9,9,False,7.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,,1.0,,,,,,45.0,11.0,6.5,7.0,0,,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,
