match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_errorLeadToAShot,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_totalCross,stat_dispossessed,stat_totalContest,stat_clearanceOffLine,stat_wonTackle,stat_wonContest,stat_bigChanceMissed,stat_accurateCross,stat_totalOffside,stat_blockedScoringAttempt,stat_penaltyWon,player_sofascoreId,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
12514206,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,36.0,23.0,17.0,4.0,0.0,21.0,24.0,2.0,12.0,7.0,2.0,1.0,1.0,90.0,45.0,6.5,13.0,0.00050501,0,-0.7204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514206,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,22.0,12.0,5.0,,0.0,6.0,9.0,6.0,13.0,3.0,,,,89.0,43.0,6.3,16.0,0.00638259,0,,Zé,Carlos,1.0,3.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514206,home,Gil Vicente,Josué Sá,josue-sa,J. Sá,D,3,186,48,M,137982,EUR,708739200,D,23,23,False,27.0,19.0,6.0,2.0,0.0,16.0,18.0,3.0,9.0,,,,,90.0,37.0,7.1,11.0,0.00064233,1,,,,2.0,2.0,1.0,,4.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.3922,0.8554,,,,,,,,,,,,,,,,,,,,
12514206,home,Gil Vicente,Rúben Fernandes,ruben-fernandes,R. Fernandes,D,26,186,38,M,59751,EUR,515721600,D,26,26,False,46.0,29.0,20.0,8.0,1.0,24.0,31.0,5.0,15.0,2.0,,,,90.0,60.0,7.4,17.0,0.00170014,2,,,,1.0,1.0,3.0,,10.0,,1.0,,,,2.0,,,,,0.1416,,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12514206,home,Gil Vicente,Sandro Cruz,cruz-sandro,S. Cruz,D,57,182,281,M,982146,EUR,989625600,D,57,57,False,23.0,15.0,2.0,,0.0,11.0,15.0,4.0,9.0,4.0,,,,90.0,48.0,7.3,12.0,0.00326786,0,,,,1.0,5.0,6.0,2.0,4.0,,6.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,
12514206,home,Gil Vicente,Mory Gbane,gbane-mory,M. Gbane,M,24,188,509,M,1003400,EUR,977702400,M,24,24,False,28.0,22.0,5.0,2.0,0.0,20.0,23.0,2.0,5.0,2.0,,,,90.0,45.0,7.1,7.0,0.00120267,0,,,,1.0,3.0,7.0,,6.0,2.0,3.0,1.0,,2.0,4.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,
12514206,home,Gil Vicente,Tidjany Touré,tidjany-toure,T. Touré,F,7,184,147,M,1445615,EUR,1026691200,M,7,7,False,8.0,6.0,,,0.0,2.0,2.0,4.0,6.0,4.0,,,,57.0,25.0,6.5,7.0,0.0686275,1,,,,,4.0,6.0,1.0,1.0,,,1.0,3.0,,1.0,,,,,0.1579,,,,1.0,1.0,,2.0,3.0,,,2.0,1.0,,,,,,,,,
12514206,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,M,10,10,False,12.0,8.0,1.0,,1.0,4.0,6.0,5.0,8.0,2.0,,,,57.0,18.0,7.0,6.0,0.386959,0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,2.0,1.0,,,1.0,,,1.0,,,,,,,,
12514206,home,Gil Vicente,Facundo Cáseres,facundo-caseres,F. Cáseres,M,5,178,226,M,989837,EUR,991008000,M,5,5,False,30.0,25.0,2.0,,0.0,15.0,16.0,10.0,14.0,2.0,,,,90.0,38.0,6.8,5.0,0.758532,0,,,,,3.0,4.0,1.0,4.0,,2.0,,2.0,2.0,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,
12514206,home,Gil Vicente,Félix Correia,felix-correia,F. Correia,M,27,178,1349,M,934498,EUR,980121600,M,71,71,False,25.0,21.0,3.0,2.0,0.0,9.0,12.0,14.0,18.0,3.0,,,,89.0,41.0,7.4,10.0,0.151029,2,,,,3.0,6.0,2.0,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,0.815,0.9335,,,1.0,3.0,5.0,1.0,1.0,,1.0,,,2.0,2.0,,,,,,,
12514206,home,Gil Vicente,Pablo Felipe,pablo-felipe,P. Felipe,F,19,184,2627,M,1101174,EUR,1073001600,F,90,90,False,21.0,17.0,1.0,1.0,0.0,8.0,10.0,9.0,11.0,5.0,,,,78.0,39.0,7.7,10.0,0.0102438,2,,Pablo Felipe Pereira de Jesus,,1.0,6.0,10.0,,1.0,,2.0,3.0,5.0,2.0,3.0,1.0,1.0,,,0.391,0.6501,,,,,,2.0,2.0,,2.0,1.0,,,,1.0,,,,,,
12514206,home,Gil Vicente,Santi García,santi-garcia,S. García,M,95,184,131,M,1084746,EUR,999043200,M,19,19,True,12.0,10.0,1.0,1.0,0.0,7.0,8.0,3.0,4.0,2.0,,,,33.0,16.0,7.1,3.0,0.0018974,0,,,,,1.0,2.0,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
12514206,home,Gil Vicente,Jordi Mboula,jordi-mboula,J. Mboula,F,2,182,263,M,826003,EUR,921542400,F,77,77,True,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,,,,33.0,5.0,6.7,1.0,0.00191139,0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
