match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_totalCross,stat_aerialLost,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_challengeLost,stat_accurateCross,stat_goals,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
10665954,home,Abha,Devis Epassy,,,devis-epassy,D. Epassy,G,1,187.0,1481,M,362758,EUR,728611200.0,G,16,16,False,30.0,24.0,10.0,5.0,22.0,24.0,2.0,6.0,1.0,1.0,6.0,1.0,90.0,35.0,6.4,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665954,home,Abha,Saeed Al Hamsal,,,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600.0,D,39,39,False,27.0,15.0,6.0,,8.0,12.0,7.0,15.0,1.0,8.0,6.0,2.0,90.0,62.0,7.3,20.0,0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
10665954,home,Abha,Amine Attouchi,,,amine-attouchi,A. Atouchi,D,,186.0,95,M,866170,EUR,709948800.0,D,19,19,False,37.0,29.0,7.0,3.0,20.0,22.0,9.0,15.0,1.0,1.0,4.0,,90.0,47.0,6.8,9.0,0,1.0,,2.0,,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10665954,home,Abha,Abdullah Al-Zoari,,,abdullah-al-zoari,A. Z. Aldossary,D,,178.0,7,M,118137,EUR,555811200.0,D,3,3,False,33.0,25.0,3.0,,17.0,20.0,8.0,13.0,3.0,5.0,4.0,,56.0,45.0,6.8,9.0,0,1.0,,5.0,,1.0,1.0,1.0,1.0,,1.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,
10665954,home,Abha,Sari Amro,,,sari-amro,S. Amro,D,,178.0,2,,817952,EUR,627091200.0,D,31,31,False,26.0,24.0,3.0,3.0,9.0,9.0,15.0,18.0,1.0,5.0,3.0,1.0,90.0,46.0,6.9,7.0,0,5.0,1.0,2.0,,,4.0,2.0,,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10665954,home,Abha,Zakaria Al-Sudani,,,zakaria-al-sudani,Z. Al-Sudani,M,,183.0,5,M,328851,EUR,712195200.0,M,21,21,False,38.0,33.0,4.0,1.0,18.0,18.0,15.0,20.0,2.0,4.0,3.0,1.0,90.0,49.0,7.1,5.0,2,4.0,,4.0,,1.0,,1.0,,,1.0,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,
10665954,home,Abha,Uroš Matić,,,uros-matic,U. Matić,M,,185.0,66,M,63273,EUR,643420800.0,M,8,8,False,23.0,20.0,3.0,2.0,11.0,11.0,9.0,12.0,,2.0,6.0,,90.0,33.0,6.5,5.0,1,8.0,2.0,,,1.0,,2.0,2.0,,3.0,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,
10665954,home,Abha,Nawaf Al Sadi,Nawaf Alsadi,,nawaf-alsadi,N. A. Sadi,M,18,172.0,64,M,1115888,EUR,972086400.0,M,18,18,False,13.0,7.0,1.0,1.0,1.0,1.0,7.0,14.0,,6.0,5.0,2.0,90.0,41.0,7.4,13.0,3,6.0,3.0,1.0,,,,3.0,2.0,2.0,,,2.0,1.0,2.0,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,
10665954,home,Abha,Saad Bguir,Saad,Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400.0,M,10,10,False,29.0,24.0,3.0,2.0,6.0,6.0,20.0,27.0,,3.0,2.0,3.0,89.0,42.0,7.8,7.0,4,,,,,,,,,,,,,,4.0,,,1.0,1.0,1.0,,2.0,,5.0,1.0,1.0,1.0,2.0,,,,
10665954,home,Abha,Saleh Al-Amri,,,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800.0,M,7,7,False,25.0,21.0,2.0,1.0,5.0,5.0,17.0,22.0,1.0,8.0,1.0,4.0,90.0,46.0,8.0,10.0,3,2.0,1.0,,,,1.0,2.0,2.0,2.0,,,2.0,1.0,2.0,,2.0,,3.0,,,1.0,1.0,2.0,,1.0,,,,,,
