match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_wasFouled,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_blockedScoringAttempt,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11391332,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,43.0,32.0,25.0,16.0,25.0,29.0,7.0,14.0,1.0,15.0,2.0,3.0,3.0,90.0,57.0,7.9,11.0,0.00275898,0,0.4022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391332,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,,43.0,35.0,7.0,4.0,19.0,21.0,16.0,22.0,6.0,5.0,,,,90.0,56.0,7.4,9.0,0.0548871,0,,5.0,3.0,5.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11391332,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,,39.0,32.0,4.0,1.0,28.0,32.0,4.0,7.0,5.0,8.0,,,,90.0,49.0,7.0,8.0,0.00227948,0,,,4.0,3.0,6.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11391332,home,RC Lens,Abdukodir Khusanov,abdukodir-khusanov,A. Khusanov,D,45,186,85407,M,1194333,EUR,1078012800,D,25,25,False,,38.0,34.0,7.0,4.0,28.0,30.0,6.0,8.0,3.0,3.0,,,,90.0,52.0,7.4,5.0,0.0106415,0,,,2.0,1.0,5.0,,,,1.0,1.0,abdukodir_khusanov,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
11391332,home,RC Lens,Ruben Aguilar,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,M,2,2,False,,33.0,25.0,3.0,2.0,11.0,14.0,15.0,22.0,1.0,4.0,,,,90.0,73.0,7.2,18.0,0.0386943,1,,,,6.0,4.0,,1.0,1.0,3.0,2.0,,1.0,3.0,1.0,,,,3.0,1.0,3.0,1.0,1.0,0.5006,0.492,,,,,,,,
11391332,home,RC Lens,Nampalys Mendy,nampalys-mendy,N. Mendy,M,23,168,5158,M,123166,EUR,709257600,M,26,26,False,,33.0,27.0,2.0,,15.0,16.0,12.0,17.0,1.0,5.0,,,,82.0,39.0,6.7,7.0,0.0174571,0,,2.0,1.0,6.0,4.0,,,1.0,1.0,3.0,papy.mendy,,2.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,
11391332,home,RC Lens,Neil El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186,16055,M,1128530,EUR,994032000,M,23,23,False,,26.0,22.0,2.0,,14.0,15.0,8.0,11.0,2.0,6.0,,,,90.0,39.0,7.2,6.0,0.0152297,1,,,1.0,2.0,5.0,,1.0,1.0,1.0,,,3.0,2.0,2.0,,Neil,El Aynaoui,,,,1.0,,0.0185,0.1246,2.0,1.0,,,,,,
11391332,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,,27.0,22.0,4.0,1.0,15.0,16.0,7.0,11.0,3.0,7.0,,,,90.0,45.0,6.6,10.0,0.0182671,0,,1.0,,3.0,1.0,,,1.0,2.0,,przemek.franek_,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,
11391332,home,RC Lens,David Pereira da Costa,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,F,10,10,False,,21.0,19.0,2.0,2.0,10.0,10.0,12.0,17.0,,,,,,82.0,39.0,7.1,11.0,0.140841,1,,,,6.0,1.0,,1.0,1.0,1.0,,,1.0,,,2.0,,,6.0,3.0,3.0,,,0.0309,,2.0,,1.0,1.0,,,,
11391332,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,,46.0,33.0,2.0,,14.0,16.0,20.0,31.0,2.0,,,,,90.0,66.0,7.4,20.0,0.0680411,2,,4.0,10.0,8.0,16.0,,2.0,1.0,6.0,2.0,,,1.0,1.0,,,,1.0,1.0,,,,0.3006,,4.0,3.0,1.0,,1.0,,,
11391332,home,RC Lens,Elye Wahi,elye-wahi,E. Wahi,F,11,180,3162,M,979315,EUR,1041465600,F,9,9,False,,12.0,8.0,,,4.0,4.0,4.0,8.0,,1.0,,,,72.0,23.0,6.7,9.0,0.00142236,1,,,,3.0,3.0,,,,2.0,,e.wahi7,,,,,,,,,2.0,,,0.0508,,4.0,3.0,,,1.0,1.0,,
11391332,home,RC Lens,Wesley Saïd,wesley-said,W. Saïd,F,22,171,742,M,227862,EUR,798249600,F,22,22,True,,2.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,18.0,7.0,6.3,5.0,0.00167891,0,,1.0,,5.0,,,,2.0,3.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,
11391332,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,6,6,True,,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,8.0,4.0,6.6,,0.00070477,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11391332,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,28,28,True,,3.0,3.0,,,2.0,2.0,1.0,1.0,,1.0,,,,8.0,4.0,6.5,1.0,0.00130601,0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11391332,home,RC Lens,Jean-Louis Leca,jean-louis-leca,J. Leca,G,,180,46,M,39224,EUR,496108800,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391332,home,RC Lens,Tom Pouilly,tom-pouilly,T. Pouilly,D,2,180,77,M,1387163,EUR,1055894400,M,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Tom Pouilly,,,,,,,,,,,,,,,,
