match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_totalCross,stat_accurateCross,stat_wonContest,stat_lastManTackle,stat_errorLeadToAGoal,player_sofascoreId,stat_dispossessed,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_shotOffTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAShot,stat_hitWoodwork
12624902,home,Al-Kholood,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400,G,34,34,False,True,23.0,17.0,17.0,11.0,0.0,13.0,15.0,4.0,8.0,2.0,7.0,1.0,4.0,5.0,1.0,90.0,33.0,7.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624902,home,Al-Kholood,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,1127819,EUR,823132800,D,24,24,False,,44.0,32.0,3.0,1.0,0.0,22.0,25.0,10.0,19.0,1.0,3.0,,,,,90.0,64.0,6.3,16.0,0,Abdullah Al-Hawsawi,,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
12624902,home,Al-Kholood,William Troost-Ekong,william-troost-ekong,W. Troost-Ekong,D,5,191.0,2266,M,338991,EUR,746841600,D,5,5,False,,39.0,28.0,10.0,4.0,0.0,24.0,28.0,4.0,11.0,6.0,5.0,,,,,90.0,52.0,6.9,11.0,1,,,1.0,5.0,2.0,6.0,,,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12624902,home,Al-Kholood,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,23,189.0,303,M,224456,EUR,710121600,D,23,23,False,,35.0,29.0,4.0,2.0,0.0,23.0,26.0,6.0,10.0,3.0,3.0,,,,,90.0,44.0,6.6,8.0,0,,,2.0,,2.0,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,
12624902,home,Al-Kholood,Hamdan Al-Shamrani,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600,D,27,27,False,,43.0,35.0,4.0,1.0,0.0,17.0,21.0,19.0,25.0,2.0,2.0,,,,,90.0,70.0,6.9,12.0,0,,,2.0,1.0,3.0,6.0,,1.0,4.0,3.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,
12624902,home,Al-Kholood,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184.0,92,M,823476,EUR,822268800,M,96,96,False,,33.0,27.0,4.0,4.0,0.0,19.0,21.0,8.0,12.0,2.0,6.0,,,,,90.0,51.0,6.2,10.0,0,,,3.0,3.0,8.0,9.0,2.0,,2.0,,3.0,4.0,,,3.0,3.0,,,,,1.0,,,,,,,,,,,
12624902,home,Al-Kholood,Aliou Dieng,aliou-dieng,A. Dieng,M,23,184.0,13659,M,933780,EUR,876960000,M,15,15,False,,43.0,35.0,3.0,2.0,0.0,17.0,18.0,18.0,26.0,2.0,10.0,,,,,90.0,57.0,7.0,11.0,0,,,1.0,1.0,2.0,6.0,,1.0,2.0,1.0,1.0,2.0,,,2.0,,1.0,,1.0,,,alioudieng_18,1.0,1.0,,,,,,,,
12624902,home,Al-Kholood,Hammam Al-Hammami,al-hammami-hammam,H. Al-Hammami,F,22,169.0,198,M,1836904,EUR,1075420800,M,22,22,False,,32.0,25.0,,,0.0,8.0,9.0,18.0,28.0,,3.0,,,,,89.0,68.0,9.0,22.0,4,Hammam Al-Hammami,,,,7.0,10.0,,7.0,2.0,1.0,4.0,3.0,1.0,,,1.0,5.0,1.0,5.0,,,,4.0,2.0,3.0,2.0,1.0,,,,,
12624902,home,Al-Kholood,Alex Collado,alex-collado,A. Collado,M,8,177.0,1606,M,859767,EUR,924739200,M,10,10,False,,63.0,51.0,10.0,9.0,0.0,27.0,29.0,25.0,36.0,3.0,10.0,,,,,89.0,94.0,8.0,19.0,3,Alex,Collado,1.0,1.0,4.0,8.0,,3.0,1.0,,5.0,4.0,,,1.0,2.0,2.0,1.0,2.0,,,,,3.0,2.0,,,1.0,,,,
12624902,home,Al-Kholood,Muhammad Sawan,muhammad-sawan,M. Sawan,M,70,170.0,23,M,1549247,EUR,965779200,M,11,11,False,,20.0,12.0,2.0,,2.0,3.0,4.0,9.0,18.0,,3.0,,,,,80.0,30.0,7.6,14.0,0,Muhammad Sawan,,,1.0,3.0,2.0,,3.0,1.0,,1.0,,,,,,2.0,,,,,,,3.0,,,,,1.0,,,
