match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_fouls,captain,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_penaltyWon,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_bigChanceMissed
11409222,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,34.0,29.0,9.0,4.0,27.0,29.0,2.0,5.0,10.0,1.0,1.0,3.0,90.0,43.0,7.3,5.0,0.0,0.0,0.001746,0,0.2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409222,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,58.0,43.0,6.0,3.0,27.0,34.0,16.0,26.0,8.0,,,,90.0,90.0,7.8,22.0,0.0,0.0,0.0419817,0,,Zé,Carlos,1.0,2.0,2.0,1.0,4.0,9.0,1.0,1.0,2.0,2.0,5.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
11409222,home,Gil Vicente,Gabriel Pereira,gabriel-pereira,G. Pereira,D,5,188,592,M,992652,EUR,957657600,D,13,13,False,77.0,70.0,7.0,4.0,63.0,65.0,7.0,12.0,4.0,,,,90.0,84.0,7.7,7.0,0.162,0.9115,0.0069396,1,,,,,,,2.0,1.0,2.0,,,3.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11409222,home,Gil Vicente,Rúben Fernandes,ruben-fernandes,R. Fernandes,D,26,186,38,M,59751,EUR,515721600,D,26,26,False,61.0,59.0,4.0,2.0,51.0,51.0,8.0,10.0,3.0,,,,90.0,69.0,7.3,3.0,0.0,0.0,0.0033732,0,,,,,,2.0,,3.0,1.0,,,3.0,,1.0,1.0,1.0,,,,,1.0,True,2.0,,,,,,,,,,,,
11409222,home,Gil Vicente,Leonardo Buta,leonardo-buta,L. Buta,D,24,182,172,M,1120038,EUR,1023235200,D,23,23,False,46.0,36.0,5.0,2.0,18.0,20.0,18.0,26.0,4.0,,,,90.0,76.0,8.4,15.0,0.0,0.0,0.0172532,0,,,,1.0,,,,2.0,8.0,,,2.0,3.0,3.0,2.0,2.0,4.0,1.0,,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,
11409222,home,Gil Vicente,Maxime Dominguez,maxime-dominguez,M. Dominguez,M,10,172,688,M,282233,EUR,823132800,M,8,8,False,59.0,49.0,3.0,2.0,20.0,21.0,31.0,40.0,11.0,,,,90.0,72.0,8.0,11.0,0.0,0.0,0.299058,0,,,,2.0,2.0,1.0,,8.0,3.0,6.0,,,3.0,1.0,,1.0,2.0,3.0,,,1.0,,,,,,2.0,1.0,,,,,,,
11409222,home,Gil Vicente,Mory Gbane,gbane-mory,M. Gbane,M,24,188,509,M,1003400,EUR,977702400,M,24,24,False,40.0,36.0,3.0,3.0,24.0,26.0,12.0,14.0,4.0,,,,82.0,51.0,6.9,7.0,0.0,0.0,0.00740985,0,,,,,,,1.0,4.0,6.0,1.0,1.0,,1.0,4.0,2.0,2.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,
11409222,home,Gil Vicente,Pedro Tiba,pedro-tiba,P. Tiba,M,,174,70,M,138700,EUR,588988800,M,25,25,False,36.0,34.0,2.0,2.0,16.0,16.0,18.0,21.0,3.0,,,,77.0,46.0,7.6,8.0,0.0754,0.4026,0.205453,1,,,,,1.0,,,4.0,1.0,,1.0,,1.0,,,1.0,,3.0,1.0,1.0,1.0,,,3.0,1.0,,,,,,,,,,
11409222,home,Gil Vicente,Marlon,marlon,Marlon,M,20,176,128,M,965796,EUR,874281600,M,11,11,False,29.0,27.0,2.0,2.0,10.0,10.0,17.0,19.0,3.0,,,,67.0,46.0,6.9,7.0,0.0597,0.0,0.0341499,3,,,,,,1.0,,7.0,4.0,2.0,3.0,,,,,1.0,1.0,,,,,,,4.0,3.0,,,,2.0,1.0,,,,,
11409222,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,F,10,10,False,27.0,22.0,1.0,,10.0,12.0,12.0,15.0,2.0,,,,77.0,39.0,8.4,8.0,0.9208,1.4303,0.0190929,2,,,,,,,,3.0,4.0,,3.0,,,3.0,2.0,,,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,
