match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_wonContest,stat_aerialLost,stat_onTargetScoringAttempt,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_goals,stat_goalAssist
10385581,home,Southampton,Gavin Bazunu,Gavin,Bazunu,bazunu-gavin,G. Bazunu,G,31,189,914,M,936719,EUR,1014163200,G,31,31,False,27.0,24.0,9.0,6.0,22.0,22.0,2.0,5.0,1.0,10.0,1.0,90.0,38.0,6.1,3.0,0.0,0.0,0.00021817,0,-0.8361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385581,home,Southampton,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,D,3,3,False,58.0,47.0,3.0,2.0,28.0,32.0,20.0,31.0,1.0,4.0,,90.0,87.0,7.0,22.0,0.0,0.0,0.0337098,0,,5.0,1.0,3.0,7.0,7.0,1.0,3.0,1.0,1.0,5.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10385581,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,6978,M,286085,EUR,829267200,D,35,35,False,72.0,61.0,8.0,4.0,42.0,47.0,19.0,25.0,1.0,6.0,,90.0,84.0,6.7,15.0,0.0,0.0,0.00599577,0,,,,3.0,2.0,4.0,1.0,,2.0,1.0,3.0,,,,,,janbednarek_,1.0,,,,,,,,,,,,,,
10385581,home,Southampton,Armel Bella-Kotchap,,,armel-bella-kotchap,A. Bella-Kotchap,D,37,190,1085,M,976025,EUR,1008028800,D,37,37,False,76.0,62.0,9.0,2.0,48.0,52.0,14.0,24.0,2.0,4.0,,90.0,88.0,7.0,14.0,0.0275,0.3295,0.00686302,1,,,,5.0,3.0,10.0,,,1.0,1.0,1.0,3.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,
10385581,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,823085,EUR,860889600,D,2,2,False,51.0,44.0,1.0,1.0,22.0,24.0,22.0,27.0,,7.0,,90.0,70.0,6.3,13.0,0.0,0.0,0.136034,0,,,,,5.0,6.0,,2.0,4.0,,2.0,1.0,1.0,2.0,1.0,,,2.0,,,3.0,,,,,,,,,,,
10385581,home,Southampton,Theo Walcott,,,theo-walcott,T. Walcott,M,,176,709,,10501,EUR,606009600,M,32,32,False,11.0,10.0,,,2.0,2.0,9.0,10.0,,1.0,,62.0,20.0,6.7,3.0,0.0928,0.0,0.199441,1,,1.0,1.0,,2.0,2.0,2.0,,1.0,,,,,2.0,,4.0,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,
10385581,home,Southampton,James Ward-Prowse,,,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,8,8,False,69.0,59.0,4.0,2.0,29.0,31.0,30.0,42.0,,6.0,,90.0,83.0,6.9,14.0,0.0,0.0,0.0504264,0,,4.0,,2.0,4.0,6.0,,,,,2.0,3.0,1.0,,,,prowsey16,,4.0,,1.0,,,,True,,,,,,,
10385581,home,Southampton,Roméo Lavia,Romeo Lavia,,romeo-lavia,R. Lavia,M,45,181,16643,M,1069488,EUR,1073347200,M,45,45,False,52.0,46.0,3.0,2.0,28.0,31.0,18.0,21.0,1.0,8.0,,90.0,66.0,6.5,8.0,0.0258,0.0,0.0122044,1,,,,1.0,8.0,3.0,3.0,1.0,,1.0,2.0,2.0,1.0,,1.0,,romeolavia,,3.0,,,,,,,1.0,,,,,,
10385581,home,Southampton,Kamaldeen Sulemana,,,kamaldeen-sulemana,K. Sulemana,F,7,174,8299,M,1019442,EUR,1013731200,M,20,20,False,26.0,23.0,1.0,1.0,8.0,8.0,15.0,20.0,,1.0,,80.0,46.0,6.7,14.0,0.2119,0.0,0.0376288,2,,2.0,,1.0,5.0,7.0,2.0,,7.0,,,,,6.0,,2.0,kamaldeenho10,4.0,,,2.0,,,,,2.0,1.0,,,,,
10385581,home,Southampton,Carlos Alcaraz,,,carlos-alcaraz,C. Alcaraz,M,24,183,6146,M,1017392,EUR,1038614400,F,26,26,False,20.0,15.0,1.0,,9.0,10.0,6.0,11.0,,2.0,,80.0,37.0,6.9,14.0,0.2067,0.7809,0.0345981,4,,1.0,,1.0,4.0,3.0,1.0,2.0,,,,,,3.0,,,_alcaraz22,,1.0,2.0,2.0,,2.0,,,,,1.0,,,,
10385581,home,Southampton,Joe Aribo,,,joe-aribo,J. Aribo,M,18,183,1387,M,818073,EUR,837907200,F,7,7,False,14.0,10.0,,,5.0,6.0,5.0,9.0,,2.0,,62.0,24.0,6.7,7.0,0.0914,0.0,0.00380316,1,,1.0,,2.0,5.0,5.0,,2.0,1.0,,,1.0,,,,,,1.0,3.0,,1.0,,1.0,,,,,,,,,
10385581,home,Southampton,Moussa Djenepo,,,moussa-djenepo,M. Djenepo,F,12,177,2136,M,869910,EUR,897868800,M,19,19,True,6.0,5.0,,,2.0,2.0,3.0,4.0,,,,28.0,11.0,6.4,3.0,0.0,0.0,0.0223936,0,,,,,3.0,1.0,1.0,,2.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
10385581,home,Southampton,Paul Onuachu,,,paul-onuachu,P. Onuachu,F,30,201,6601,M,295123,EUR,770083200,F,12,12,True,5.0,3.0,,,3.0,3.0,,2.0,1.0,1.0,,28.0,10.0,6.7,3.0,0.1208,0.0246,6.292e-05,1,,,,2.0,2.0,4.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,,
10385581,home,Southampton,Samuel Edozie,Samuel Edozie,,samuel-edozie,S. Edozie,M,23,181,769,M,1065214,EUR,1043712000,F,23,23,True,5.0,4.0,,,,,4.0,5.0,,,,10.0,9.0,6.5,3.0,0.0,0.0,0.00369539,0,,,,,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10385581,home,Southampton,Stuart Armstrong,,,stuart-armstrong,S. Armstrong,M,16,183,281,M,117083,EUR,701913600,M,17,17,True,7.0,7.0,,,2.0,2.0,5.0,5.0,,,,10.0,11.0,6.1,3.0,0.0,0.0,0.00748883,0,,,,,3.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
10385581,home,Southampton,Alex McCarthy,,,alex-mccarthy,A. McCarthy,G,1,193,297,M,45502,EUR,628646400,G,1,1,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385581,home,Southampton,Romain Perraud,,,romain-perraud,R. Perraud,D,15,173,596,M,827519,EUR,874886400,D,15,15,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385581,home,Southampton,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,6,6,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385581,home,Southampton,Mohamed Elyounoussi,,,mohamed-elyounoussi,M. Elyounoussi,M,10,176,2069,M,119151,EUR,775958400,M,24,24,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385581,home,Southampton,Sékou Mara,,,sekou-mara,S. Mara,F,9,184,963,M,1047484,EUR,1027987200,F,18,18,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385581,away,Crystal Palace,Sam Johnstone,,,sam-johnstone,S. Johnstone,G,31,193,600,M,98427,EUR,733017600,G,21,21,False,36.0,23.0,24.0,11.0,19.0,19.0,4.0,17.0,,8.0,,90.0,45.0,7.7,13.0,0.0,0.0,0.00068982,0,1.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,
10385581,away,Crystal Palace,Joel Ward,,,joel-ward,J. Ward,D,25,188,258,M,39183,EUR,625622400,D,2,2,False,34.0,25.0,2.0,,10.0,14.0,15.0,20.0,5.0,3.0,,90.0,54.0,6.8,13.0,0.0217,0.0,0.00845206,1,,,,3.0,6.0,4.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,3.0,,,,,,True,1.0,,,,,,
