match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_totalOffside,stat_keyPass,stat_challengeLost,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_errorLeadToAShot,stat_aerialLost,stat_wasFouled,player_firstName,player_lastName,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_accurateCross,stat_blockedScoringAttempt,stat_punches,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,stat_bigChanceMissed,stat_hitWoodwork
11352637,home,Bournemouth,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,1,1,False,True,24.0,17.0,11.0,4.0,15.0,16.0,2.0,8.0,1.0,7.0,1.0,4.0,2.0,4.0,90.0,35.0,7.3,7.0,0.0,0.0,0.0003675,0,0.7451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352637,home,Bournemouth,Max Aarons,max-aarons,M. Aarons,D,3,178,1261,M,,943645,EUR,946944000,D,37,37,False,,36.0,31.0,3.0,2.0,15.0,16.0,16.0,21.0,,3.0,,,,,90.0,48.0,5.7,10.0,0.0,0.0,0.129805,0,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11352637,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,False,,42.0,39.0,1.0,,23.0,23.0,16.0,19.0,,2.0,,,,,90.0,53.0,6.4,4.0,0.0,0.0,0.0176978,0,,,1.0,3.0,,1.0,2.0,2.0,1.0,,,,,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
11352637,home,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,25,25,False,,65.0,52.0,10.0,4.0,30.0,33.0,22.0,33.0,,12.0,,,,,90.0,78.0,6.1,17.0,0.0,0.0,0.0268541,0,,1.0,9.0,4.0,,4.0,1.0,,,,1.0,,,4.0,2.0,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,,
11352637,home,Bournemouth,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,miloskerkez,1097425,EUR,1068163200,D,3,3,False,,28.0,22.0,1.0,,9.0,10.0,13.0,20.0,,4.0,,,,,83.0,48.0,6.3,11.0,0.0521,0.0,0.0113311,1,,2.0,3.0,4.0,1.0,2.0,2.0,1.0,,,1.0,,,,1.0,2.0,,,,,Milos,Kerkez,1.0,1.0,,,,,,,,,,
11352637,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1213,M,,322391,EUR,793411200,M,10,10,False,,31.0,22.0,5.0,4.0,10.0,11.0,12.0,22.0,1.0,4.0,,,,,83.0,46.0,6.5,15.0,0.1095,0.1675,0.0693919,1,,2.0,7.0,5.0,2.0,4.0,2.0,1.0,,1.0,2.0,,1.0,,2.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,
11352637,home,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,895,M,,548188,EUR,854928000,M,4,4,False,,50.0,46.0,5.0,2.0,19.0,19.0,27.0,33.0,4.0,4.0,,,,,90.0,60.0,6.5,8.0,0.0,0.0,0.0290271,0,,2.0,4.0,3.0,,3.0,,,,,2.0,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,
11352637,home,Bournemouth,Marcus Tavernier,marcus-tavernier,M. Tavernier,M,16,178,1762,M,,895576,EUR,922060800,M,16,16,False,,11.0,7.0,,,,1.0,9.0,16.0,,1.0,,,,,59.0,29.0,6.2,12.0,0.0224,0.0,0.192565,1,,6.0,6.0,2.0,1.0,4.0,,,,,,,1.0,1.0,2.0,,,,2.0,,,,,,,2.0,1.0,,,,,,,
11352637,home,Bournemouth,Philip Billing,philip-billing,P. Billing,M,8,193,1790,M,,548660,EUR,834451200,M,29,29,False,,23.0,17.0,1.0,,9.0,13.0,8.0,10.0,2.0,1.0,,,,,75.0,38.0,6.5,8.0,0.1642,0.0,0.00669179,2,,,2.0,5.0,,,2.0,,2.0,,1.0,,,1.0,,,,,,2.0,,,1.0,,,,2.0,,,,,,,
11352637,home,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6976,M,justinkluivert,851596,EUR,925862400,M,19,19,False,,7.0,5.0,2.0,,3.0,3.0,2.0,4.0,,3.0,,,,,59.0,13.0,6.1,4.0,0.0,0.0,0.0255557,0,,,5.0,2.0,,3.0,,,,,,1.0,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
