match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_fouls,stat_hitWoodwork,stat_bigChanceCreated,stat_goals,stat_goalAssist
11352672,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,23.0,12.0,14.0,3.0,10.0,16.0,2.0,7.0,1.0,6.0,1.0,3.0,3.0,2.0,2.0,90.0,33.0,6.6,11.0,0.00175981,0,-0.6176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352672,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190,9725,M,axel_disasi,827243,EUR,889574400,D,2,2,False,65.0,61.0,1.0,,17.0,18.0,44.0,47.0,,2.0,,,,,,67.0,70.0,6.7,5.0,0.0593561,0,,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352672,home,Chelsea,Thiago Silva,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,85.0,82.0,5.0,5.0,28.0,29.0,54.0,56.0,2.0,11.0,,,,,,90.0,93.0,7.3,3.0,0.109097,2,,,,2.0,,,2.0,1.0,1.0,1.0,1.0,0.0571,,,,,,,,,,,,,,,,,,,,,
11352672,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,26,26,False,69.0,60.0,6.0,3.0,19.0,24.0,41.0,45.0,2.0,6.0,,,,,,90.0,79.0,7.3,9.0,0.0310341,0,,1.0,1.0,10.0,,,7.0,,,,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
11352672,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,65.0,61.0,2.0,2.0,13.0,13.0,48.0,55.0,2.0,5.0,,,,,,81.0,97.0,7.7,9.0,0.0383367,2,,2.0,2.0,5.0,,,2.0,,1.0,,2.0,0.592,,2.0,1.0,1.0,,,3.0,1.0,1.0,1.0,0.5039,1.0,,,,,,,,,
11352672,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,84.0,74.0,6.0,4.0,20.0,21.0,56.0,69.0,1.0,5.0,,,,,,90.0,108.0,7.4,18.0,0.134595,1,,,10.0,6.0,4.0,4.0,,,,,1.0,0.0389,,1.0,,1.0,,,6.0,,1.0,1.0,0.2538,2.0,True,2.0,4.0,3.0,3.0,,,,
11352672,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,87.0,85.0,3.0,3.0,21.0,22.0,64.0,65.0,,5.0,,,,,,81.0,98.0,7.4,4.0,0.0829822,0,,,4.0,4.0,1.0,1.0,,,,,3.0,,,1.0,1.0,2.0,,,,,,2.0,,,,,1.0,,3.0,,,,
11352672,home,Chelsea,Noni Madueke,noni-madueke,N. Madueke,M,20,182,40178,M,nonzinoo10,966547,EUR,1015718400,M,11,11,False,34.0,33.0,,,4.0,4.0,29.0,32.0,1.0,2.0,,,,,,67.0,47.0,6.9,7.0,0.104801,3,,1.0,6.0,1.0,1.0,1.0,,1.0,2.0,,,0.1211,,,,,,,2.0,,,2.0,,2.0,,,1.0,2.0,2.0,1.0,,,
11352672,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,86.0,74.0,7.0,5.0,12.0,12.0,63.0,78.0,,4.0,,,,,,90.0,102.0,7.8,20.0,0.562822,2,,1.0,4.0,1.0,1.0,,,2.0,,,1.0,0.4405,,1.0,1.0,,,,4.0,1.0,,2.0,,4.0,,1.0,,2.0,,,1.0,,
11352672,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,M,7,7,False,47.0,39.0,,,5.0,5.0,34.0,46.0,,4.0,,,,,,90.0,65.0,7.2,16.0,0.0656865,2,,2.0,8.0,5.0,6.0,4.0,,1.0,1.0,,2.0,0.1323,,,,1.0,,,4.0,,,1.0,,1.0,,,3.0,1.0,,,,,
