match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_sofascoreId,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_shotOffTarget,stat_goals,stat_fouls,stat_penaltyWon,stat_challengeLost,stat_totalCross,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_totalOffside,stat_penaltyMiss,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_penaltySave,stat_penaltyFaced,stat_lastManTackle,stat_penaltyConceded
14566657,home,Paris Saint-Germain,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21392,M,996953,EUR,1005004800,G,30,30,False,31.0,25.0,6.0,2.0,0.0,24.0,28.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,90.0,34.0,7.0,6.0,0.00011455,18.036,4.71754,0.0,0.1989,0,0.2538,-0.02,0.01,0.14,0.23,3.63,1.01,0.07,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566657,home,Paris Saint-Germain,Achraf Hakimi,,,hakimi-achraf,A. Hakimi,D,2,181,124695,M,814594,EUR,910137600,D,2,2,False,86.0,79.0,4.0,,1.0,37.0,42.0,42.0,44.0,1.0,5.0,,,,90.0,98.0,7.5,8.0,0.194235,31.644,10.30455,18.0,,2,,0.44,0.05,-0.01,,3.12,4.44,1.55,0.8,0.39,AHakimi,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1485,0.1075,3.0,-0.39,,,,,,,,,,,,,,,,,,,,,,
14566657,home,Paris Saint-Germain,Marquinhos,,,marquinhos,Marquinhos,D,5,183,36487,M,155995,EUR,768873600,D,5,5,False,67.0,64.0,4.0,2.0,0.0,50.0,51.0,14.0,16.0,2.0,5.0,,,,90.0,75.0,9.1,3.0,0.29756,30.204,9.57658,7.0,,2,,0.3,0.57,0.2,,3.22,4.44,1.31,0.43,0.18,marquinhosm5,5.0,,,1.0,,1.0,,,1.0,1.0,,2.0,0.3604,0.6146,1.0,0.39,True,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14566657,home,Paris Saint-Germain,Willian Pacho,,,willian-pacho,W. Pacho,D,51,187,25706,M,979480,EUR,1003190400,D,51,51,False,69.0,66.0,3.0,2.0,0.0,53.0,56.0,13.0,13.0,2.0,1.0,,,,90.0,82.0,7.0,4.0,0.0066161,29.844,9.17008,5.0,,0,,0.14,0.04,-0.06,,3.29,4.23,1.15,0.37,0.12,pachowilliam,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,
14566657,home,Paris Saint-Germain,Nuno Mendes,,,nuno-mendes,N. Mendes,D,25,180,37488,M,989768,EUR,1024444800,D,25,25,False,58.0,53.0,5.0,3.0,0.0,22.0,22.0,31.0,36.0,3.0,4.0,,,,75.0,85.0,9.0,11.0,0.398702,30.636,7.39083,10.0,,2,,0.43,0.57,0.15,,2.53,3.5,0.8,0.33,0.23,nunomendes_5,7.0,6.0,5.0,1.0,1.0,2.0,,,,,1.0,1.0,0.6028,0.9735,1.0,0.45,,,1.0,3.0,,1.0,,,,2.0,2.0,,,,,,,,,,,
14566657,home,Paris Saint-Germain,João Neves,,,joao-neves,J. Neves,M,87,174,37245,M,1190933,EUR,1096243200,M,87,87,False,41.0,40.0,1.0,1.0,0.0,26.0,27.0,14.0,14.0,,4.0,,,,58.0,48.0,7.1,2.0,0.0173738,27.864,7.56262,5.0,,1,,0.1,0.03,0.52,,1.67,3.97,1.39,0.43,0.11,joao_neves,2.0,,,,,,,,2.0,1.0,1.0,,0.0264,,,-0.18,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
14566657,home,Paris Saint-Germain,Vitinha,,,vitinha,Vitinha,M,17,172,50727,M,902029,EUR,950400000,M,17,17,False,98.0,93.0,7.0,5.0,0.0,47.0,48.0,46.0,50.0,2.0,5.0,,,,90.0,107.0,7.2,7.0,0.0818326,28.332,11.66739,8.0,,1,,0.25,0.04,-0.03,,2.75,6.59,1.49,0.66,0.18,vitinha,2.0,,,,,,,,,,,2.0,0.0138,,3.0,-0.09,,1.0,,2.0,1.0,,,,1.0,2.0,,,1.0,1.0,,,,,,,,
14566657,home,Paris Saint-Germain,Fabián Ruiz,,,fabian-ruiz,F. Ruiz,M,8,189,21886,M,784655,EUR,828489600,M,8,8,False,51.0,49.0,,,1.0,21.0,22.0,28.0,29.0,,2.0,,,,55.0,61.0,7.7,6.0,0.702888,29.196,6.93778,5.0,,1,,0.71,0.18,0.15,,1.68,3.55,1.23,0.36,0.13,fabianruiz52,2.0,1.0,,2.0,,1.0,,,,,1.0,1.0,0.0599,0.0902,2.0,-0.13,,,1.0,3.0,,,1.0,,,,1.0,,1.0,,,,,,,,,
14566657,home,Paris Saint-Germain,Khvicha Kvaratskhelia,,,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97566,M,889259,EUR,981936000,F,7,7,False,67.0,59.0,1.0,1.0,0.0,20.0,23.0,39.0,44.0,,2.0,,,,75.0,82.0,8.5,10.0,0.356468,28.152,8.17448,7.0,,2,,0.24,0.2,-0.05,,2.63,3.71,1.22,0.49,0.12,Kvaradona,6.0,3.0,3.0,,,1.0,1.0,,2.0,2.0,,1.0,0.0599,0.1674,4.0,0.51,,,,1.0,,1.0,,,1.0,3.0,,,,2.0,,,,,,,,
14566657,home,Paris Saint-Germain,Senny Mayulu,,,mayulu-senny,S. Mayulu,M,24,183,21883,M,1473491,EUR,1147824000,F,24,24,False,21.0,18.0,,,0.0,1.0,3.0,17.0,18.0,,4.0,,,,55.0,36.0,6.8,9.0,0.0501453,28.584,6.74886,4.0,,3,,0.02,0.37,-0.01,,1.65,3.37,1.12,0.48,0.12,,5.0,3.0,1.0,,,,2.0,,1.0,1.0,2.0,3.0,0.145,,,-0.52,,,,4.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
