match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_totalOffside,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_dispossessed,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_hitWoodwork,stat_lastManTackle,stat_ownGoals,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_goals
14025183,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,21.0,19.0,3.0,1.0,0.0,17.0,17.0,2.0,4.0,1.0,9.0,1.0,1.0,3.0,3.0,90.0,30.0,6.8,2.0,0.00085947,28.820783584988,5.0,23.94,7.56,0.4,0,-0.3972,0.01,0.01,-0.04,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025183,home,Arsenal,Ben White,benjamin-white,B. White,D,4,186,13830,M,benwhite,846036,EUR,876268800,D,4,4,False,21.0,17.0,2.0,,0.0,3.0,3.0,14.0,18.0,,3.0,,,,,31.0,23.0,6.6,5.0,0.00880956,61.171729932667,10.0,43.68,19.215,,0,,-0.11,0.07,0.13,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025183,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,61.0,55.0,2.0,1.0,0.0,13.0,14.0,42.0,47.0,2.0,2.0,,,,,90.0,75.0,6.8,10.0,0.0229406,211.09304384745,28.0,139.755,17.01,,1,,0.08,0.12,-0.17,,4.0,,2.0,1.0,4.0,1.0,1.0,2.0,1.0,0.1891,1.0,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,
14025183,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,84.0,79.0,4.0,1.0,0.0,31.0,33.0,48.0,51.0,2.0,4.0,,,,,90.0,92.0,6.6,5.0,0.0233911,139.3050616535,22.0,59.115,18.48,,0,,0.19,0.1,-0.1,,,,2.0,6.0,4.0,,,,,,,,6.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14025183,home,Arsenal,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,30788,M,pierohincapie,1002837,EUR,1010534400,D,5,5,False,74.0,71.0,2.0,2.0,0.0,23.0,26.0,48.0,48.0,7.0,5.0,,,,,90.0,96.0,7.3,7.0,0.0200344,168.27253140632,27.0,88.305,17.85,,0,,0.29,0.14,0.13,,2.0,,6.0,4.0,8.0,,,1.0,2.0,,1.0,,2.0,,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14025183,home,Arsenal,Eberechi Eze,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,M,10,10,False,27.0,22.0,1.0,,0.0,2.0,2.0,20.0,25.0,1.0,1.0,,,,,57.0,35.0,6.7,8.0,0.0283088,104.68244426505,14.0,49.455,16.485,,0,,0.05,0.06,0.18,,1.0,,,3.0,3.0,,,1.0,1.0,,,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14025183,home,Arsenal,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,martin_zubimendi,966837,EUR,917913600,M,36,36,False,54.0,47.0,3.0,1.0,0.0,5.0,5.0,42.0,49.0,,2.0,,,,,58.0,60.0,6.7,10.0,0.0318284,181.41456782951,16.0,72.03,25.305,,0,,0.05,0.17,-0.01,,,,3.0,3.0,3.0,,,,,,,,1.0,,,2.0,,,,,1.0,,,2.0,,,,,,,,,,,,,
14025183,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,69.0,59.0,7.0,3.0,0.0,14.0,16.0,45.0,53.0,2.0,4.0,,,,,90.0,93.0,7.0,24.0,0.126782,364.32901672968,36.0,200.655,22.995,,3,,0.42,0.29,-0.07,,10.0,,1.0,4.0,2.0,1.0,2.0,,1.0,0.1434,1.0,-0.39,1.0,1.0,1.0,,,,1.0,,2.0,,,1.0,1.0,1.0,1.0,0.1126,,,,,,,,,
14025183,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,40.0,36.0,,,0.0,4.0,4.0,32.0,36.0,,2.0,,,,,90.0,63.0,8.5,12.0,0.418175,362.2807451604,35.0,141.435,22.68,,1,,0.49,0.48,0.0,,10.0,,3.0,,11.0,,,4.0,,0.032,3.0,-0.1,,4.0,4.0,,,,,,1.0,,,,5.0,2.0,,,True,1.0,1.0,,,,,,
14025183,home,Arsenal,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,VGyökeres,804508,EUR,896918400,F,14,14,False,6.0,3.0,,,0.0,2.0,2.0,1.0,4.0,,1.0,,,,,81.0,15.0,6.3,8.0,0.00025772,43.081822537068,8.0,30.975,8.82,,1,,-0.29,0.14,0.13,,1.0,,1.0,3.0,3.0,,1.0,1.0,1.0,0.0446,,-0.35,1.0,1.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,
