match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,captain,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_lastManTackle
14109613,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,35.0,29.0,9.0,3.0,0.0,28.0,29.0,1.0,6.0,1.0,1.0,2.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,46.0,6.6,6.0,0.00018018,0.0602,0,-0.1441,0.02,0.02,-0.1,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109613,home,Başakşehir FK,Festy Ebosele,festy-ebosele,F. Ebosele,D,36,180,589,M,983059,EUR,1028246400,D,36,36,False,53.0,45.0,8.0,5.0,0.0,30.0,32.0,15.0,21.0,2.0,11.0,3.0,6.0,,,,,,,90.0,81.0,7.8,13.0,0.101296,,1,,0.3,0.36,-0.11,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,0.0364,0.03,,,,,,,,,,,,,,
14109613,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,507,M,839982,EUR,837561600,D,5,5,False,78.0,77.0,3.0,2.0,0.0,63.0,64.0,14.0,14.0,1.0,4.0,5.0,4.0,,,,,,,90.0,91.0,6.8,4.0,0.0041788,,1,,0.09,0.26,-0.02,,,1.0,4.0,,,,,2.0,2.0,1.0,1.0,,0.1357,-0.52,True,1.0,2.0,1.0,,,,,,,,,,
14109613,home,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1395,M,920514,EUR,908323200,D,3,3,False,61.0,54.0,6.0,2.0,0.0,39.0,40.0,15.0,21.0,3.0,5.0,3.0,3.0,,,,,,,81.0,68.0,6.5,8.0,0.0822488,,0,,0.13,0.2,-0.13,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,
14109613,home,Başakşehir FK,Onur Bulut,onur-bulut,O. Bulut,D,6,179,564,M,142494,EUR,766454400,D,6,6,False,31.0,28.0,2.0,2.0,0.0,13.0,14.0,15.0,17.0,1.0,5.0,,1.0,,,,,,,90.0,50.0,6.3,9.0,0.00853864,,1,,-0.15,-0.21,-0.25,,,1.0,7.0,3.0,,,3.0,,,2.0,4.0,3.0,0.0191,-0.13,,1.0,,1.0,,,,,,,,,,
14109613,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,291,M,252207,EUR,728265600,M,23,23,False,41.0,35.0,4.0,2.0,0.0,22.0,24.0,13.0,17.0,2.0,9.0,2.0,1.0,,,,,,,90.0,60.0,7.9,13.0,0.450795,,0,,0.64,-0.16,0.0,,6.0,,2.0,2.0,1.0,,,5.0,2.0,2.0,1.0,1.0,,,,,,,,2.0,,,,,,,,
14109613,home,Başakşehir FK,Onur Ergün,onur-ergun,O. Ergün,M,4,185,46,M,893009,EUR,721785600,M,4,4,False,34.0,28.0,,,1.0,17.0,19.0,11.0,15.0,2.0,2.0,2.0,4.0,,,,,,,70.0,42.0,7.7,9.0,0.747168,,0,,0.73,0.04,0.33,,1.0,3.0,6.0,1.0,,,1.0,,,1.0,,,,,,2.0,,,3.0,,1.0,1.0,,,,,,
14109613,home,Başakşehir FK,Umut Güneş,umut-gunes,U. Güneş,M,20,177,132,M,876782,EUR,953164800,M,20,20,False,25.0,21.0,,,0.0,12.0,15.0,9.0,10.0,1.0,3.0,,1.0,,,,,,,70.0,33.0,6.4,6.0,0.0134957,,0,,-0.06,0.08,-0.04,,,1.0,5.0,1.0,1.0,,1.0,1.0,1.0,,,2.0,,,,,2.0,,,,,1.0,,,,,,
14109613,home,Başakşehir FK,Ivan Brnić,ivan-brnic,I. Brnić,M,77,175,377,M,916182,EUR,998524800,M,77,77,False,36.0,29.0,3.0,,0.0,8.0,10.0,21.0,26.0,,4.0,,2.0,,,,,,,90.0,58.0,8.2,13.0,0.333028,,4,,0.73,0.2,-0.13,,4.0,1.0,5.0,7.0,4.0,1.0,1.0,,,1.0,,,0.4197,0.41,,1.0,,1.0,2.0,2.0,,,2.0,1.0,1.0049,,,
14109613,home,Başakşehir FK,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190,32312,M,791355,EUR,804384000,F,14,14,False,10.0,6.0,1.0,1.0,0.0,1.0,2.0,5.0,8.0,1.0,4.0,,,,,,,,,70.0,18.0,6.7,6.0,0.0935389,,3,,0.19,0.05,0.13,,,2.0,4.0,3.0,1.0,1.0,,2.0,1.0,,,,0.1184,-0.53,,,,1.0,1.0,,,,1.0,,0.1406,,,
