match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_totalCross,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_challengeLost,stat_onTargetScoringAttempt,stat_wasFouled,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork,stat_accurateCross,captain,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_totalOffside
10385488,home,Tottenham Hotspur,Fraser Forster,fraser-forster,F. Forster,G,17,201,1229,M,19314,EUR,574560000,G,20,20,False,22.0,18.0,7.0,3.0,17.0,18.0,1.0,4.0,1.0,9.0,1.0,1.0,2.0,90.0,35.0,7.4,4.0,0.0,0.0,6.586e-05,0,0.0493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385488,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,829932,EUR,893635200,D,17,17,False,41.0,33.0,6.0,4.0,28.0,32.0,5.0,9.0,10.0,7.0,,,,90.0,58.0,7.6,10.0,0.0,0.0,0.00643442,0,,,,cutiromero2,1.0,2.0,4.0,5.0,3.0,2.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10385488,home,Tottenham Hotspur,Eric Dier,eric-dier,E. Dier,D,3,191,4317,M,146101,EUR,758592000,D,15,15,False,46.0,41.0,5.0,1.0,34.0,35.0,7.0,11.0,4.0,1.0,,,,90.0,56.0,7.6,5.0,0.1055,0.0,0.00220625,1,,,,ericdier,,3.0,1.0,,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385488,home,Tottenham Hotspur,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,580550,EUR,803347200,D,34,34,False,54.0,48.0,6.0,2.0,38.0,41.0,10.0,14.0,2.0,3.0,,,,90.0,63.0,6.9,9.0,0.0,0.0,0.0138509,0,,,,clement_lenglet,1.0,,2.0,,,,,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10385488,home,Tottenham Hotspur,Emerson Royal,emerson-royal,E. Royal,D,22,183,10057,M,856123,EUR,916272000,M,12,12,False,40.0,32.0,2.0,1.0,16.0,19.0,16.0,24.0,12.0,9.0,,,,90.0,73.0,7.4,17.0,0.1386,0.0832,0.0376766,1,,,,emerson_royal,2.0,3.0,7.0,2.0,2.0,3.0,,6.0,4.0,,,,,1.0,3.0,2.0,,3.0,3.0,1.0,1.0,,,,,,,,,,
10385488,home,Tottenham Hotspur,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,859901,EUR,969062400,M,4,4,False,34.0,27.0,1.0,,10.0,14.0,17.0,21.0,5.0,5.0,,,,90.0,49.0,7.5,10.0,0.0406,0.2408,0.0167449,1,,,,,1.0,,4.0,1.0,1.0,,,3.0,1.0,1.0,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10385488,home,Tottenham Hotspur,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,149593,EUR,807580800,M,5,5,False,66.0,62.0,7.0,5.0,30.0,32.0,32.0,34.0,3.0,7.0,,,,90.0,80.0,7.3,5.0,0.042,0.0,0.0245685,1,,,,hojbjerg23,,,3.0,,,1.0,1.0,2.0,2.0,1.0,,,,,,,2.0,1.0,2.0,,1.0,,1.0,1.0,,,,,,,
10385488,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,94758,EUR,735609600,M,33,33,False,25.0,19.0,,,7.0,10.0,12.0,18.0,8.0,2.0,,,,90.0,42.0,7.1,10.0,0.0,0.0,0.0324005,0,,,,,2.0,4.0,4.0,1.0,1.0,5.0,,2.0,1.0,1.0,,,,1.0,3.0,,2.0,,1.0,,1.0,,,,,,,,,,
10385488,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,928124,EUR,956620800,F,21,21,False,23.0,19.0,1.0,1.0,2.0,4.0,18.0,21.0,2.0,2.0,,,,79.0,36.0,6.9,10.0,0.0,0.0,0.0788364,0,,,,dejan_k10,,,5.0,3.0,2.0,,,,,2.0,,,,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,1.0,,,,,,
10385488,home,Tottenham Hotspur,Richarlison,richarlison,Richarlison,F,9,184,44707,M,840217,EUR,863222400,F,9,9,False,22.0,13.0,,,6.0,10.0,7.0,13.0,12.0,7.0,,,,89.0,46.0,7.0,17.0,0.0555,0.0,0.0343707,2,,,,Richarlison,3.0,3.0,9.0,2.0,,1.0,,5.0,4.0,2.0,,,2.0,1.0,1.0,,,5.0,2.0,,4.0,,,,,,,,,,
10385488,home,Tottenham Hotspur,Harry Kane,harry-kane,H. Kane,F,9,188,297679,M,108579,EUR,743817600,F,10,10,False,33.0,23.0,9.0,7.0,4.0,6.0,19.0,28.0,6.0,2.0,,,,90.0,53.0,7.3,20.0,0.4171,0.5618,0.0290335,2,,,,HurriKane,1.0,2.0,8.0,4.0,2.0,2.0,,1.0,1.0,1.0,,,1.0,,1.0,4.0,,2.0,,1.0,1.0,1.0,,,,True,,,,,
