match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,stat_aerialWon,player_firstName,player_lastName,stat_interceptionWon,stat_challengeLost,stat_dispossessed,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,captain,stat_goals,stat_errorLeadToAGoal,stat_outfielderBlock,stat_ownGoals
14771900,home,Al-Ittihad,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192.0,2722,M,188107,EUR,815097600,G,1,1,False,21.0,16.0,7.0,2.0,0.0,16.0,16.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,90.0,33.0,7.8,5.0,7.618e-05,0.6163,0,0.6714,0.05,0.0,0.54,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771900,home,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173.0,417,M,894437,EUR,921196800,D,13,13,False,57.0,52.0,3.0,2.0,0.0,23.0,24.0,33.0,4.0,4.0,4.0,,3.0,3.0,,,,,,,90.0,82.0,6.9,7.0,0.0493522,,2,,0.19,0.31,-0.05,,29.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3048,-0.57,,,,,,,,,,,,,,,,,,,
14771900,home,Al-Ittihad,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187.0,4062,M,99545,EUR,684374400,D,2,2,False,90.0,86.0,5.0,3.0,0.0,56.0,57.0,33.0,4.0,5.0,2.0,,,,,,,,,,90.0,100.0,7.5,4.0,0.0401633,,1,,0.41,0.26,-0.01,,30.0,,,,,1.0,,,4.0,,,0.034,-0.2,DaniloP,1.0,,,,,,,,,,,,,,,,,
14771900,home,Al-Ittihad,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,15,15,False,75.0,73.0,4.0,3.0,0.0,40.0,41.0,34.0,,7.0,3.0,,,,,,,,,,90.0,85.0,6.9,3.0,0.0160098,,0,,0.28,0.26,-0.11,,33.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
14771900,home,Al-Ittihad,Mario Mitaj,mitaj-mario,M. Mitaj,D,12,180.0,1741,M,1006089,EUR,1060128000,D,12,12,False,59.0,54.0,1.0,1.0,0.0,23.0,23.0,36.0,5.0,2.0,6.0,,3.0,3.0,,,,,,,90.0,81.0,6.6,10.0,0.0368699,,1,,0.28,0.17,-0.28,,31.0,2.0,,6.0,,1.0,,1.0,2.0,4.0,,0.0586,-0.3,,,,,1.0,1.0,1.0,,,,,,,,,,,,
14771900,home,Al-Ittihad,N'Golo Kanté,ngolo-kante,N. Kanté,M,17,169.0,44806,M,234148,EUR,670204800,M,7,7,False,69.0,64.0,,,0.0,27.0,28.0,41.0,,2.0,4.0,,,,,,,,,,79.0,75.0,6.7,5.0,0.0561288,,1,,-0.14,0.34,-0.02,,37.0,,,,1.0,1.0,,,,,,0.0865,0.06,nglkante,,,,1.0,,,1.0,,,,,,,,,,,
14771900,home,Al-Ittihad,Fabinho,fabinho,Fabinho,M,8,187.0,9249,M,243585,EUR,751334400,M,8,8,False,63.0,61.0,3.0,2.0,0.0,22.0,22.0,41.0,5.0,2.0,8.0,,4.0,4.0,,,,,,,90.0,77.0,7.5,3.0,0.0597522,,2,,0.33,0.15,-0.01,,39.0,,1.0,3.0,,,,,1.0,2.0,,0.2234,0.14,Fabinho,,,,2.0,,,2.0,2.0,0.6965,,,,,,,,,
14771900,home,Al-Ittihad,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170.0,7562,M,855817,EUR,931305600,M,19,19,False,34.0,27.0,2.0,1.0,1.0,10.0,11.0,23.0,2.0,,2.0,,,,,,,,,,73.0,45.0,6.3,12.0,0.267279,,0,,0.25,-0.57,-0.03,,17.0,5.0,,3.0,,,,,,2.0,,,,moussadiaby,,,,2.0,,,2.0,,,1.0,3.0,2.0,1.0,,,,,
14771900,home,Al-Ittihad,Ahmed Al-Ghamdi,ahmed-al-ghamdi,A. Al-Ghamdi,M,27,178.0,356,M,984415,EUR,1000944000,M,27,27,False,32.0,26.0,,,0.0,10.0,11.0,21.0,5.0,,1.0,,2.0,2.0,,,,,,,67.0,49.0,6.4,12.0,0.0251298,,4,,0.15,0.2,-0.01,,16.0,1.0,,7.0,2.0,3.0,,1.0,,4.0,,0.5504,-0.68,,2.0,,,,,1.0,,1.0,0.4307,,3.0,1.0,,,,,,
14771900,home,Al-Ittihad,Steven Bergwijn,steven-bergwijn,S. Bergwijn,M,34,178.0,5144,M,361798,EUR,876268800,M,34,34,False,47.0,43.0,,,0.0,12.0,13.0,34.0,2.0,,4.0,,,,,,,,,,89.0,65.0,6.4,17.0,0.0394458,,1,,0.27,0.35,-0.05,,31.0,1.0,,10.0,,1.0,,3.0,1.0,1.0,,0.0729,-0.51,StevenBergwijn,,,,1.0,,4.0,1.0,,,,6.0,1.0,,,,,,
14771900,home,Al-Ittihad,Karim Benzema,karim-benzema,K. Benzema,F,90,184.0,194410,M,3306,EUR,566870400,F,9,9,False,47.0,40.0,3.0,2.0,0.0,6.0,7.0,40.0,2.0,,2.0,,1.0,1.0,,,,,,,79.0,58.0,8.5,13.0,0.621092,,3,,0.65,-0.12,-0.03,,34.0,2.0,2.0,4.0,,,,2.0,,1.0,2.0,0.2658,0.57,KBenz9,1.0,,,,,1.0,3.0,3.0,0.8141,1.0,1.0,,2.0,True,1.0,,,
