match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_totalCross,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_accurateCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_goals,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_punches,stat_errorLeadToAGoal,stat_penaltyWon
12504689,home,Genoa,Pierluigi Gollini,pierluigi-gollini,P. Gollini,G,95,194.0,1254,M,329175,EUR,795484800,G,95,95,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,home,Genoa,Alessandro Marcandalli,alessandro-marcandalli,A. Marcandalli,D,27,190.0,311,M,1068885,EUR,1035504000,D,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,home,Genoa,Brooke Norton-Cuffy,brooke-norton-cuffy,B. Norton-Cuffy,D,15,181.0,1189,M,1087514,EUR,1073865600,D,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,home,Genoa,Filippo Melegoni,melegoni-filippo,F. Melegoni,M,8,186.0,100,M,795056,EUR,919296000,M,72,72,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,home,Genoa,Patrizio Masini,patrizio-masini,P. Masini,M,73,182.0,291,M,970998,EUR,980553600,M,73,73,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,home,Genoa,Emil Bohinen,emil-bohinen,E. Bohinen,M,37,185.0,230,M,824584,EUR,921196800,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,home,Genoa,Gastón Pereiro,gaston-pereiro,G. Pereiro,F,20,188.0,417,M,311396,EUR,802828800,M,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,home,Genoa,Federico Accornero,accornero-federico,F. Accornero,F,80,,145,M,1121370,EUR,1075939200,M,55,55,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,home,Genoa,David Ankeye,david-ankeye,D. Ankeye,F,22,191.0,214,M,1457821,EUR,1022025600,F,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Alen Sherri,alen-sherri,A. Sherri,G,12,196.0,357,M,363380,EUR,882144000,G,71,71,False,29.0,20.0,15.0,6.0,0.0,16.0,20.0,9.0,6.0,,2.0,4.0,,4.0,90.0,39.0,7.4,9.0,0.00054781,0,0.0602,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
12504689,away,Cagliari,Gabriele Zappa,gabriele-zappa,G. Zappa,D,28,183.0,617,M,927304,EUR,945820800,D,28,28,False,58.0,46.0,3.0,,0.0,27.0,30.0,30.0,4.0,,,,,,90.0,79.0,6.9,15.0,0.271,0,,,,20.0,1.0,,3.0,1.0,,3.0,,1.0,,2.0,,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,True,,2.0,,,,,,
12504689,away,Cagliari,Yerry Mina,yerry-mina,Y. Mina,D,26,195.0,5988,M,360396,EUR,780278400,D,26,26,False,53.0,45.0,4.0,,0.0,36.0,36.0,17.0,5.0,,,,,,90.0,75.0,7.4,10.0,0.00358824,3,,,,9.0,6.0,5.0,9.0,10.0,1.0,6.0,1.0,3.0,2.0,,1.0,,1.0,,,,1.0,,1.0,2.0,,0.1191,,,1.0,,,4.0,,,yerrymina,,,
12504689,away,Cagliari,Sebastiano Luperto,sebastiano-luperto,S. Luperto,D,6,191.0,784,M,352736,EUR,841968000,D,6,6,False,44.0,40.0,1.0,,0.0,31.0,31.0,13.0,3.0,,,,,,90.0,53.0,5.9,4.0,0.00221134,0,,,,9.0,3.0,1.0,3.0,1.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
12504689,away,Cagliari,Tommaso Augello,tommaso-augello,T. Augello,M,3,181.0,354,M,596736,EUR,778204800,D,3,3,False,13.0,6.0,1.0,1.0,0.0,3.0,6.0,13.0,2.0,,,,,,64.0,38.0,6.6,15.0,0.00427397,0,,,,4.0,1.0,2.0,1.0,4.0,,3.0,,2.0,,6.0,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Michel Adopo,michel-ndary-adopo,M. N. Adopo,M,8,187.0,534,M,928777,EUR,963964800,M,8,8,False,50.0,45.0,2.0,1.0,0.0,24.0,24.0,27.0,3.0,,,,,,76.0,60.0,6.7,10.0,0.031514,1,,,,21.0,,1.0,4.0,3.0,,1.0,,,,1.0,,1.0,2.0,,4.0,2.0,,,,1.0,,0.0164,,,,,,,,,,,,
12504689,away,Cagliari,Răzvan Marin,razvan-marin,R. Marin,M,18,178.0,3932,M,279563,EUR,832809600,M,18,18,False,33.0,25.0,4.0,,0.0,14.0,16.0,19.0,3.0,,,,,,68.0,49.0,7.4,10.0,0.253247,2,,,,13.0,1.0,1.0,5.0,5.0,1.0,2.0,,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,,1.0,,1.0,0.8024,0.6952,1.0,1.0,,1.0,,,,,,,
12504689,away,Cagliari,Nadir Zortea,zortea-nadir,N. Zortea,M,20,187.0,1108,M,928104,EUR,929750400,M,19,19,False,16.0,14.0,1.0,,0.0,7.0,8.0,10.0,2.0,,,,,,64.0,23.0,6.4,6.0,0.00537797,2,,,,7.0,1.0,,3.0,,1.0,1.0,,,,2.0,,,,,,,1.0,,1.0,2.0,,0.0375,,,,,,,,,,,,
12504689,away,Cagliari,Gianluca Gaetano,gaetano-gianluca,G. Gaetano,M,10,183.0,1108,M,902019,EUR,957484800,M,70,70,False,22.0,14.0,1.0,,0.0,7.0,8.0,15.0,5.0,,,,,,76.0,40.0,6.6,14.0,0.0817037,4,,,,8.0,1.0,2.0,6.0,3.0,1.0,2.0,1.0,,,1.0,,2.0,3.0,1.0,2.0,1.0,2.0,,,2.0,2.0,0.7937,1.2339,,,,,,1.0,,,,,
12504689,away,Cagliari,Zito Luvumbo,zito-luvumbo,Z. Luvumbo,F,15,171.0,5304,M,1000150,EUR,1015632000,M,77,77,False,17.0,13.0,2.0,1.0,0.0,5.0,7.0,16.0,3.0,,,,,,90.0,37.0,6.7,14.0,0.00777961,0,,,,8.0,3.0,,8.0,8.0,1.0,,,,4.0,6.0,,1.0,1.0,,6.0,4.0,1.0,,1.0,,,,,,,,,,,1.0,LuvumboZito,,,
12504689,away,Cagliari,Roberto Piccoli,roberto-piccoli,R. Piccoli,F,91,190.0,1557,M,958982,EUR,980553600,F,91,91,False,14.0,10.0,,,0.0,5.0,5.0,9.0,2.0,,,,,,90.0,33.0,7.4,10.0,0.0371572,4,,,,5.0,5.0,3.0,10.0,5.0,,2.0,,1.0,1.0,,1.0,2.0,3.0,,1.0,,2.0,,1.0,1.0,2.0,1.1636,1.0676,,1.0,,1.0,,1.0,,,,,1.0
12504689,away,Cagliari,Adam Obert,adam-obert,A. Obert,D,33,186.0,654,M,964153,EUR,1030060800,D,33,33,True,17.0,14.0,,,0.0,9.0,9.0,8.0,3.0,,,,,,26.0,25.0,6.9,4.0,0.0028543,0,,,,5.0,1.0,3.0,2.0,4.0,,1.0,2.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Leonardo Pavoletti,leonardo-pavoletti,L. Pavoletti,F,30,188.0,554,M,132704,EUR,596505600,F,30,30,True,2.0,1.0,1.0,,0.0,,,2.0,,,,,,,26.0,4.0,6.6,1.0,0.0015729,1,,,,1.0,3.0,,3.0,,,,,,,,,,,,,,,,,,1.0,0.0789,0.1426,,,,,,,,,,,
12504689,away,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186.0,535,M,920391,EUR,900720000,M,29,29,True,19.0,18.0,2.0,1.0,0.0,8.0,8.0,12.0,2.0,,,,,,22.0,24.0,7.0,1.0,0.067607,0,,,,11.0,,,,2.0,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Alessandro Deiola,alessandro-deiola,A. Deiola,M,14,189.0,280,M,328109,EUR,807235200,M,14,14,True,12.0,9.0,,,0.0,3.0,4.0,9.0,1.0,,,,,,14.0,14.0,6.6,4.0,0.00223497,0,,,,6.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Nicolas Viola,nicolas-viola,N. Viola,F,10,180.0,280,M,21608,EUR,624153600,M,10,10,True,5.0,4.0,2.0,2.0,0.0,1.0,1.0,6.0,,,,,,,14.0,11.0,6.6,5.0,0.170953,0,,,,3.0,,,3.0,1.0,,,,,1.0,2.0,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,
12504689,away,Cagliari,Giuseppe Ciocci,giuseppe-ciocci,G. Ciocci,G,24,190.0,97,M,992605,EUR,1011830400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193.0,684,M,284349,EUR,833500800,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,José Luis Palomino,jose-luis-palomino,J. L. Palomino,D,19,188.0,536,M,79680,EUR,631497600,D,24,24,True,,,,,,,,,,,,,,,,,,,,0,,José,Luis Palomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187.0,1515,M,286087,EUR,855619200,D,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Mattia Felici,felici-mattia,M. Felici,M,17,180.0,329,M,975811,EUR,987465600,F,97,97,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Paulo Azzi,paulo-azzi,P. Azzi,M,7,188.0,184,M,383314,EUR,774230400,D,37,37,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Matteo Prati,matteo-prati,M. Prati,M,4,182.0,705,M,1111640,EUR,1072569600,M,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Jakub Jankto,jakub-jankto,J. Jankto,M,,180.0,320,M,569556,EUR,822009600,M,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Kingstone Mutandwa,mutandwa-kingstone,K. Mutandwa,F,7,180.0,472,M,1471569,EUR,1041724800,F,80,80,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504689,away,Cagliari,Gianluca Lapadula,gianluca-lapadula,G. Lapadula,F,10,178.0,4596,M,147368,EUR,634348800,F,9,9,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gianlucalapadula,,,
