match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_accurateCross,stat_keyPass,captain,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
11067531,home,Santos,João Paulo,joao-paulo,J. Paulo,G,34,188,1599,M,795177,EUR,804384000,G,34,34,False,16.0,8.0,12.0,4.0,6.0,7.0,2.0,9.0,1.0,3.0,3.0,3.0,2.0,1.0,90.0,22.0,7.6,8.0,0.00048212,0,0.9658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067531,home,Santos,Lucas Braga,lucas-braga,L. Braga,M,22,184,437,M,934801,EUR,847584000,D,30,30,False,28.0,24.0,3.0,1.0,11.0,11.0,13.0,20.0,,7.0,,,,,90.0,49.0,7.1,11.0,0.0391141,0,,3.0,3.0,2.0,6.0,8.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11067531,home,Santos,Messias,messias,Messias,D,4,192,220,M,839765,EUR,783820800,D,24,24,False,26.0,16.0,5.0,,14.0,16.0,2.0,10.0,9.0,1.0,,,,,90.0,40.0,7.1,11.0,0.00081764,1,,,,2.0,,3.0,,,,1.0,1.0,1.0,,,,1.0,0.0939,,,,,,,,,,,,,,
11067531,home,Santos,Joaquim,joaquim,Joaquim,D,28,187,860,M,1047740,EUR,914803200,D,28,28,False,22.0,14.0,9.0,4.0,8.0,12.0,6.0,10.0,6.0,5.0,,,,,90.0,36.0,7.0,8.0,0.00660536,1,,,,5.0,4.0,8.0,3.0,,,2.0,2.0,,1.0,,,,0.0099,1.0,2.0,1.0,,,,,,,,,,,
11067531,home,Santos,Kevyson,kevyson,Kevyson,D,38,174,451,M,1389980,EUR,1080518400,D,38,38,False,9.0,8.0,,,4.0,4.0,5.0,7.0,1.0,,,,,,55.0,21.0,6.9,5.0,0.0259863,0,,2.0,,2.0,2.0,4.0,,1.0,,1.0,,,1.0,Kevyson,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
11067531,home,Santos,Tomás Rincón,tomas-rincon,T. Rincón,M,8,175,2716,M,46798,EUR,569030400,M,25,25,False,29.0,25.0,2.0,2.0,17.0,18.0,9.0,12.0,4.0,2.0,,,,,90.0,38.0,7.2,4.0,0.086565,0,,1.0,1.0,3.0,4.0,4.0,2.0,,1.0,1.0,,,,,,,,,2.0,1.0,1.0,2.0,True,,,,,,,,
11067531,home,Santos,Maximiliano Silvera,maximiliano-silvera,M. Silvera,F,11,176,573,M,1121489,EUR,873417600,M,17,17,False,10.0,8.0,1.0,1.0,2.0,2.0,6.0,8.0,,,,,,,45.0,17.0,6.8,3.0,0.0197495,1,,,,,3.0,4.0,2.0,1.0,,2.0,2.0,,1.0,,,1.0,0.181,,,,,,,1.0,1.0,,,,,,
11067531,home,Santos,Nonato,nonato,Nonato,M,16,174,1213,M,922566,EUR,888883200,M,7,7,False,22.0,20.0,1.0,,7.0,9.0,13.0,13.0,,9.0,,,,,84.0,37.0,7.2,3.0,0.0375562,2,,,2.0,,5.0,8.0,,2.0,1.0,3.0,2.0,,4.0,,,,0.0564,1.0,1.0,3.0,,,,,1.0,1.0,,,,,
11067531,home,Santos,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,8,8,False,14.0,10.0,1.0,1.0,6.0,7.0,4.0,8.0,,1.0,,,,,71.0,25.0,7.1,5.0,0.00470887,0,,1.0,1.0,2.0,2.0,6.0,,1.0,1.0,2.0,2.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,
11067531,home,Santos,Yeferson Soteldo,yeferson-soteldo,Y. Soteldo,M,7,160,11184,M,789960,EUR,867628800,M,10,10,False,20.0,15.0,1.0,,4.0,6.0,11.0,15.0,2.0,3.0,,,,,90.0,44.0,6.8,16.0,0.267552,3,,1.0,2.0,,10.0,5.0,,7.0,,1.0,1.0,2.0,1.0,,,1.0,0.1719,2.0,1.0,2.0,,2.0,,2.0,3.0,,yefersonsoteldo1006,,,,
