match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceCreated,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_challengeLost,captain,stat_dispossessed,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAGoal
10438105,home,Chaves,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195,133,M,861003,EUR,596073600,G,1,1,False,32.0,14.0,28.0,11.0,6.0,10.0,8.0,22.0,2.0,4.0,3.0,13.0,2.0,3.0,3.0,3.0,1.0,90.0,49.0,7.7,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438105,home,Chaves,Nélson Monte,,,nelson-monte,N. Monte,D,4,187,67,M,831014,EUR,807062400,D,3,3,False,22.0,16.0,1.0,,10.0,14.0,6.0,8.0,1.0,2.0,8.0,2.0,,,,,,90.0,53.0,7.5,11.0,1,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10438105,home,Chaves,Carlos Ponck,,,carlos-ponck,C. Ponck,D,26,183,62,M,584116,EUR,789955200,D,26,26,False,19.0,15.0,3.0,1.0,13.0,13.0,2.0,6.0,,,7.0,1.0,,,,,,90.0,32.0,7.4,5.0,0,2.0,4.0,,3.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,
10438105,home,Chaves,Steven Vitória,,,steven-vitoria,S. Vitória,D,,195,115,M,59574,EUR,537321600,D,19,19,False,23.0,20.0,4.0,1.0,15.0,16.0,5.0,7.0,1.0,1.0,6.0,2.0,,,,,,90.0,32.0,7.4,3.0,0,2.0,2.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
10438105,home,Chaves,Bruno Langa,,,bruno-langa,B. Langa,D,24,178,2435,M,987490,EUR,878256000,D,5,5,False,29.0,22.0,2.0,1.0,9.0,12.0,14.0,19.0,1.0,7.0,7.0,5.0,1.0,,,,,90.0,63.0,8.1,12.0,0,1.0,4.0,,1.0,2.0,3.0,1.0,2.0,2.0,,,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,
10438105,home,Chaves,Guima,,,ricardo-guimaraes-guima,Guima,M,30,181,615,M,370710,EUR,816307200,M,21,21,False,31.0,23.0,1.0,,13.0,18.0,10.0,13.0,,9.0,3.0,14.0,1.0,,,,,90.0,52.0,7.3,11.0,1,,5.0,1.0,,2.0,5.0,5.0,,1.0,,,,,6.0,3.0,,1.0,,,,,,,,,
10438105,home,Chaves,João Teixeira,,,joao-teixeira,J. Teixeira,M,97,178,78,M,138899,EUR,760492800,M,10,10,False,36.0,31.0,5.0,4.0,12.0,14.0,20.0,24.0,,5.0,,4.0,2.0,,,,,79.0,48.0,7.2,8.0,2,,3.0,2.0,,,2.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,,2.0,True,1.0,,,,,,,
10438105,home,Chaves,João Correia,,,joao-correia,J. Correia,M,77,175,850,M,804272,EUR,841881600,M,77,77,False,10.0,5.0,,,,,6.0,12.0,,2.0,,1.0,,,,,,71.0,20.0,6.5,8.0,1,,4.0,1.0,,,1.0,1.0,1.0,1.0,,,2.0,1.0,2.0,1.0,,2.0,,,1.0,,,,,,
10438105,home,Chaves,João Mendes,,,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,8,8,False,33.0,25.0,2.0,,10.0,10.0,15.0,23.0,,1.0,1.0,6.0,,,,,,90.0,45.0,5.9,16.0,0,,6.0,,,,1.0,,2.0,,,,,,2.0,,,,,4.0,,,,,,,
10438105,home,Chaves,Bernardo Sousa,,,bernardo-sousa,B. Sousa,F,77,178,72,M,1087371,EUR,954115200,M,73,73,False,18.0,13.0,2.0,1.0,4.0,6.0,9.0,17.0,,1.0,1.0,3.0,,,,,,64.0,32.0,6.4,13.0,0,2.0,4.0,,,1.0,1.0,1.0,1.0,,,,5.0,,1.0,,,1.0,,,1.0,,,,,,
10438105,home,Chaves,Juninho Vieira,,,juninho-vieira,Juninho,F,23,179,17759,M,833236,EUR,848534400,F,20,20,False,7.0,6.0,,,1.0,1.0,5.0,6.0,1.0,3.0,,1.0,1.0,,,,,64.0,22.0,6.1,7.0,2,1.0,7.0,,,,,,1.0,,,,,,2.0,1.0,,2.0,,3.0,,juninhovieira_21,1.0,1.0,1.0,,
