match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_possessionLostCtrl,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_goalAssist,stat_accurateCross,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox
10953387,home,Manchester United,Tom Heaton,,,tom-heaton,T. Heaton,G,22,188,6095,M,tomheatongk,18122,EUR,513907200,G,22,22,False,12.0,12.0,12.0,12.0,2.0,2.0,1.0,8.0,2.0,2.0,1.0,90.0,25.0,7.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10953387,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22937,M,DDalot,843200,EUR,921715200,D,20,20,False,27.0,25.0,7.0,8.0,,1.0,,2.0,,,,34.0,31.0,6.8,1,2.0,1.0,18.0,20.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10953387,home,Manchester United,Harry Maguire,,,harry-maguire,H. Maguire,D,5,194,27967,M,harrymaguire93,149380,EUR,731289600,D,5,5,False,86.0,75.0,38.0,46.0,8.0,8.0,5.0,6.0,,,,90.0,96.0,7.2,0,13.0,9.0,37.0,40.0,,,1.0,,13.0,True,1.0,6.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
10953387,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175,51493,M,LichaMartínez,859999,EUR,885081600,D,6,6,False,76.0,67.0,36.0,39.0,,4.0,7.0,8.0,,,,90.0,94.0,7.3,1,11.0,6.0,31.0,37.0,,1.0,1.0,3.0,12.0,,4.0,6.0,1.0,1.0,,,,2.0,2.0,1.0,1.0,,,,,,,,,,
10953387,home,Manchester United,Tyrell Malacia,,,tyrell-malacia,T. Malacia,D,12,169,8793,M,tyrellmalacia,825839,EUR,934761600,D,12,12,False,67.0,60.0,24.0,26.0,2.0,4.0,1.0,10.0,,,,90.0,96.0,6.8,0,5.0,3.0,36.0,44.0,3.0,,,1.0,15.0,,1.0,9.0,1.0,3.0,,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,
10953387,home,Manchester United,Scott McTominay,,,scott-mctominay,S. McTominay,M,8,193,25842,M,ScottMcTominay,879346,EUR,850003200,M,39,39,False,61.0,50.0,22.0,25.0,1.0,3.0,,7.0,,,,90.0,68.0,6.5,2,3.0,2.0,28.0,36.0,,,,1.0,14.0,,1.0,4.0,,1.0,,,1.0,1.0,,1.0,,2.0,,2.0,,,,,,,
10953387,home,Manchester United,Fred,,,fred,Fred,M,7,169,11619,M,fred08,243623,EUR,731289600,M,17,17,False,50.0,43.0,11.0,13.0,1.0,4.0,,3.0,,,,60.0,64.0,7.9,2,4.0,3.0,34.0,39.0,2.0,1.0,3.0,2.0,9.0,,,2.0,1.0,1.0,,,4.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,,,,
10953387,home,Manchester United,Antony,,,antony,Antony,M,7,172,218925,M,Antony,958380,EUR,951350400,M,21,21,False,26.0,23.0,2.0,2.0,,,,1.0,,,,60.0,37.0,6.8,3,,,21.0,24.0,,1.0,,,9.0,,1.0,6.0,,3.0,,1.0,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,
10953387,home,Manchester United,Kobbie Mainoo,Kobbie,Mainoo,kobbie-mainoo,K. Mainoo,M,37,180,52792,M,KobbieM,1142175,EUR,1113868800,M,73,73,False,28.0,23.0,6.0,7.0,,,,,,,,60.0,33.0,6.5,0,1.0,,17.0,21.0,,,,,6.0,,1.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,
10953387,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180,137323,M,AleGarnacho,1135873,EUR,1088640000,M,49,49,False,42.0,36.0,3.0,4.0,,9.0,,4.0,,,,90.0,65.0,7.0,4,,,33.0,39.0,1.0,3.0,,1.0,15.0,,,7.0,1.0,9.0,,1.0,2.0,1.0,3.0,2.0,2.0,2.0,6.0,,,,,1.0,,,
