match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_interceptionWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,player_gender,stat_totalCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_goalAssist,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed
10438151,home,Boavista,Rafael Bracali,rafael-bracali,R. Bracali,G,182,29,44676,EUR,357868800,G,1,1,False,True,21.0,10.0,14.0,3.0,8.0,10.0,2.0,11.0,1.0,1.0,14.0,1.0,4.0,3.0,3.0,1.0,1.0,90.0,36.0,6.9,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438151,home,Boavista,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,179,415,1131249,EUR,980035200,D,79,79,False,,48.0,37.0,6.0,2.0,19.0,24.0,18.0,25.0,1.0,2.0,9.0,,,,,,,90.0,68.0,6.6,14.0,0,,,79,M,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10438151,home,Boavista,Reggie Cannon,reggie-cannon,R. Cannon,D,180,224,864226,EUR,897523200,D,2,2,False,,41.0,35.0,6.0,3.0,29.0,32.0,6.0,9.0,5.0,2.0,4.0,,,,,,,90.0,49.0,6.7,7.0,1,,,4,M,,2.0,,,3.0,,,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10438151,home,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,190,156,846416,EUR,758505600,D,26,26,False,,39.0,30.0,11.0,7.0,24.0,28.0,6.0,11.0,2.0,1.0,3.0,,,,,,,90.0,48.0,6.8,10.0,0,,,26,M,,3.0,,,1.0,2.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,
10438151,home,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,182,5807,1134441,EUR,923097600,D,70,70,False,,37.0,24.0,5.0,1.0,10.0,16.0,14.0,24.0,8.0,3.0,11.0,2.0,,,,,,90.0,78.0,7.1,26.0,2,,,70,M,3.0,5.0,2.0,1.0,1.0,,,,,3.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,
10438151,home,Boavista,Gaius Makouta,makouta-gaius,G. Makouta,M,180,299,847013,EUR,869788800,M,42,42,False,,32.0,23.0,2.0,,14.0,17.0,9.0,15.0,9.0,1.0,8.0,2.0,,,,,,90.0,50.0,7.4,14.0,2,,,42,M,,9.0,1.0,1.0,1.0,,2.0,3.0,6.0,2.0,1.0,,,3.0,2.0,,,1.0,1.0,1.0,1.0,,,
10438151,home,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,176,396,158597,EUR,733363200,M,24,24,False,,54.0,44.0,6.0,4.0,31.0,35.0,13.0,19.0,1.0,,7.0,,,,,,,89.0,62.0,6.8,11.0,0,,,42,M,,1.0,,,2.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,
10438151,home,Boavista,Salvador Agra,salvador-agra,S. Agra,M,166,97,587416,EUR,689817600,M,21,21,False,,14.0,8.0,2.0,,2.0,3.0,6.0,16.0,5.0,,3.0,3.0,,,,,,78.0,32.0,6.9,15.0,1,,,11,M,5.0,4.0,1.0,,,,2.0,,,,,2.0,1.0,2.0,1.0,,,,,1.0,1.0,,,
10438151,home,Boavista,Bruno Lourenço,bruno-lourenco,B. Lourenço,M,179,99,984810,EUR,886377600,M,8,8,False,,21.0,18.0,,,8.0,9.0,11.0,19.0,1.0,,5.0,,,,,,,66.0,37.0,6.6,14.0,0,,,8,M,7.0,7.0,,,,,1.0,2.0,,3.0,,1.0,,2.0,1.0,1.0,,4.0,,,,1.0,1.0,
10438151,home,Boavista,Kenji Gorré,kenji-gorre,K. Gorré,M,177,223,796142,EUR,780796800,M,7,7,False,,13.0,7.0,,,3.0,5.0,4.0,13.0,7.0,2.0,5.0,2.0,,,,,,66.0,34.0,7.0,15.0,2,,,11,M,5.0,6.0,6.0,4.0,,,3.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,
10438151,home,Boavista,Yusupha Njie,yusupha-njie,Y. Njie,F,188,325,887517,EUR,757555200,F,11,11,False,,10.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,7.0,,2.0,2.0,,,,,,89.0,29.0,6.2,13.0,3,,,9,M,,5.0,,,3.0,,2.0,1.0,4.0,2.0,,1.0,1.0,6.0,,,2.0,,,1.0,,,1.0,2.0
10438151,home,Boavista,Ricardo Mangas,mangas-ricardo,R. Mangas,D,179,1156,878496,EUR,890179200,D,19,19,True,,5.0,2.0,1.0,,1.0,3.0,1.0,2.0,2.0,,1.0,1.0,,,,,,24.0,8.0,6.5,4.0,0,Ricardo,Mangas,91,M,,2.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,
10438151,home,Boavista,Róbert Boženík,robert-bozenik,R. Boženík,F,188,1028,912033,EUR,942883200,F,9,9,True,,3.0,3.0,,,1.0,1.0,2.0,2.0,5.0,,1.0,2.0,,,,,,24.0,14.0,6.7,6.0,0,,,11,M,,5.0,1.0,1.0,,,2.0,1.0,,1.0,,2.0,1.0,5.0,1.0,,,1.0,,,,,,
