match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_keyPass,captain,stat_bigChanceCreated,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_challengeLost,stat_interceptionWon,stat_goalAssist,stat_blockedScoringAttempt,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_punches,stat_errorLeadToAShot,stat_hitWoodwork,stat_ownGoals
11096540,home,Sheffield United,Wesley Foderingham,,,wesley-foderingham,W. Foderingham,G,25,185,330,M,187861,EUR,663811200,G,18,18,False,31.0,14.0,21.0,4.0,11.0,13.0,3.0,18.0,1.0,1.0,8.0,1.0,3.0,1.0,3.0,1.0,1.0,90.0,42.0,6.5,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11096540,home,Sheffield United,Anel Ahmedhodžić,,,anel-ahmedhodzic,A. Ahmedhodžić,D,21,190,1551,M,825899,EUR,922406400,D,15,15,False,52.0,41.0,6.0,3.0,23.0,28.0,18.0,25.0,4.0,,7.0,,,,,,,90.0,65.0,7.1,14.0,1,1.0,3.0,6.0,12.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11096540,home,Sheffield United,John Egan,,,john-egan,J. Egan,D,15,185,216,M,100578,EUR,719539200,D,12,12,False,78.0,67.0,16.0,11.0,35.0,40.0,32.0,38.0,4.0,,13.0,,,,,,,90.0,87.0,7.2,12.0,0,,3.0,3.0,6.0,1.0,,,2.0,2.0,2.0,,1.0,,1.0,True,1.0,,,,,,,,,,,,,,,,
11096540,home,Sheffield United,Jack Robinson,,,jack-robinson,J. Robinson,D,6,180,147,M,98454,EUR,746841600,D,19,19,False,40.0,28.0,7.0,2.0,14.0,19.0,14.0,21.0,2.0,,9.0,,,,,,,70.0,52.0,6.0,14.0,0,,1.0,3.0,3.0,,,,4.0,,,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,
11096540,home,Sheffield United,George Baldock,,,george-baldock,G. Baldock,D,,175,357,M,112928,EUR,731635200,M,2,2,False,29.0,24.0,2.0,,4.0,6.0,20.0,26.0,5.0,,5.0,,,,,,,88.0,58.0,6.5,12.0,1,3.0,,1.0,7.0,2.0,,1.0,2.0,4.0,4.0,2.0,2.0,2.0,,,,,,,3.0,1.0,,,,,,,,,,,
11096540,home,Sheffield United,Sander Berge,,,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,8,8,False,49.0,44.0,1.0,1.0,11.0,12.0,33.0,39.0,4.0,2.0,6.0,,,,,,,90.0,62.0,6.6,14.0,1,2.0,,,2.0,3.0,1.0,,,1.0,,1.0,,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,
11096540,home,Sheffield United,Tommy Doyle,,,tommy-doyle,T. Doyle,M,7,172,752,M,932628,EUR,1003276800,M,22,22,False,63.0,49.0,9.0,3.0,20.0,22.0,31.0,47.0,1.0,,7.0,,,,,,,90.0,101.0,8.7,25.0,3,6.0,,2.0,12.0,6.0,5.0,,2.0,4.0,1.0,3.0,1.0,,2.0,,,,,,,1.0,,,2.0,3.0,1.0,,,,,,
11096540,home,Sheffield United,Max Lowe,,,max-lowe,M. Lowe,D,3,175,110,M,355154,EUR,863308800,M,13,13,False,31.0,24.0,1.0,,4.0,5.0,20.0,27.0,2.0,1.0,3.0,,,,,,,90.0,54.0,7.6,12.0,1,1.0,,,6.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,,
11096540,home,Sheffield United,James McAtee,,,james-mcatee,J. McAtee,M,24,180,10486,M,1003334,EUR,1034899200,F,28,28,False,30.0,23.0,,,3.0,4.0,20.0,26.0,3.0,,3.0,,,,,,,89.0,47.0,6.3,16.0,3,,,,4.0,5.0,4.0,,,,,6.0,,,2.0,,,,,1.0,1.0,,,1.0,,2.0,,jamesmcatee_,2.0,,,,
11096540,home,Sheffield United,Iliman Ndiaye,,,iliman-ndiaye,I. Ndiaye,M,10,180,55006,M,914309,EUR,952300800,F,29,29,False,55.0,42.0,1.0,1.0,7.0,10.0,35.0,45.0,8.0,4.0,8.0,,,,,,,90.0,76.0,7.0,21.0,0,,1.0,,7.0,6.0,3.0,,,1.0,1.0,1.0,3.0,,2.0,,,,,,,,,,,,,ilimanndiaye10,,,,,
11096540,home,Sheffield United,Oliver McBurnie,,,oliver-mcburnie,O. McBurnie,F,9,188,1008,M,367228,EUR,833846400,F,9,9,False,27.0,19.0,1.0,,4.0,4.0,15.0,24.0,14.0,1.0,7.0,,,,,,,90.0,46.0,7.2,15.0,2,1.0,9.0,5.0,8.0,5.0,2.0,1.0,2.0,,,2.0,1.0,,,,,,,2.0,,,,,,1.0,1.0,,,,,,
