match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_wasFouled,stat_fouls,stat_totalCross,stat_dispossessed,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_sofascoreId
11407403,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202.0,6222,M,356160,EUR,856396800,G,32,32,False,38.0,27.0,19.0,9.0,20.0,24.0,7.0,14.0,2.0,13.0,1.0,2.0,1.0,1.0,90.0,51.0,7.2,11.0,0.0,0.0,0.0030806,0,0.0845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407403,home,Torino,Saba Sazonov,saba-sazonov,S. Sazonov,D,15,194.0,1128,M,1101751,EUR,1012521600,D,15,15,False,19.0,18.0,3.0,3.0,15.0,15.0,3.0,4.0,2.0,5.0,,,,,27.0,24.0,6.9,1.0,0.0,0.0,0.00137045,0,,Saba,Sazonov,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11407403,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191.0,844,M,831677,EUR,943574400,D,3,3,False,49.0,44.0,4.0,1.0,36.0,38.0,8.0,11.0,4.0,6.0,,,,,90.0,61.0,7.4,6.0,0.048,0.0,0.00593514,2,,,,6.0,7.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11407403,home,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182.0,1729,M,67769,EUR,714700800,D,13,13,False,54.0,39.0,9.0,2.0,25.0,31.0,14.0,23.0,2.0,3.0,,,,,90.0,63.0,7.1,16.0,0.0,0.0,0.0260465,0,,,,2.0,3.0,1.0,,,,3.0,,,,True,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,
11407403,home,Torino,Brandon Soppy,brandon-soppy,B. Soppy,M,2,181.0,434,M,963211,EUR,1014249600,M,93,93,False,25.0,19.0,1.0,1.0,10.0,11.0,9.0,14.0,,6.0,,,,,81.0,47.0,6.9,9.0,0.0,0.0,0.022469,0,,,,,5.0,,1.0,1.0,,3.0,,,,,,3.0,2.0,,,2.0,2.0,,,,,,,,
11407403,home,Torino,Ivan Ilić,ivan-ilic,I. Ilić,M,8,185.0,1776,M,877371,EUR,984787200,M,8,8,False,26.0,18.0,3.0,,10.0,12.0,8.0,20.0,,2.0,,,,,54.0,40.0,6.5,18.0,0.0,0.0,0.0062108,0,,,,,2.0,,2.0,1.0,,2.0,,,2.0,,,1.0,,,,,,6.0,1.0,,,,,,
11407403,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182.0,4118,M,930189,EUR,998352000,M,28,28,False,45.0,36.0,5.0,3.0,15.0,19.0,21.0,26.0,3.0,8.0,,,,,90.0,64.0,7.1,14.0,0.0248,0.0,0.0304454,1,,,,,4.0,1.0,2.0,,1.0,3.0,1.0,1.0,3.0,,,1.0,,,,2.0,,,1.0,1.0,,,,,
11407403,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180.0,1014,M,233826,EUR,827625600,M,20,20,False,20.0,7.0,4.0,2.0,3.0,6.0,6.0,18.0,,6.0,,,,,90.0,44.0,6.9,20.0,0.3087,0.6825,0.0837595,1,,,,1.0,3.0,,,,1.0,1.0,,,4.0,,,2.0,2.0,,3.0,,,4.0,,,2.0,1.0,1.0,,
11407403,home,Torino,Demba Seck,demba-seck,D. Seck,M,19,190.0,1111,M,1012248,EUR,981763200,F,23,23,False,13.0,10.0,1.0,,1.0,1.0,9.0,12.0,,4.0,,,,,80.0,25.0,6.5,10.0,0.084,0.1004,0.0119042,2,,,,1.0,4.0,,2.0,,2.0,7.0,,,3.0,,,3.0,,,,1.0,1.0,,1.0,,,,1.0,1.0,
11407403,home,Torino,Nemanja Radonjić,nemanja-radonjic,N. Radonjić,F,49,185.0,4597,M,802665,EUR,824342400,F,10,10,False,9.0,5.0,1.0,1.0,,,5.0,10.0,,3.0,,,,,54.0,15.0,6.6,6.0,0.0,0.0,0.00128117,0,,,,,3.0,,,,,2.0,,,,,1.0,2.0,1.0,,,2.0,,1.0,,,,,,,n.radonjic7
