match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_lastManTackle,stat_fouls,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_totalContest,stat_bigChanceMissed,stat_wonContest,stat_hitWoodwork,captain,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11450052,home,Fenerbahçe,İrfan Can Eğribayat,irfan-can-egribayat,İ. C. Eğribayat,G,71,193.0,1983,M,594618,EUR,891216000,G,70,70,False,32.0,25.0,14.0,8.0,21.0,23.0,4.0,9.0,10.0,1.0,1.0,1.0,4.0,90.0,43.0,6.5,7.0,0.00057333,1.0,0,0.6053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450052,home,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184.0,2870,M,836683,EUR,923097600,D,16,16,False,37.0,26.0,3.0,2.0,15.0,21.0,12.0,19.0,7.0,,,,,90.0,57.0,7.0,17.0,0.0896843,2.0,2,,1.0,3.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,0.1086,,,,,,,,,,,,,,,,,,,
11450052,home,Fenerbahçe,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182.0,4708,M,289977,EUR,776390400,D,6,6,False,68.0,58.0,10.0,5.0,43.0,47.0,15.0,21.0,2.0,,,,,90.0,79.0,7.4,10.0,0.00923005,,1,,,,,2.0,5.0,4.0,1.0,,,,,4.0,2.0,2.0,,,1.0,0.7573,,,alex_djiku,1.0,1.0,1.0,2.0,1.0,3.0,0.9712,,,,,,,,,
11450052,home,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189.0,3123,M,1048324,EUR,988243200,D,24,24,False,53.0,45.0,5.0,1.0,31.0,31.0,14.0,23.0,6.0,,,,,90.0,64.0,6.7,11.0,0.0175561,,1,,,1.0,,3.0,3.0,5.0,,1.0,,1.0,,1.0,2.0,1.0,,,,0.146,Jayden Oosterwolde,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,
11450052,home,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174.0,20994,M,825844,EUR,939254400,D,7,7,False,38.0,30.0,6.0,3.0,12.0,14.0,19.0,25.0,6.0,,,,,90.0,52.0,6.5,10.0,0.0795954,2.0,0,,,1.0,1.0,,4.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,ferdikadioglu,,,,,,1.0,,1.0,1.0,,,,,,,
11450052,home,Fenerbahçe,Rade Krunić,rade-krunic,R. Krunić,M,33,184.0,2497,M,155449,EUR,749952000,M,33,33,False,55.0,48.0,3.0,1.0,30.0,34.0,18.0,21.0,5.0,,,,,90.0,72.0,6.8,11.0,0.0530785,2.0,0,,,,,3.0,3.0,6.0,2.0,,,,,3.0,3.0,1.0,3.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,
11450052,home,Fenerbahçe,Miha Zajc,miha-zajc,M. Zajc,M,8,180.0,1173,M,139256,EUR,773020800,M,26,26,False,37.0,32.0,1.0,1.0,17.0,18.0,16.0,20.0,2.0,,,,,90.0,50.0,6.9,7.0,0.159272,3.0,1,,,1.0,1.0,2.0,5.0,5.0,1.0,,1.0,1.0,,,3.0,2.0,1.0,,,0.355,,,,,,,2.0,,4.0,,1.0,1.0,1.0,,,,,,
11450052,home,Fenerbahçe,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180.0,4224,M,226986,EUR,805766400,M,17,17,False,21.0,19.0,3.0,2.0,4.0,4.0,16.0,21.0,1.0,,,,,81.0,45.0,7.5,8.0,0.500887,3.0,2,,1.0,4.0,1.0,2.0,4.0,9.0,,,,2.0,,1.0,3.0,1.0,1.0,2.0,,0.2084,,,irfankahveci,,,,,,3.0,,,3.0,,2.0,,,,,
11450052,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174.0,10874,M,847983,EUR,926294400,M,53,53,False,26.0,14.0,3.0,,4.0,5.0,12.0,24.0,5.0,,,,,90.0,44.0,7.3,17.0,0.529416,2.0,4,,1.0,3.0,2.0,,7.0,4.0,2.0,1.0,1.0,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,0.292,,,szymanski_11,1.0,,,,,1.0,,,2.0,1.0,,1.0,,,,
11450052,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181.0,12216,M,38560,EUR,595987200,M,10,10,False,32.0,23.0,1.0,,8.0,11.0,18.0,26.0,4.0,,,,,90.0,59.0,7.8,17.0,0.377537,3.0,2,,,5.0,3.0,,5.0,6.0,,2.0,,1.0,,,2.0,1.0,2.0,1.0,,0.1812,,,dusantadic,1.0,1.0,1.0,,,1.0,0.3335,1.0,4.0,,3.0,,,,,
