match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,stat_accurateCross,stat_unsuccessfulTouch,stat_wasFouled,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_wonContest,stat_bigChanceMissed,captain,stat_hitWoodwork,stat_totalOffside,player_sofascoreId,stat_goodHighClaim
14288989,home,Sporting Braga,Lukáš Horníček,lukas-hornicek,L. Horníček,G,1,194,548,M,963744,EUR,1026518400,G,1,1,False,26.0,22.0,6.0,3.0,0.0,21.0,23.0,1.0,3.0,3.0,6.0,1.0,2.0,1.0,90.0,34.0,6.8,4.0,0.00066766,13.69828684433,3.0,9.6506719622401,0.0,0.001,0,0.0947,0.02,0.01,0.19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288989,home,Sporting Braga,Adrian Leon Barišić,adrian-leon-barisic,A. L. Barišić,D,37,191,1017,M,959592,EUR,995500800,D,37,37,False,62.0,57.0,4.0,3.0,0.0,26.0,28.0,31.0,34.0,3.0,1.0,,,,90.0,70.0,7.3,6.0,0.0110834,97.76626780258,16.0,18.567991702594,0.0,,0,,0.25,0.01,0.18,,2.0,3.0,2.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288989,home,Sporting Braga,Gustaf Lagerbielke,gustaf-lagerbielke,G. Lagerbielke,D,14,193,476,M,965263,EUR,955324800,D,14,14,False,76.0,72.0,4.0,2.0,0.0,51.0,51.0,21.0,25.0,4.0,2.0,,,,90.0,82.0,7.2,4.0,0.011214,152.41424574309,27.0,84.289925895764,0.0,,0,,0.25,0.13,0.19,,1.0,3.0,4.0,3.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288989,home,Sporting Braga,Bright Arrey-Mbi,bright-arrey-mbi,B. Arrey-Mbi,D,26,187,788,M,997173,EUR,1048636800,D,26,26,False,55.0,52.0,1.0,,0.0,29.0,31.0,23.0,24.0,3.0,3.0,,,,90.0,64.0,6.8,5.0,0.0118204,115.39153427292,16.0,61.524052191401,1.0,,1,,0.16,0.08,0.15,,,,5.0,2.0,,2.0,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,0.0282,29.536399891283,31.704988266833,1.0,-0.06,,,,,,,,,,,,,,,,
14288989,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,M,2,2,False,66.0,57.0,,,0.0,14.0,15.0,43.0,51.0,1.0,6.0,,,,89.0,93.0,6.9,19.0,0.114354,111.00468124896,16.0,16.259720594848,1.0,,1,,0.06,0.09,0.2,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,5.0,,1.0,1.0,,0.0123,14.381010212462,14.732144752208,2.0,-0.12,1.0,4.0,1.0,,,,,,,,,,,,,
14288989,home,Sporting Braga,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,750,M,186719,EUR,807753600,M,27,27,False,81.0,76.0,7.0,4.0,1.0,27.0,27.0,49.0,54.0,,5.0,,,,82.0,96.0,8.6,8.0,0.452035,122.68354946603,18.0,53.322206629675,1.0,,2,,0.42,0.08,0.19,,,,5.0,4.0,2.0,2.0,2.0,,3.0,,,,1.0,1.0,,1.0,0.4513,16.053532247485,21.288086456983,3.0,0.49,,1.0,2.0,1.0,1.0,1.0,1.0,0.8628,,,,,,,,
14288989,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,8,8,False,100.0,94.0,2.0,1.0,1.0,29.0,31.0,65.0,69.0,1.0,8.0,,,,90.0,110.0,7.5,8.0,0.418623,165.73159977697,22.0,98.245266589389,2.0,,0,,0.6,0.23,-0.18,,,,4.0,4.0,1.0,3.0,1.0,1.0,2.0,,,2.0,,1.0,,,,25.931014286434,42.461086868659,2.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,
14288989,home,Sporting Braga,Gabriel Martínez,gabriel-martinez,G. Martínez,M,77,185,489,M,1134430,EUR,1043193600,M,77,77,False,34.0,32.0,,,0.0,12.0,12.0,20.0,22.0,,9.0,,,,75.0,60.0,8.0,10.0,0.0934974,147.9055770842,19.0,69.836014228804,2.0,,3,,0.28,0.42,-0.01,,,1.0,6.0,12.0,,4.0,2.0,1.0,1.0,Gabriel Martínez,,1.0,1.0,,,,0.3023,17.461122405828,36.797391601504,,0.26,,3.0,3.0,7.0,,3.0,,0.8974,,4.0,1.0,,,,,
14288989,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2789,M,966575,EUR,934416000,F,10,10,False,47.0,38.0,2.0,1.0,0.0,5.0,6.0,33.0,41.0,2.0,4.0,,,,82.0,67.0,7.0,18.0,0.226218,66.745423564518,8.0,-16.686857791567,1.0,,3,,0.51,-0.59,-0.01,,1.0,2.0,7.0,3.0,,1.0,,1.0,,,,3.0,3.0,,2.0,,0.0761,7.0056591013544,11.016374176652,1.0,-0.08,,1.0,,2.0,1.0,,,,,,,,,,,
14288989,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,F,21,21,False,53.0,49.0,4.0,3.0,0.0,8.0,8.0,41.0,45.0,,2.0,,,,90.0,80.0,9.2,15.0,0.336561,97.419174256611,16.0,36.405426675178,0.0,,4,,0.32,0.06,-0.04,,,,4.0,3.0,1.0,3.0,2.0,1.0,1.0,,,11.0,2.0,1.0,,,1.8017,,,2.0,0.9,3.0,1.0,,,1.0,3.0,2.0,1.666,,,1.0,True,1.0,1.0,,
