match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_wonContest,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId
12450273,home,Saint-Étienne,Gautier Larsonneur,,,gautier-larsonneur,G. Larsonneur,G,30,181.0,266,M,810526,EUR,856656000,G,30,30,False,True,25.0,24.0,2.0,1.0,0.0,23.0,23.0,1.0,2.0,1.0,9.0,1.0,4.0,5.0,1.0,1.0,90.0,37.0,7.3,1.0,0.00020456,0,0.0499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450273,home,Saint-Étienne,Dennis Appiah,,,dennis-appiah,D. Appiah,D,8,179.0,168,M,123164,EUR,708048000,D,8,8,False,,61.0,50.0,5.0,2.0,0.0,23.0,23.0,28.0,43.0,2.0,5.0,,,,,,90.0,88.0,7.3,18.0,0.0383132,0,,5.0,1.0,3.0,2.0,7.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,
12450273,home,Saint-Étienne,Maxime Bernauer,,,maxime-bernauer,M. Bernauer,D,6,184.0,560,M,802137,EUR,899251200,D,13,13,False,,45.0,42.0,7.0,4.0,0.0,20.0,20.0,22.0,25.0,2.0,1.0,,,,,,45.0,49.0,6.7,3.0,0.0102629,0,,,,1.0,1.0,1.0,3.0,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
12450273,home,Saint-Étienne,Mickael Nade,,,mickael-nade,M. Nade,D,3,186.0,169,M,865847,EUR,920505600,D,3,3,False,,61.0,58.0,3.0,2.0,0.0,40.0,41.0,18.0,20.0,5.0,4.0,,,,,,90.0,77.0,7.1,3.0,0.0142303,0,,,,,2.0,2.0,8.0,1.0,,,1.0,1.0,5.0,5.0,,1.0,,1.0,,,,,,,,,,,,,
12450273,home,Saint-Étienne,Léo Pétrot,,,leo-petrot,L. Pétrot,D,21,188.0,232,M,827504,EUR,861062400,D,19,19,False,,43.0,39.0,3.0,2.0,0.0,18.0,18.0,22.0,28.0,3.0,3.0,,,,,,90.0,67.0,6.8,7.0,0.0815979,0,,3.0,1.0,3.0,,5.0,2.0,1.0,,,,4.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,
12450273,home,Saint-Étienne,Aimen Moueffek,,,aimen-moueffek,A. Moueffek,M,29,179.0,760,M,990227,EUR,986774400,M,29,29,False,,12.0,10.0,,,0.0,4.0,6.0,6.0,7.0,1.0,,,,,,,23.0,17.0,6.4,4.0,0.00669091,1,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,0.0871,,,,,,,,,
12450273,home,Saint-Étienne,Pierre Ekwah,,,pierre-ekwah,P. Ekwah,M,4,187.0,490,M,996908,EUR,1011052800,M,4,4,False,,77.0,68.0,3.0,1.0,0.0,40.0,42.0,28.0,35.0,2.0,9.0,,,,,,90.0,91.0,7.7,10.0,0.0622807,3,,,,,2.0,3.0,8.0,1.0,4.0,,,1.0,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,,0.1264,3.0,0.2883,,,,,,,
12450273,home,Saint-Étienne,Florian Tardieu,,,florian-tardieu,F. Tardieu,M,10,184.0,201,M,234142,EUR,703900800,M,10,10,False,,83.0,74.0,8.0,4.0,0.0,28.0,28.0,46.0,55.0,3.0,7.0,,,,,,90.0,101.0,7.7,10.0,0.0635562,4,,,,,2.0,5.0,6.0,3.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,0.1706,1.0,0.2396,2.0,1.0,,,,,
12450273,home,Saint-Étienne,Irvin Cardona,,,irvin-cardona,I. Cardona,F,7,185.0,565,M,605552,EUR,870998400,F,7,7,False,,27.0,22.0,2.0,2.0,0.0,6.0,8.0,18.0,27.0,,,,,,,,83.0,50.0,6.8,20.0,0.0754026,2,,8.0,2.0,1.0,1.0,8.0,3.0,2.0,3.0,,,,1.0,1.0,4.0,1.0,1.0,,2.0,2.0,1.0,0.1751,,,1.0,,1.0,,,,
12450273,home,Saint-Étienne,Ibrahima Wadji,Ibrahima,Wadji,ibrahima-wadji,I. Wadji,F,99,175.0,591,M,796081,EUR,799632000,F,25,25,False,,13.0,13.0,,,0.0,6.0,6.0,7.0,8.0,,2.0,,,,,,69.0,22.0,6.5,6.0,0.0081245,1,,1.0,,1.0,,4.0,1.0,,1.0,,,,,,5.0,3.0,1.0,,,,1.0,0.0418,,,,,,,,,
