match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_challengeLost,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_interceptionWon,stat_goals,player_firstName,player_lastName,player_sofascoreId,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_lastManTackle,stat_errorLeadToAGoal,stat_totalOffside
14109756,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,49.0,35.0,20.0,7.0,1.0,31.0,35.0,4.0,14.0,1.0,2.0,1.0,11.0,1.0,1.0,1.0,2.0,90.0,57.0,7.0,14.0,0.230657,93.623550085672,18.0,60.27,9.87,0.2156,1.0,0,-0.1233,0.09,0.03,0.14,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109756,home,Başakşehir FK,Onur Bulut,onur-bulut,O. Bulut,D,6,179,562,M,142494,EUR,766454400,D,6,6,False,23.0,19.0,3.0,1.0,0.0,15.0,17.0,4.0,6.0,,,,1.0,,,,,45.0,30.0,6.0,6.0,0.00365708,93.906688762441,10.0,70.98,24.255,,,0,,-0.13,0.24,-0.18,,2.0,2.0,1.0,1.0,34.046797539342,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109756,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,76.0,72.0,6.0,4.0,0.0,53.0,53.0,19.0,23.0,1.0,2.0,,3.0,,,,,90.0,84.0,7.2,5.0,0.0128988,221.83607537951,35.0,133.455,16.485,,,0,,0.21,0.16,0.23,,1.0,,,,,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14109756,home,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1395,M,920514,EUR,908323200,D,3,3,False,66.0,58.0,7.0,2.0,1.0,44.0,48.0,14.0,18.0,1.0,8.0,,4.0,3.0,,,,90.0,83.0,7.3,12.0,0.0071306,233.74489949486,25.0,128.94,20.58,,1.0,0,,0.17,0.13,0.0,,,2.0,,,13.270157346467,1.0,3.0,4.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14109756,home,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,D,42,42,False,27.0,25.0,1.0,,0.0,15.0,15.0,10.0,12.0,1.0,1.0,,3.0,,,,,90.0,44.0,6.3,4.0,0.00961748,57.897781216457,7.0,14.07,11.235,,1.0,1,,-0.09,0.28,-0.05,,,6.0,1.0,2.0,24.518245450335,2.0,1.0,,,1.0,2.0,,True,2.0,1.0,0.1448,0.4307,-0.21,,,,,,,,,,,,,,,,,
14109756,home,Başakşehir FK,Onur Ergün,onur-ergun,O. Ergün,M,4,185,45,M,893009,EUR,721785600,M,4,4,False,39.0,36.0,2.0,1.0,0.0,30.0,30.0,6.0,9.0,,1.0,,4.0,1.0,,,,45.0,42.0,6.3,3.0,0.00244008,55.63755540085,7.0,17.325,23.835,,,0,,0.03,0.05,-0.13,,,3.0,1.0,2.0,24.92082263891,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14109756,home,Başakşehir FK,Umut Güneş,umut-gunes,U. Güneş,M,20,177,131,M,876782,EUR,953164800,M,20,20,False,46.0,44.0,6.0,4.0,0.0,31.0,31.0,13.0,15.0,2.0,5.0,,4.0,1.0,,,,78.0,57.0,8.4,3.0,0.0324514,111.16281045115,18.0,37.065,10.605,,,1,,0.34,0.3,-0.05,,,1.0,1.0,,5.2658298491311,1.0,1.0,2.0,1.0,,,1.0,,,1.0,0.1318,0.2615,0.51,2.0,1.0,,,,,,,,,,,,,,,
14109756,home,Başakşehir FK,Abbosbek Fayzullaev,fayzullaev-abbosbek,A. Fayzullaev,M,11,172,31162,M,1118429,EUR,1065139200,M,11,11,False,24.0,20.0,2.0,2.0,0.0,12.0,12.0,8.0,12.0,,9.0,2.0,2.0,3.0,,,,90.0,51.0,9.3,14.0,1.0056,108.62371815122,14.0,62.16,16.065,,3.0,4,,0.88,0.44,-0.02,,5.0,6.0,,3.0,29.342174888166,2.0,,5.0,2.0,1.0,,3.0,,,2.0,0.6949,0.5862,0.5,,1.0,,,abbos,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,
14109756,home,Başakşehir FK,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190,32386,M,791355,EUR,804384000,M,14,14,False,32.0,21.0,1.0,,1.0,4.0,5.0,17.0,27.0,,2.0,1.0,1.0,,,,,90.0,44.0,7.9,15.0,0.144255,96.466491129085,13.0,48.615,16.905,,3.0,3,,-0.21,0.92,0.15,,,5.0,1.0,,47.169638316827,4.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,0.5984,0.7723,0.37,,1.0,,,,,3.0,1.0,1.0,,1.0,,,,,,
14109756,home,Başakşehir FK,Amine Harit,amine-harit,A. Harit,M,25,179,11354,M,827522,EUR,866592000,M,25,25,False,36.0,32.0,,,1.0,14.0,15.0,18.0,21.0,1.0,4.0,,7.0,,,,,71.0,52.0,6.9,10.0,0.113089,243.43769528252,16.0,79.275,28.665,,2.0,2,,0.28,0.45,-0.04,,,8.0,,1.0,129.68975676799,5.0,1.0,,,2.0,,2.0,,3.0,,0.4485,,-0.57,,,,,amineharit,,5.0,3.0,1.0,2.0,,,,,,,
14109756,home,Başakşehir FK,Davie Selke,davie-selke,D. Selke,F,9,195,1252,M,187437,EUR,790560000,F,9,9,False,12.0,8.0,,,0.0,2.0,3.0,6.0,9.0,3.0,5.0,1.0,1.0,2.0,,,,71.0,22.0,6.3,8.0,0.0173347,53.138368661663,4.0,-14.595,5.145,,2.0,3,,0.0,0.02,-0.03,,,7.0,,3.0,,,,,,2.0,,2.0,,2.0,,0.5437,,-0.67,,,,,,,,,1.0,1.0,2.0,,,,,,
14109756,home,Başakşehir FK,Festy Ebosele,festy-ebosele,F. Ebosele,D,36,180,588,M,983059,EUR,1028246400,D,36,36,True,9.0,9.0,,,0.0,1.0,1.0,8.0,8.0,,3.0,,2.0,,,,,45.0,21.0,6.7,3.0,0.0146795,24.363891741253,3.0,8.82,13.965,,,0,,-0.04,0.1,-0.12,,1.0,6.0,3.0,2.0,17.496080275307,1.0,1.0,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,
14109756,home,Başakşehir FK,Berat Ayberk Özdemir,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187,216,M,876857,EUR,895881600,M,2,2,True,46.0,43.0,3.0,2.0,0.0,27.0,28.0,16.0,18.0,,,,7.0,,,,,45.0,49.0,6.9,3.0,0.0153412,96.102289644651,13.0,40.845,20.055,,,1,,0.29,0.1,-0.05,,,3.0,2.0,1.0,20.059149757654,1.0,,,,,,,,,,0.0161,,-0.09,1.0,,,,,,,,,1.0,,,,,,,
14109756,home,Başakşehir FK,Ivan Brnić,ivan-brnic,I. Brnić,M,77,175,376,M,916182,EUR,998524800,F,77,77,True,7.0,7.0,,,0.0,1.0,1.0,6.0,6.0,,2.0,,,,,,,19.0,12.0,7.9,2.0,0.00821347,87.465547915826,6.0,54.6,23.415,,,1,,-0.11,0.38,0.0,,1.0,1.0,,,57.069259714724,3.0,,,,,,,,,1.0,0.0464,0.0657,0.53,,1.0,,,,,3.0,2.0,,,,,,,,,
14109756,home,Başakşehir FK,Bertuğ Yıldırım,bertug-ozgur-yildirim,B. Yıldırım,F,91,186,1621,M,1382235,EUR,1026432000,F,91,91,True,,,,,0.0,,,,,,2.0,,,1.0,,,,19.0,6.0,6.7,,0.00022904,15.802651549661,1.0,-14.91,-14.91,,,1,,,0.11,0.15,,,1.0,,1.0,,,1.0,1.0,,,,,,,,0.1177,,-0.35,1.0,,Bertug Yildirim,,,,,,,1.0,,,,,,,
14109756,home,Başakşehir FK,Jakub Kałuziński,jakub-kaluzinski,J. Kałuziński,M,18,185,896,M,1019026,EUR,1036022400,M,18,18,True,22.0,22.0,,,0.0,9.0,9.0,13.0,13.0,,,,,,,,,12.0,23.0,6.5,1.0,0.0235295,75.116029991572,11.0,14.28,8.82,,1.0,0,,0.14,0.0,-0.06,,,3.0,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
