match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_hitWoodwork
12421167,home,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,187,232,M,156663,EUR,760492800,G,33,33,False,37.0,28.0,14.0,6.0,0.0,23.0,29.0,5.0,8.0,1.0,9.0,4.0,4.0,90.0,49.0,6.7,11.0,0.00147434,0,-0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421167,home,KAA Gent,Hugo Gambor,,,gambor-hugo,H. Gambor,D,23,186,141,M,1082541,EUR,1041206400,D,12,12,False,57.0,44.0,4.0,1.0,0.0,21.0,23.0,23.0,36.0,,6.0,,,89.0,79.0,6.4,22.0,0.0186397,0,,2.0,1.0,4.0,8.0,1.0,1.0,2.0,1.0,6.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12421167,home,KAA Gent,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187,1372,M,942213,EUR,855100800,D,4,4,False,64.0,56.0,6.0,3.0,0.0,40.0,42.0,16.0,23.0,4.0,6.0,,,90.0,86.0,7.1,9.0,0.00618375,0,,1.0,1.0,2.0,9.0,,,2.0,2.0,4.0,3.0,,1.0,True,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
12421167,home,KAA Gent,Jordan Torunarigha,,,jordan-torunarigha,J. Torunarigha,D,25,189,608,M,801003,EUR,870912000,D,23,23,False,51.0,39.0,11.0,4.0,0.0,28.0,32.0,11.0,19.0,7.0,3.0,,,90.0,63.0,6.7,13.0,0.0550779,0,,,1.0,2.0,2.0,,,,,1.0,,,,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,
12421167,home,KAA Gent,Archie Brown,,,brown-archie,A. Brown,D,3,190,3096,M,1009738,EUR,1022544000,D,3,3,False,34.0,20.0,3.0,,1.0,8.0,13.0,14.0,26.0,3.0,7.0,,,90.0,74.0,6.7,27.0,0.144994,1,,5.0,1.0,6.0,5.0,1.0,2.0,1.0,,2.0,1.0,2.0,1.0,,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,0.2261,0.2121,,,,,,,,,,,
12421167,home,KAA Gent,Pieter Gerkens,,,pieter-gerkens,P. Gerkens,M,18,180,179,M,190401,EUR,808272000,M,8,8,False,44.0,37.0,7.0,5.0,0.0,17.0,20.0,20.0,26.0,5.0,9.0,,,58.0,57.0,6.3,10.0,0.110451,0,,2.0,,4.0,1.0,2.0,1.0,,,1.0,1.0,,,,1.0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,
12421167,home,KAA Gent,Atsuki Ito,Atsuki Ito,,atsuki-ito,A. Ito,M,15,185,595,M,1034816,EUR,902793600,M,15,15,False,49.0,38.0,5.0,3.0,0.0,21.0,25.0,17.0,24.0,2.0,4.0,,,90.0,64.0,6.9,12.0,0.0268635,0,,,,3.0,7.0,2.0,,1.0,1.0,6.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12421167,home,KAA Gent,Momodou Sonko,Momodou Sonko,,momodou-sonko,M. Sonko,M,11,176,575,M,1135616,EUR,1107129600,M,11,11,False,29.0,23.0,2.0,2.0,0.0,11.0,12.0,12.0,18.0,,4.0,,,90.0,43.0,6.4,15.0,0.194233,1,,1.0,1.0,7.0,4.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,,,,,,,1.0,,,,0.0371,,,1.0,1.0,,,,,,,,
12421167,home,KAA Gent,Omri Gandelman,Omri Gandelman,,omri-gandelman,O. Gandelman,M,16,188,1075,M,1019125,EUR,958435200,M,6,6,False,16.0,10.0,1.0,,0.0,3.0,4.0,7.0,13.0,1.0,6.0,,,68.0,27.0,6.2,8.0,0.0462082,0,,1.0,,4.0,2.0,,1.0,1.0,1.0,,,,2.0,,2.0,,,1.0,,,,,,,,,,2.0,,,,,,,
12421167,home,KAA Gent,Franck Surdez,,,franck-surdez,F. Surdez,F,19,184,273,M,1092662,EUR,1020556800,M,19,19,False,33.0,25.0,2.0,1.0,0.0,11.0,13.0,14.0,22.0,1.0,4.0,,,58.0,46.0,6.5,12.0,0.0168492,1,,2.0,,5.0,2.0,,1.0,2.0,1.0,,,,1.0,,2.0,,,1.0,,,,,0.0232,,,,,,1.0,,,,,,
