match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_jerseyNumber,stat_blockedScoringAttempt,stat_totalClearance,captain,stat_shotOffTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_goalAssist,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon
10382015,home,SC Cambuur,Robbin Ruiter,,,robbin-ruiter,R. Ruiter,G,196.0,25,M,40935,EUR,543628800,G,12,12,False,45.0,37.0,19.0,11.0,31.0,33.0,6.0,12.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,90.0,48.0,5.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382015,home,SC Cambuur,Sai Van Wermeskerken,,,wermeskerken-sai-van,S. V. Wermeskerken,D,178.0,82,M,795221,EUR,772761600,D,24,24,False,54.0,45.0,6.0,2.0,36.0,36.0,10.0,21.0,9.0,8.0,1.0,,4.0,,,90.0,80.0,7.1,14.0,0,3.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,
10382015,home,SC Cambuur,Calvin Mac-Intosh,Calvin,Mac-Intosh,calvin-mac-intosh,C. Mac-Intosh,D,180.0,21,M,73801,EUR,618624000,D,3,3,False,99.0,89.0,11.0,4.0,71.0,72.0,18.0,27.0,4.0,8.0,,,1.0,,,90.0,106.0,6.5,10.0,1,,,3.0,2.0,5.0,,,1.0,1.0,,,,,2.0,2.0,,,3,1.0,2.0,,,,,,,,,
10382015,home,SC Cambuur,Floris Smand,Floris Smand,,floris-smand,F. Smand,D,185.0,51,M,1394011,EUR,1043020800,D,33,33,False,60.0,55.0,5.0,4.0,50.0,53.0,5.0,7.0,1.0,3.0,,,,,,61.0,64.0,6.4,5.0,0,,,,2.0,2.0,1.0,,,,,,,2.0,,,,,3,,1.0,,,,,,,,,
10382015,home,SC Cambuur,Alex Bangura,,,alex-bangura,A. Bangura,D,183.0,149,M,967178,EUR,931824000,D,16,16,False,43.0,40.0,1.0,,26.0,28.0,14.0,15.0,1.0,3.0,1.0,,,,,85.0,52.0,6.3,4.0,0,,,,,4.0,1.0,,3.0,3.0,,,,,1.0,,,,24,,1.0,True,,,,,,,,
10382015,home,SC Cambuur,Jamie Jacobs,,,jamie-jacobs,J. Jacobs,M,182.0,92,M,893744,EUR,881107200,M,8,8,False,35.0,22.0,6.0,4.0,8.0,10.0,14.0,26.0,5.0,8.0,1.0,,1.0,,,90.0,50.0,6.8,16.0,1,1.0,,3.0,1.0,4.0,,,2.0,1.0,,,,2.0,1.0,,1.0,,23,,1.0,,1.0,,,,,,,
10382015,home,SC Cambuur,Mees Hoedemakers,,,mees-hoedemakers,M. Hoedemakers,M,181.0,102,M,893748,EUR,887760000,M,6,6,False,30.0,27.0,6.0,6.0,15.0,16.0,12.0,14.0,4.0,3.0,1.0,,1.0,,,61.0,38.0,6.8,4.0,0,,,3.0,,2.0,,,1.0,1.0,,,,2.0,1.0,1.0,,,4,,1.0,,,,,,,,,
10382015,home,SC Cambuur,Daniel van Kaam,,,daniel-van-kaam,D. v. Kaam,M,175.0,86,M,876257,EUR,961718400,M,21,21,False,36.0,30.0,3.0,2.0,13.0,13.0,17.0,24.0,4.0,2.0,,,,,,90.0,41.0,6.1,9.0,0,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,1.0,,8,,,,,,,,,,,
10382015,home,SC Cambuur,Navarone Foor,,,navarone-foor,N. Foor,M,170.0,71,M,156562,EUR,697161600,F,19,19,False,31.0,25.0,1.0,1.0,6.0,6.0,22.0,32.0,1.0,3.0,2.0,,,,,90.0,45.0,6.9,13.0,1,7.0,3.0,,1.0,3.0,,,2.0,1.0,,,,,1.0,1.0,,,25,,,,1.0,,,,,,,
10382015,home,SC Cambuur,Roberts Uldriķis,,,roberts-uldrikis,R. Uldriķis,F,198.0,415,M,883327,EUR,891561600,F,28,28,False,11.0,6.0,2.0,1.0,2.0,3.0,4.0,8.0,6.0,1.0,2.0,,,,,61.0,16.0,6.2,8.0,1,,,4.0,3.0,4.0,1.0,1.0,,,,,,,1.0,1.0,,,28,,,,1.0,1.0,,,,,,
10382015,home,SC Cambuur,Mimoun Mahi,Mimoun,Mahi,mimoun-mahi,M. Mahi,F,181.0,195,M,252253,EUR,763516800,F,25,25,False,10.0,6.0,3.0,2.0,2.0,2.0,5.0,10.0,2.0,4.0,1.0,,,,,61.0,20.0,6.8,8.0,0,2.0,1.0,,,,,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,
10382015,home,SC Cambuur,Marco Tol,,,marco-tol,M. Tol,D,188.0,40,M,860162,EUR,893462400,D,15,15,True,23.0,22.0,,,21.0,21.0,1.0,2.0,,,,,,,,29.0,26.0,6.5,1.0,1,,,,,,,,,,,,,1.0,,,,,3,,,,1.0,,,,,,,
10382015,home,SC Cambuur,Ben Rienstra,,,ben-rienstra,B. Rienstra,M,182.0,17,,123879,EUR,644544000,M,17,17,True,21.0,16.0,,,6.0,6.0,10.0,16.0,,2.0,1.0,,,,,29.0,23.0,6.5,7.0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382015,home,SC Cambuur,Michael Breij,,,michael-breij,M. Breij,M,181.0,83,M,915171,EUR,853286400,M,14,14,True,11.0,8.0,,,2.0,2.0,7.0,12.0,,,,,,,,29.0,21.0,6.9,5.0,0,3.0,1.0,,,3.0,,,,,,,,,2.0,2.0,1.0,2.0,14,,,,,,,,,,,
10382015,home,SC Cambuur,Björn Johnsen,,,bjorn-johnsen,B. Johnsen,F,195.0,238,M,258739,EUR,689385600,F,9,9,True,5.0,1.0,1.0,,1.0,1.0,,4.0,1.0,,1.0,,,,,29.0,6.0,6.4,5.0,0,,,1.0,1.0,1.0,,,,,,,,,,,,,28,,,,,,,,,,,
10382015,home,SC Cambuur,Sekou Sylla,,,sekou-sylla,S. Sylla,D,180.0,1147,M,948720,EUR,915840000,D,27,27,True,5.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,5.0,6.0,,1.0,0,,,,,1.0,,,1.0,1.0,,,,,,,,,18,,,,,,,,,,,
