match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalOffside,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_wasFouled,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId
11067628,home,Internacional,Sergio Rochet,sergio-rochet,S. Rochet,G,1,190,2554,M,581060,EUR,732844800,G,33,33,False,14.0,5.0,9.0,1.0,4.0,7.0,1.0,7.0,5.0,2.0,4.0,1.0,90.0,20.0,6.8,9.0,0.00013714,0,0.1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067628,home,Internacional,Fabricio Bustos,fabricio-bustos,F. Bustos,D,16,167,800,M,850023,EUR,830649600,D,16,16,False,67.0,60.0,7.0,4.0,39.0,44.0,23.0,25.0,7.0,,,,90.0,93.0,7.1,10.0,0.0414191,0,,2.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11067628,home,Internacional,Igor Gomes,igor-gomes,I. Gomes,D,25,186,325,M,997023,EUR,983836800,D,21,21,False,77.0,62.0,9.0,5.0,46.0,56.0,16.0,21.0,3.0,,,,90.0,89.0,7.0,15.0,0.00755023,0,,,,3.0,4.0,,,,6.0,,1.0,,,,,3.0,1.0,3.0,2.0,,,,,,,,,,,,,,
11067628,home,Internacional,Gabriel Mercado,gabriel-mercado,G. Mercado,D,25,180,995,M,128376,EUR,543024000,D,25,25,False,64.0,58.0,5.0,2.0,46.0,48.0,12.0,16.0,3.0,,,,90.0,74.0,6.6,7.0,0.00237952,0,,,,3.0,2.0,1.0,,,5.0,,2.0,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,
11067628,home,Internacional,Renê,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,64.0,58.0,6.0,4.0,41.0,45.0,17.0,19.0,6.0,,,,90.0,79.0,6.8,7.0,0.0768605,0,,,,2.0,2.0,,,,4.0,,1.0,1.0,,,,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,
11067628,home,Internacional,Bruno Henrique,bruno-henrique,B. Henrique,M,8,180,899,M,345113,EUR,624931200,M,8,8,False,64.0,62.0,1.0,1.0,39.0,39.0,23.0,25.0,4.0,,,,90.0,70.0,6.8,4.0,0.0139444,0,,,,2.0,4.0,,,,,,,1.0,,,,,,1.0,,2.0,,3.0,,,,,,,,,,,
11067628,home,Internacional,Charles Aránguiz,charles-aranguiz,C. Aránguiz,M,20,171,3505,M,18304,EUR,608774400,M,20,20,False,68.0,63.0,,,36.0,37.0,27.0,31.0,4.0,,,,83.0,75.0,7.0,5.0,0.107861,0,,,,4.0,5.0,,,,,1.0,1.0,,,,,1.0,1.0,4.0,,,3.0,,1.0,,,,,,,,,,
11067628,home,Internacional,Mauricio,mauricio,Mauricio,M,18,174,5655,M,986233,EUR,993168000,M,27,27,False,48.0,41.0,,,17.0,19.0,25.0,30.0,6.0,,,,83.0,58.0,7.6,10.0,0.114311,2,,1.0,1.0,3.0,,,1.0,,1.0,,1.0,2.0,,,,,,,,,2.0,,3.0,2.0,1.0,1.0,1.0,0.0872,,,,,
11067628,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,False,32.0,28.0,1.0,1.0,18.0,18.0,11.0,15.0,4.0,,,,83.0,44.0,6.9,11.0,0.0685269,1,,1.0,1.0,7.0,1.0,4.0,2.0,1.0,1.0,,,2.0,1.0,,,,,,,2.0,,,1.0,,,,,0.3607,True,1.0,1.0,0.8736,
11067628,home,Internacional,Gabriel Barros,barros-gabriel,G. Barros,M,7,182,180,M,1020259,EUR,1003968000,M,42,42,False,29.0,27.0,,,9.0,10.0,18.0,19.0,2.0,,,,73.0,35.0,7.0,4.0,0.133244,1,,,,4.0,3.0,1.0,,,1.0,,,1.0,,,,1.0,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,0.0855,,,,,
11067628,home,Internacional,Enner Valencia,enner-valencia,E. Valencia,F,10,177,9801,M,106456,EUR,626140800,F,13,13,False,6.0,4.0,1.0,1.0,,,4.0,6.0,,,,,32.0,10.0,7.0,4.0,0.00535985,1,,,,3.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,0.5026,,1.0,1.0,0.9544,ennervalencia
