match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_wasFouled,stat_wonContest,stat_interceptionWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_hitWoodwork,captain,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14083200,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,44.0,30.0,22.0,8.0,0.0,29.0,31.0,1.0,13.0,8.0,4.0,5.0,90.0,56.0,7.7,14.0,0.00023177,49.468279943075,9.0,21.315,10.815,0.7899,0,0.4312,0.04,0.01,-0.06,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083200,home,Osasuna,Valentin Rosier,valentin-rosier,V. Rosier,D,19,175,797,M,842419,EUR,840412800,D,19,19,False,36.0,28.0,5.0,,0.0,19.0,22.0,9.0,14.0,3.0,,,86.0,56.0,6.4,15.0,0.011233,149.99613552719,15.0,71.085,34.755,,0,,0.02,0.11,-0.05,,1.0,1.0,1.0,6.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,74.088631700825,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14083200,home,Osasuna,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,24,24,False,66.0,59.0,14.0,10.0,0.0,46.0,50.0,13.0,16.0,3.0,,,90.0,78.0,7.7,7.0,0.0044394,114.7106082979,15.0,41.37,12.285,,0,,0.09,0.05,0.67,,,,1.0,2.0,3.0,,,,5.0,1.0,1.0,,,,,,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
14083200,home,Osasuna,Jorge Herrando,herrando-jorge,J. Herrando,D,5,192,259,M,944225,EUR,983318400,D,5,5,False,57.0,52.0,3.0,3.0,0.0,47.0,51.0,5.0,6.0,2.0,,,90.0,82.0,7.3,6.0,0.00281688,103.81723789129,17.0,11.34,10.08,,0,,0.03,0.03,0.34,,,,4.0,3.0,8.0,,1.0,1.0,12.0,3.0,1.0,,2.0,,,,,,,,1.0,,1.0,4.0,,,,,,,,,,,,,,,
14083200,home,Osasuna,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,825133,EUR,785203200,D,20,20,False,37.0,32.0,2.0,,0.0,28.0,29.0,4.0,8.0,9.0,,,90.0,84.0,7.4,15.0,0.312234,195.30236015937,23.0,100.695,21.105,,0,,0.37,0.24,-0.09,,2.0,1.0,,7.0,12.0,,,6.0,6.0,5.0,3.0,7.0,3.0,,36.918258496463,2.0,1.0,,,3.0,,2.0,5.0,3.0,,,,,,,,,,,,,,,
14083200,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,46.0,32.0,6.0,3.0,0.0,24.0,28.0,8.0,18.0,9.0,,,90.0,58.0,6.8,16.0,0.0305064,151.67215544177,15.0,119.28,20.37,,2,,0.25,0.32,0.15,,,,,3.0,2.0,,,1.0,2.0,,,1.0,2.0,,39.205349003594,2.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.2122,0.1327,-0.51,,,,,,,,,
14083200,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,40.0,31.0,8.0,4.0,0.0,22.0,26.0,9.0,14.0,5.0,,,90.0,54.0,6.5,11.0,0.00197891,72.289371673496,9.0,7.56,7.875,,3,,0.09,0.03,-0.05,,,,,6.0,4.0,2.0,,1.0,1.0,,,1.0,,,,,1.0,,,4.0,,3.0,1.0,1.0,,2.0,,0.1145,0.0833,-0.21,1.0,1.0,,,,,,,
14083200,home,Osasuna,Rubén García,ruben-garcia,R. García,M,14,171,1085,M,260031,EUR,742608000,M,14,14,False,23.0,17.0,1.0,1.0,0.0,9.0,11.0,8.0,12.0,4.0,,,76.0,39.0,8.0,12.0,0.0499449,107.67158493443,11.0,25.305,11.76,,1,,-0.05,0.15,-0.05,,1.0,1.0,1.0,2.0,6.0,1.0,,2.0,1.0,1.0,1.0,5.0,,1.0,,,1.0,,,1.0,,2.0,2.0,1.0,,1.0,,0.0389,0.0396,0.56,,,True,1.0,,,,,
14083200,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,10,10,False,23.0,17.0,1.0,,0.0,10.0,12.0,7.0,11.0,4.0,,,83.0,43.0,6.9,10.0,0.00492185,174.30053135179,20.0,57.12,27.51,,2,,-0.09,0.42,-0.12,,,,1.0,6.0,10.0,3.0,1.0,,2.0,3.0,1.0,3.0,1.0,,61.659647393117,2.0,,,,1.0,,6.0,,,,,1.0,0.0923,,-0.52,1.0,,,,,,,,
14083200,home,Osasuna,Victor Muñoz,victor-munoz,V. Muñoz,F,21,173,8442,M,1145642,EUR,1058054400,M,21,21,False,19.0,15.0,2.0,1.0,0.0,8.0,9.0,7.0,10.0,4.0,,,90.0,39.0,6.6,13.0,0.0527694,155.51761669568,18.0,82.11,17.745,,1,,-0.02,0.39,-0.06,,1.0,,,6.0,4.0,1.0,,6.0,2.0,2.0,1.0,3.0,,,55.13956989656,4.0,2.0,,,,,1.0,1.0,2.0,,,1.0,0.0142,,-0.16,,,,,,,,,
