match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_totalOffside,captain,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAShot
12436954,home,Wolverhampton,Sam Johnstone,sam-johnstone,S. Johnstone,G,31,193,600,M,98427,EUR,733017600,G,31,31,False,42.0,28.0,27.0,15.0,0.0,19.0,25.0,9.0,17.0,1.0,1.0,7.0,1.0,2.0,4.0,1.0,1.0,90.0,52.0,7.0,14.0,0.00153466,1.0,0,-0.2585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436954,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,D,22,22,False,19.0,18.0,,,0.0,8.0,8.0,10.0,12.0,,6.0,2.0,,,,,,77.0,40.0,6.4,6.0,0.0940086,1.0,1,,nelsonsemedo50,1.0,2.0,13.0,5.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,0.0146,0.0329,,,,,,,,,,,,,,,,
12436954,home,Wolverhampton,Yerson Mosquera,yerson-mosquera,Y. Mosquera,D,15,188,3155,M,1014835,EUR,988761600,D,14,14,False,54.0,46.0,2.0,,0.0,34.0,38.0,12.0,17.0,1.0,7.0,4.0,,,,,,90.0,75.0,7.2,10.0,0.00377287,,1,,,1.0,1.0,3.0,2.0,,,,5.0,5.0,3.0,,,0.0964,,1.0,1.0,3.0,1.0,,,,,,,,,,,,
12436954,home,Wolverhampton,Craig Dawson,craig-dawson,C. Dawson,D,,188,419,M,50027,EUR,641952000,D,15,15,False,58.0,46.0,9.0,1.0,0.0,34.0,36.0,12.0,22.0,1.0,1.0,1.0,,,,,,90.0,64.0,6.6,12.0,0.0381861,1.0,0,,,,,,,,,,2.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,
12436954,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,931278,EUR,991785600,D,3,3,False,40.0,35.0,1.0,,0.0,19.0,22.0,16.0,19.0,,6.0,3.0,,,,,,86.0,66.0,7.1,8.0,0.0299501,,0,,r_aitnouri,1.0,,2.0,,4.0,4.0,,6.0,2.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,
12436954,home,Wolverhampton,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8756,M,307284,EUR,746841600,M,5,5,False,31.0,27.0,1.0,1.0,0.0,10.0,11.0,18.0,22.0,2.0,5.0,6.0,,,,,,90.0,46.0,8.2,7.0,0.307538,2.0,2,,,2.0,,2.0,,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,0.5539,0.5535,,,2.0,,,True,1.0,1.0,1.0,1.0,,,,,,
12436954,home,Wolverhampton,André,andre,André,M,7,176,9098,M,1035996,EUR,995241600,M,7,7,False,40.0,40.0,4.0,4.0,0.0,25.0,25.0,15.0,15.0,,5.0,4.0,,,,,,77.0,49.0,7.1,1.0,0.170875,1.0,0,,Andre7,,,4.0,,1.0,1.0,,,2.0,1.0,,3.0,,,,1.0,,2.0,,,,,,,André,,1.0,,,
12436954,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,8,8,False,53.0,49.0,2.0,2.0,0.0,21.0,21.0,29.0,33.0,,6.0,7.0,,,,,,90.0,63.0,7.1,4.0,0.0195547,,1,,joaogomes.01,1.0,2.0,3.0,1.0,,,,,5.0,3.0,,,0.0799,,,,,1.0,,,1.0,,1.0,,,,,,,
12436954,home,Wolverhampton,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,M,27,27,False,17.0,15.0,3.0,1.0,0.0,5.0,6.0,10.0,12.0,,5.0,3.0,,,,,,70.0,34.0,6.7,8.0,0.00716498,1.0,1,,,1.0,2.0,8.0,,4.0,1.0,,,2.0,1.0,,1.0,0.116,,,,3.0,2.0,,,,,1.0,,,,2.0,,,
12436954,home,Wolverhampton,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184,69408,M,886363,EUR,927763200,F,10,10,False,20.0,17.0,2.0,2.0,0.0,6.0,7.0,12.0,23.0,,4.0,4.0,,,,,,90.0,49.0,7.1,19.0,0.0161003,,4,,Cunha,10.0,2.0,8.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,0.203,0.5814,1.0,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,
