match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_totalContest,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_wonContest,stat_wonTackle,player_sofascoreId,stat_goalAssist,stat_challengeLost,stat_wasFouled,stat_keyPass,stat_totalOffside,captain,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_punches,stat_hitWoodwork
10389968,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,20.0,18.0,6.0,4.0,18.0,19.0,1.0,7.0,1.0,1.0,90.0,27.0,6.4,2.0,0.0,0.0,0.00016636,40.723887183399,7.0,30.66,10.92,0,-0.3069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389968,home,Stade Rennais,Lorenz Assignon,lorenz-assignon,L. Assignon,M,22,179,641,M,1009334,EUR,961632000,D,22,22,False,44.0,39.0,2.0,1.0,28.0,29.0,15.0,4.0,,,72.0,58.0,6.2,8.0,0.1747,0.9047,0.00356462,145.45930309663,24.0,22.995,13.86,2,,11.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389968,home,Stade Rennais,Joe Rodon,rodon-joe,J. Rodon,D,6,193,1190,M,828640,EUR,877478400,D,2,2,False,82.0,78.0,3.0,1.0,55.0,59.0,23.0,9.0,,,90.0,95.0,7.7,5.0,0.2669,0.3895,0.0121412,445.28529047485,56.0,182.805,15.855,2,,23.0,4.0,,,1.0,,,,,,4.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,
10389968,home,Stade Rennais,Arthur Theate,arthur-theate,A. Theate,D,3,186,2210,M,965778,EUR,959212800,D,5,5,False,106.0,94.0,9.0,5.0,53.0,59.0,47.0,7.0,,,90.0,117.0,6.4,17.0,0.0,0.0,0.0238761,584.55255314288,67.0,316.155,19.74,0,,41.0,5.0,1.0,,,,1.0,1.0,,,1.0,2.0,2.0,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,
10389968,home,Stade Rennais,Birger Meling,birger-meling,B. Meling,D,24,172,241,M,606530,EUR,787622400,D,25,25,False,58.0,47.0,4.0,4.0,19.0,23.0,36.0,3.0,,,79.0,85.0,6.7,15.0,0.0,0.0,0.174142,300.47538899364,38.0,37.485,14.805,0,,29.0,7.0,1.0,,,,,2.0,,,2.0,3.0,5.0,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10389968,home,Stade Rennais,Lovro Majer,lovro-majer,L. Majer,M,10,179,4795,M,841947,EUR,884995200,M,21,21,False,32.0,26.0,2.0,2.0,7.0,9.0,26.0,4.0,,,60.0,44.0,7.1,13.0,0.0,0.0,0.206969,206.91868720902,26.0,65.73,18.06,0,,20.0,4.0,1.0,,,,4.0,2.0,,,,,3.0,,,,,,2.0,,3.0,1.0,2.0,,lovromajer,1.0,1.0,1.0,2.0,,,,,,
10389968,home,Stade Rennais,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,8,8,False,79.0,71.0,10.0,8.0,34.0,38.0,41.0,7.0,,,90.0,94.0,7.5,14.0,0.0752,0.0121,0.0553216,331.38625939738,55.0,82.425,16.275,2,,37.0,5.0,1.0,,1.0,,4.0,,,,3.0,5.0,8.0,1.0,,2.0,,2.0,2.0,2.0,,,1.0,1.0,,,,,1.0,,,,,,
10389968,home,Stade Rennais,Flavien Tait,flavien-tait,F. Tait,M,,175,102,M,312388,EUR,728611200,M,20,20,False,48.0,39.0,2.0,1.0,13.0,13.0,37.0,4.0,,,90.0,71.0,7.1,16.0,0.1611,0.3004,0.0354131,216.39811398273,37.0,36.225,13.335,2,,26.0,8.0,1.0,,2.0,,,2.0,,,1.0,,7.0,,,1.0,,4.0,7.0,1.0,2.0,,3.0,1.0,,,,,1.0,,,,,,
10389968,home,Stade Rennais,Kamaldeen Sulemana,kamaldeen-sulemana,K. Sulemana,F,7,174,8299,M,1019442,EUR,1013731200,F,10,10,False,29.0,24.0,1.0,1.0,4.0,4.0,26.0,6.0,,,60.0,51.0,6.7,16.0,0.0906,0.1464,0.0504824,259.33491936861,32.0,-19.635,17.22,2,,20.0,8.0,2.0,,1.0,,3.0,,,,1.0,1.0,6.0,1.0,,,,,8.0,1.0,1.0,,3.0,,kamaldeenho10,,,2.0,,,,,,,
10389968,home,Stade Rennais,Martin Terrier,martin-terrier,M. Terrier,F,11,184,2087,M,846445,EUR,857433600,F,7,7,False,37.0,31.0,2.0,,7.0,7.0,30.0,3.0,,,90.0,49.0,7.4,10.0,0.1958,0.7356,0.0897715,188.49799542975,26.0,-31.395,18.795,2,,24.0,2.0,,,2.0,,3.0,2.0,,,,1.0,4.0,,1.0,,1.0,,1.0,,,,,,,,,3.0,,2.0,,,,,
