match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_ownGoals,stat_goals,captain,player_sofascoreId,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_dispossessed,stat_hitWoodwork,stat_goodHighClaim
14566972,home,FC København,Dominik Kotarski,dominik-kotarski,D. Kotarski,G,1,188,2494,M,835678,EUR,950140800,G,1,1,False,23.0,11.0,18.0,6.0,0.0,6.0,7.0,5.0,16.0,3.0,7.0,3.0,3.0,1.0,90.0,32.0,7.4,12.0,0.00167363,19.548,5.43009,0.0,0.8329,0,-0.73,0.06,-0.04,-0.12,0.61,3.6,1.7,0.11,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566972,home,FC København,Rodrigo Huescas,huescas-rodrigo,R. Huescas,D,13,173,3049,M,1113368,EUR,1063843200,D,13,13,False,36.0,28.0,3.0,1.0,1.0,15.0,18.0,13.0,18.0,5.0,5.0,,,,90.0,67.0,6.5,19.0,0.209476,32.256,11.75643,23.0,,1,,0.13,0.1,-0.32,,2.65,5.71,1.81,0.94,0.64,5.0,2.0,1.0,2.0,5.0,6.0,1.0,2.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,0.0441,0.0799,3.0,-0.25,,,,,,,,,,,,,,,
14566972,home,FC København,Gabriel Pereira,gabriel-pereira,G. Pereira,D,5,188,599,M,992652,EUR,957657600,D,5,5,False,49.0,42.0,8.0,4.0,0.0,25.0,30.0,17.0,19.0,4.0,4.0,,,,90.0,67.0,6.7,7.0,0.00698633,28.584,11.18309,7.0,,2,,0.2,0.08,-0.13,,2.74,6.12,1.66,0.52,0.14,,,1.0,,4.0,3.0,2.0,1.0,,,2.0,2.0,,,1.0,0.0719,,,-0.5,,,1.0,2.0,2.0,3.0,,,,,,,,,
14566972,home,FC København,Pantelis Hatzidiakos,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185,762,M,822163,EUR,853545600,D,6,6,False,42.0,38.0,8.0,5.0,0.0,26.0,27.0,12.0,15.0,,2.0,,,,90.0,49.0,6.0,4.0,0.00458316,27.792,10.77783,5.0,,0,,0.07,0.05,-0.77,,2.65,6.11,1.51,0.4,0.1,,,1.0,,5.0,2.0,1.0,,,,1.0,1.0,,1.0,3.0,,,,,,,,,1.0,,1.0,,,,,,,,
14566972,home,FC København,Marcos López,marcos-lopez,M. López,D,15,176,2887,M,883745,EUR,943056000,D,15,15,False,27.0,23.0,4.0,3.0,0.0,10.0,13.0,13.0,14.0,1.0,2.0,,,,90.0,41.0,6.1,8.0,0.0156219,28.944,11.25353,13.0,,0,,0.07,-0.08,-0.37,,2.8,5.5,1.88,0.84,0.24,2.0,,2.0,1.0,3.0,3.0,,1.0,,,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,
14566972,home,FC København,Jordan Larsson,jordan-larsson,J. Larsson,M,11,175,1304,M,578380,EUR,866764800,M,11,11,False,29.0,21.0,3.0,,0.0,6.0,8.0,15.0,21.0,,4.0,,,,79.0,37.0,8.0,10.0,0.168357,31.248,9.53363,16.0,,2,,0.36,0.37,0.16,,2.35,4.87,1.33,0.64,0.34,,,2.0,,2.0,2.0,,1.0,1.0,2.0,,,2.0,1.0,,0.5823,1.0429,1.0,0.49,,,1.0,,,,,1.0,,,,,,,
14566972,home,FC København,Lukas Lerager,lukas-lerager,L. Lerager,M,21,180,445,M,151470,EUR,742435200,M,12,12,False,40.0,34.0,1.0,,0.0,16.0,17.0,18.0,23.0,2.0,8.0,,,,90.0,57.0,7.2,8.0,0.0484084,27.216,11.97497,5.0,,1,,-0.23,0.12,0.0,,2.56,6.57,2.16,0.57,0.12,,,,1.0,,6.0,,1.0,,1.0,4.0,2.0,2.0,,,0.0114,0.0409,1.0,0.25,,,1.0,,,3.0,,,,,,,,,
14566972,home,FC København,Thomas Delaney,thomas-delaney,T. Delaney,M,27,182,1295,M,66477,EUR,683856000,M,27,27,False,24.0,18.0,3.0,2.0,0.0,8.0,11.0,10.0,13.0,1.0,4.0,,,,55.0,33.0,6.9,6.0,0.00599334,26.172,7.52509,1.0,,0,,0.0,0.01,0.18,,1.38,4.21,1.54,0.36,0.03,,,1.0,,3.0,5.0,,,,,3.0,1.0,,2.0,2.0,,,1.0,,,,,,1.0,,,,True,,,,,,
14566972,home,FC København,Elias Achouri,elias-achouri,E. Achouri,M,30,177,7770,M,945204,EUR,918604800,M,30,30,False,23.0,19.0,4.0,4.0,1.0,6.0,8.0,13.0,15.0,,7.0,,,,79.0,36.0,7.3,12.0,0.166287,29.916,9.5619,17.0,,1,,0.35,0.42,-0.02,,2.49,4.33,1.54,0.85,0.34,5.0,1.0,1.0,1.0,5.0,2.0,,2.0,1.0,,,,2.0,1.0,2.0,0.0304,,1.0,-0.23,,,,,,,,,,EliasAchouri,1.0,,,,
14566972,home,FC København,Youssoufa Moukoko,youssoufa-moukoko,Y. Moukoko,F,9,179,11943,M,997006,EUR,1100908800,F,9,9,False,13.0,10.0,,,0.0,2.0,3.0,8.0,10.0,,3.0,,,,69.0,21.0,6.5,8.0,0.0122632,29.052,8.91973,8.0,,1,,0.07,0.09,-0.11,,1.99,4.45,1.53,0.75,0.19,,,1.0,,4.0,2.0,1.0,,,1.0,1.0,1.0,5.0,1.0,2.0,0.6478,0.6845,,-0.36,,,,,,,,,,youssoufa_10,,1.0,,,
14566972,home,FC København,Mohamed Elyounoussi,mohamed-elyounoussi,M. Elyounoussi,M,10,176,2069,M,119151,EUR,775958400,F,10,10,False,35.0,27.0,,,0.0,12.0,15.0,15.0,20.0,1.0,7.0,,,,90.0,56.0,7.2,16.0,0.0240318,29.016,12.22164,8.0,,2,,-0.04,0.41,-0.01,,2.51,6.62,2.16,0.73,0.2,4.0,,1.0,3.0,6.0,8.0,1.0,2.0,,1.0,2.0,2.0,,2.0,,0.1413,0.2716,1.0,-0.12,,,1.0,1.0,,,,,,,,,3.0,1.0,
14566972,home,FC København,Mads Emil Madsen,mads-emil-madsen,M. E. Madsen,M,21,183,216,M,848034,EUR,884736000,M,21,21,True,7.0,6.0,2.0,1.0,0.0,2.0,2.0,4.0,5.0,,1.0,,,,35.0,12.0,6.2,2.0,0.00224203,25.92,5.41615,2.0,,0,,0.05,,-0.11,,1.07,2.66,1.28,0.36,0.05,,,,,3.0,1.0,,,,,1.0,,,,2.0,,,,,,,,,,1.0,,,,,,,1.0,,
