match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_totalContest,stat_blockedScoringAttempt,stat_hitWoodwork,stat_penaltyConceded,stat_fouls,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed
10389993,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,35.0,30.0,10.0,5.0,29.0,32.0,1.0,3.0,10.0,1.0,2.0,1.0,2.0,90.0,46.0,6.8,5.0,0.0,0.0,0.00027743,0,0.2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389993,home,Olympique Lyonnais,Malo Gusto,,,gusto-malo,M. Gusto,D,27,179,19313,M,996958,EUR,1053302400,D,27,27,False,70.0,62.0,11.0,7.0,42.0,47.0,20.0,27.0,4.0,,,,,90.0,95.0,6.6,12.0,0.0,0.0,0.027986,0,,malogst,4.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389993,home,Olympique Lyonnais,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184,714,M,996951,EUR,986774400,D,2,2,False,86.0,80.0,3.0,2.0,61.0,64.0,19.0,22.0,5.0,,,,,90.0,97.0,7.2,9.0,0.0,0.0,0.0138075,0,,,,1.0,1.0,10.0,,1.0,,5.0,2.0,,5.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
10389993,home,Olympique Lyonnais,Castello Lukeba,,,castello-lukeba,C. Lukeba,D,23,184,2728,M,976421,EUR,1040083200,D,4,4,False,87.0,82.0,2.0,1.0,60.0,60.0,22.0,27.0,7.0,,,,,90.0,93.0,6.8,5.0,0.0,0.0,0.0106518,0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
10389993,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,48.0,42.0,1.0,,21.0,22.0,21.0,30.0,5.0,,,,,90.0,74.0,6.6,13.0,0.031,0.0,0.05455,1,,tagliafico3,4.0,2.0,6.0,5.0,1.0,,1.0,5.0,1.0,,,,2.0,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,
10389993,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,40.0,36.0,6.0,6.0,20.0,21.0,17.0,22.0,3.0,,,,,67.0,52.0,6.7,9.0,0.0,0.0,0.0508253,0,,,3.0,,4.0,3.0,2.0,,1.0,2.0,1.0,,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,
10389993,home,Olympique Lyonnais,Thiago Mendes,,,thiago-mendes,T. Mendes,M,23,176,1626,M,329303,EUR,700617600,M,23,23,False,91.0,77.0,9.0,4.0,37.0,38.0,40.0,53.0,5.0,,,,,90.0,103.0,7.2,16.0,0.0813,0.0,0.0769396,2,,,,,2.0,6.0,1.0,,2.0,3.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,,1.0,2.0,,,,,,,,
10389993,home,Olympique Lyonnais,Houssem Aouar,,,aouar-houssem,H. Aouar,M,10,175,14575,M,846081,EUR,899164800,M,8,8,False,53.0,45.0,4.0,3.0,18.0,19.0,27.0,34.0,3.0,,,,,67.0,69.0,6.7,13.0,0.0,0.0,0.109194,0,,houssem_aouar,,,3.0,2.0,,,1.0,2.0,1.0,,,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,
10389993,home,Olympique Lyonnais,Tetê,,,tete,Tetê,F,21,175,3978,M,980327,EUR,950572800,F,11,11,False,35.0,25.0,3.0,1.0,5.0,7.0,20.0,32.0,2.0,,,,,77.0,52.0,6.4,21.0,0.1442,0.0,0.0631427,2,,Tete,4.0,2.0,8.0,4.0,,,,2.0,1.0,1.0,1.0,,2.0,1.0,,3.0,1.0,,,1.0,,2.0,1.0,,,,,,,,
10389993,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,10,10,False,23.0,17.0,1.0,1.0,6.0,6.0,11.0,19.0,3.0,,,,,90.0,43.0,7.5,16.0,0.7884,0.9052,0.0700341,1,,lacazettealex,2.0,,5.0,6.0,1.0,,,2.0,,3.0,,,5.0,,,1.0,,,,1.0,,3.0,,True,1.0,1.0,1.0,1.0,,,
10389993,home,Olympique Lyonnais,Karl Toko Ekambi,,,karl-toko-ekambi,K. Toko Ekambi,F,9,183,3852,M,842931,EUR,716428800,F,7,7,False,38.0,31.0,3.0,3.0,9.0,9.0,23.0,31.0,4.0,,,,,77.0,51.0,7.1,11.0,0.0621,0.0,0.296957,1,,karltokoekambi,2.0,1.0,4.0,7.0,,,1.0,1.0,1.0,,3.0,,,1.0,,4.0,1.0,,,,1.0,2.0,,,3.0,,,,,,
10389993,home,Olympique Lyonnais,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,24,24,True,21.0,18.0,1.0,1.0,11.0,12.0,7.0,10.0,3.0,,,,,23.0,29.0,6.8,5.0,0.0,0.0,0.00349417,0,,,1.0,,2.0,3.0,,1.0,,1.0,,,,,,,,2.0,,,,1.0,,1.0,,,2.0,,,,,,
10389993,home,Olympique Lyonnais,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183,2654,M,318653,EUR,837129600,F,9,9,True,3.0,2.0,,,,,2.0,3.0,,,,,,23.0,7.0,6.8,2.0,0.1181,0.0255,0.00253054,1,,,,,,2.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,
10389993,home,Olympique Lyonnais,Romain Faivre,,,romain-faivre,R. Faivre,M,28,180,1033,M,913942,EUR,900374400,M,15,15,True,6.0,6.0,,,5.0,5.0,2.0,2.0,1.0,,,,,13.0,15.0,6.2,6.0,0.0256,0.0482,0.156385,1,,,1.0,,5.0,,,,,,,,,,1.0,1.0,,2.0,,,,1.0,1.0,2.0,,,,1.0,,,,,
10389993,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,M,18,18,True,11.0,11.0,4.0,4.0,1.0,1.0,10.0,10.0,,,,,,13.0,15.0,6.4,3.0,0.0,0.0,0.417899,0,,rayan_cherki,,,3.0,1.0,,,,,,,,,,,,1.0,,,,,,3.0,,,1.0,,,,,,
