match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_fouls,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_aerialLost,stat_hitWoodwork,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_errorLeadToAGoal
14131882,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,31.0,27.0,9.0,5.0,0.0,26.0,26.0,1.0,5.0,1.0,3.0,2.0,2.0,90.0,34.0,6.8,4.0,0.00379937,0,0.11,0.02,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131882,home,FC Porto,Alberto Costa,alberto-baio,A. Costa,D,20,185,2748,M,,1160957,EUR,1064793600,D,20,20,False,,40.0,39.0,,,2.0,21.0,21.0,18.0,19.0,,4.0,,,74.0,62.0,7.5,8.0,0.0144438,3,0.0,0.04,-0.01,Alberto Baio,,1.0,4.0,6.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.4459,2.0,-0.56,,,,,,,,,,,,,,,,,,
14131882,home,FC Porto,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,,913401,EUR,961804800,D,18,18,False,,102.0,98.0,5.0,4.0,0.0,56.0,56.0,42.0,46.0,3.0,6.0,,,90.0,110.0,8.3,4.0,0.0247588,1,0.25,0.31,0.25,,,3.0,,5.0,,,,,,,,2.0,,,,0.3682,1.0,0.32,1.0,1.0,1.0,0.8863,,,,,,,,,,,,,,
14131882,home,FC Porto,Jan Bednarek,jan-bednarek,J. Bednarek,D,5,189,6978,M,janbednarek_,286085,EUR,829267200,D,5,5,False,,84.0,81.0,3.0,3.0,0.0,44.0,45.0,37.0,39.0,1.0,7.0,,,74.0,89.0,7.3,3.0,0.0176705,2,0.26,0.33,0.14,,,2.0,1.0,2.0,,,,,2.0,,2.0,,,,,0.0911,,-0.47,,,,,1.0,,,,,,,,,,,,,
14131882,home,FC Porto,Zaidu Sanusi,zaidu-sanusi,Z. Sanusi,D,12,182,2630,M,,987510,EUR,866160000,D,12,12,False,,34.0,30.0,,,0.0,16.0,19.0,14.0,15.0,,2.0,,,45.0,51.0,7.0,9.0,0.0509156,0,0.23,0.03,-0.03,,,,3.0,3.0,2.0,1.0,,,,,,2.0,,,,,1.0,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,
14131882,home,FC Porto,Victor Froholdt,victor-froholdt,V. Froholdt,M,8,187,3948,M,,1406639,EUR,1140825600,M,8,8,False,,18.0,17.0,,,1.0,3.0,4.0,14.0,14.0,,3.0,,,58.0,24.0,7.3,3.0,0.561655,1,0.45,0.38,0.0,,,2.0,6.0,4.0,1.0,,2.0,,,1.0,,,,,2.0,0.053,2.0,-0.01,,,,,4.0,,,,1.0,,,,,,,,,
14131882,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,,76.0,69.0,1.0,,0.0,38.0,39.0,31.0,37.0,,9.0,,,90.0,85.0,7.3,9.0,0.378862,2,0.47,0.27,0.14,Alan Varela,,,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,2.0,0.107,2.0,0.01,,,,,,,,,,3.0,1.0,,,,,,,
14131882,home,FC Porto,Gabri Veiga,gabri-veiga,G. Veiga,M,10,184,5203,M,,1010505,EUR,1022457600,M,10,10,False,,45.0,39.0,1.0,1.0,0.0,21.0,22.0,18.0,23.0,,3.0,,,90.0,58.0,6.7,12.0,0.187581,1,0.07,0.17,-0.06,,,,3.0,,,,,,,,,,,2.0,,0.0501,4.0,-0.19,1.0,,,0.1382,2.0,8.0,4.0,1.0,,,,1.0,,,,,,
14131882,home,FC Porto,William Gomes,william-gomes,W. Gomes,F,7,171,4700,M,,1639250,EUR,1142380800,F,7,7,False,,19.0,11.0,1.0,1.0,0.0,3.0,4.0,8.0,15.0,,2.0,,,58.0,33.0,7.3,15.0,0.0240805,3,-0.18,0.27,-0.05,William Gomes Carvalho Santos,,,8.0,3.0,3.0,2.0,,1.0,,1.0,,1.0,1.0,,,0.6322,1.0,0.53,2.0,1.0,,1.0892,2.0,4.0,,1.0,2.0,2.0,,,,,,,,
14131882,home,FC Porto,Luuk de Jong,luuk-de-jong,L. de Jong,F,26,188,8648,M,luukdejong9,40878,EUR,651715200,F,26,26,False,,18.0,14.0,,,0.0,6.0,8.0,8.0,10.0,,1.0,,,90.0,29.0,7.0,6.0,0.0095123,3,-0.29,-0.22,-0.01,,,4.0,3.0,6.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,1.0,,0.1098,,0.17,1.0,,1.0,0.7367,,,,1.0,,2.0,,,,,,,,
