match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_hitWoodwork
12448235,home,RKC Waalwijk,Jeroen Houwen,jeroen-houwen,J. Houwen,G,188,36,M,339367,EUR,824601600,G,1,1,False,43.0,28.0,22.0,7.0,0.0,22.0,26.0,6.0,17.0,2.0,9.0,5.0,7.0,2.0,2.0,90.0,54.0,7.7,15.0,0.00281139,0,1.3401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448235,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,184,104,M,798179,EUR,880329600,D,2,2,False,32.0,26.0,,,0.0,9.0,10.0,18.0,30.0,1.0,4.0,,,,,78.0,51.0,6.5,13.0,0.132627,0,,,,2,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12448235,home,RKC Waalwijk,Roshon van Eijma,roshon-van-eijma,R. v. Eijma,D,186,59,M,925930,EUR,897350400,D,17,17,False,74.0,66.0,6.0,4.0,0.0,41.0,44.0,25.0,30.0,5.0,3.0,,,,,90.0,92.0,7.3,10.0,0.00985164,1,,,,3,,,2.0,4.0,6.0,1.0,,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0533,0.5764,,,,,,,,,,,,,
12448235,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,188,65,M,783468,EUR,810864000,D,3,3,False,62.0,49.0,17.0,8.0,0.0,23.0,27.0,26.0,35.0,2.0,3.0,,,,,79.0,69.0,6.5,15.0,0.272473,0,,,,33,,,3.0,4.0,6.0,1.0,,2.0,,,,,3.0,2.0,,,,,,1.0,,,,,,,,,,,,
12448235,home,RKC Waalwijk,Aaron Meijers,aaron-meijers,A. Meijers,D,176,30,M,32386,EUR,562377600,D,28,28,False,28.0,18.0,3.0,2.0,0.0,10.0,10.0,10.0,28.0,3.0,1.0,,,,,79.0,59.0,6.9,20.0,0.340315,0,,Aaron,Meijers,14,10.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,,,3.0,,,,,1.0,,,,1.0,,,,,,,,,,,,
12448235,home,RKC Waalwijk,Godfried Roemeratoe,godfried-roemeratoe,G. Roemeratoe,M,178,106,M,825849,EUR,935020800,M,24,24,False,50.0,40.0,7.0,4.0,0.0,19.0,24.0,21.0,26.0,2.0,5.0,,,,,84.0,57.0,6.6,10.0,0.0308043,0,,,,6,,,1.0,2.0,2.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
12448235,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,195,495,M,1010846,EUR,978480000,M,6,6,False,43.0,35.0,5.0,3.0,0.0,7.0,7.0,28.0,38.0,,4.0,,,,,90.0,59.0,6.8,17.0,0.0178172,2,,,,5,2.0,,2.0,8.0,5.0,,,3.0,1.0,1.0,,,2.0,2.0,3.0,,2.0,0.092,0.0195,3.0,2.0,1.0,1.0,,,,,,,,,
12448235,home,RKC Waalwijk,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,179,62,M,971006,EUR,1007769600,M,7,7,False,16.0,16.0,,,0.0,2.0,2.0,15.0,18.0,,1.0,,,,,78.0,25.0,6.6,7.0,0.0409546,1,,,,7,4.0,1.0,,5.0,,1.0,,2.0,1.0,,,,,,2.0,,2.0,0.0209,0.016,,1.0,,,,,,,,,,,
12448235,home,RKC Waalwijk,Richard van der Venne,richard-van-der-venne,R. v. d. Venne,M,178,80,M,804489,EUR,705974400,M,23,23,False,22.0,15.0,2.0,1.0,0.0,5.0,6.0,10.0,17.0,,3.0,,,,,90.0,37.0,7.1,14.0,0.0354309,3,,,,10,1.0,,,14.0,2.0,1.0,1.0,7.0,3.0,,,,,,2.0,1.0,3.0,0.3193,1.0295,2.0,2.0,1.0,,1.0,,,,,,,,
12448235,home,RKC Waalwijk,Chris Lokesa,lokesa-chris,C. Lokesa,M,175,140,M,1126518,EUR,1099785600,M,14,14,False,28.0,23.0,4.0,2.0,0.0,5.0,5.0,18.0,24.0,,7.0,,,,,90.0,55.0,6.4,17.0,0.0349365,1,,,,5,1.0,,2.0,12.0,9.0,1.0,1.0,3.0,,,1.0,,2.0,1.0,3.0,2.0,1.0,0.0644,,7.0,3.0,3.0,1.0,,1.0,,,,,,,
