match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_dispossessed,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_onTargetScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_goalAssist,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId
10389916,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197.0,3450,M,580226,EUR,740707200,G,99,99,False,43.0,27.0,31.0,15.0,19.0,23.0,8.0,20.0,2.0,1.0,1.0,1.0,12.0,1.0,1.0,3.0,1.0,1.0,90.0,52.0,7.5,16.0,0.0,0.0,0.00507697,1.0,0,0.6147,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389916,home,Clermont Foot,Florent Ogier,florent-ogier,F. Ogier,D,69,182.0,26,M,122943,EUR,606441600,D,21,21,False,28.0,20.0,6.0,3.0,15.0,20.0,5.0,8.0,3.0,,,4.0,3.0,,,,,,90.0,42.0,6.8,10.0,0.0,0.0,0.00485232,,0,,,,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10389916,home,Clermont Foot,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187.0,1515,M,286087,EUR,855619200,D,4,4,False,15.0,6.0,7.0,,5.0,8.0,1.0,7.0,4.0,1.0,1.0,2.0,4.0,,,,,,80.0,25.0,6.4,9.0,0.3182,0.0,0.00289997,,1,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10389916,home,Clermont Foot,Maximiliano Caufriez,maximiliano-caufriez,M. Caufriez,D,5,189.0,161,M,800349,EUR,856051200,D,5,5,False,31.0,26.0,4.0,3.0,21.0,25.0,5.0,6.0,9.0,,,2.0,8.0,,,,,,90.0,52.0,8.0,8.0,0.0,0.0,0.00287761,,0,,,,,1.0,6.0,,6.0,2.0,,,,3.0,2.0,4.0,1.0,4.0,2.0,1.0,,,,,,,,,
10389916,home,Clermont Foot,Mehdi Zeffane,mehdi-zeffane,M. Zeffane,M,,176.0,821,M,217770,EUR,706233600,M,2,2,False,24.0,17.0,1.0,,12.0,18.0,5.0,9.0,6.0,1.0,1.0,1.0,3.0,,,,,,78.0,45.0,7.1,14.0,0.2423,0.0328,0.0257007,,2,,,,,,3.0,1.0,4.0,1.0,1.0,1.0,1.0,,2.0,2.0,,2.0,2.0,,3.0,1.0,,,,,,,
10389916,home,Clermont Foot,Maxime Gonalons,maxime-gonalons,M. Gonalons,M,,186.0,154,M,82555,EUR,605491200,M,12,12,False,26.0,17.0,3.0,2.0,11.0,16.0,6.0,10.0,10.0,1.0,,1.0,7.0,,,,,,78.0,42.0,7.1,11.0,0.0,0.0,0.00176333,,0,,,,,4.0,4.0,1.0,5.0,1.0,,,,,2.0,,,4.0,1.0,2.0,,,,,,,,,
10389916,home,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179.0,44,M,216222,EUR,570067200,M,25,25,False,36.0,30.0,9.0,8.0,20.0,24.0,12.0,18.0,3.0,1.0,1.0,,4.0,,,,,,90.0,48.0,7.1,10.0,0.0,0.0,0.0283918,,0,,,,,,3.0,1.0,1.0,1.0,,,,,1.0,,,,,2.0,6.0,,2.0,,,,,,
10389916,home,Clermont Foot,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172.0,920,M,988632,EUR,793843200,M,11,11,False,25.0,17.0,8.0,1.0,10.0,13.0,7.0,14.0,4.0,2.0,,1.0,12.0,,,,,,90.0,54.0,7.0,17.0,0.0811,0.0,0.170876,1.0,1,,,,,1.0,3.0,,1.0,2.0,,1.0,,1.0,1.0,,,,2.0,1.0,2.0,,,1.0,,,,,
10389916,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180.0,998,M,958901,EUR,969926400,F,70,70,False,20.0,14.0,,,6.0,8.0,8.0,12.0,2.0,1.0,,,5.0,,,,,,70.0,30.0,6.7,11.0,0.0,0.0,0.358921,1.0,0,,,,,,7.0,2.0,1.0,1.0,,,,,,1.0,3.0,,1.0,,,,,1.0,1.0,,,,
10389916,home,Clermont Foot,Grejohn Kyei,grejohn-kyei,G. Kyei,F,95,187.0,241,M,581146,EUR,808185600,F,95,95,False,14.0,10.0,1.0,1.0,6.0,7.0,4.0,7.0,9.0,2.0,2.0,1.0,3.0,,,,,,77.0,32.0,7.2,10.0,0.4821,0.819,0.0123,,2,,,,,4.0,10.0,3.0,2.0,1.0,,,,,2.0,4.0,2.0,2.0,3.0,1.0,,1.0,,,,1.0,1.0,1.0,
10389916,home,Clermont Foot,Elbasan Rashani,elbasan-rashani,E. Rashani,F,11,181.0,221,M,113409,EUR,736905600,F,18,18,False,13.0,10.0,,,6.0,7.0,5.0,7.0,7.0,5.0,3.0,,1.0,,,,,,71.0,34.0,6.7,8.0,0.1194,0.0,0.0450872,1.0,1,,,,,,10.0,2.0,3.0,1.0,,,,,,4.0,1.0,3.0,2.0,1.0,1.0,,1.0,1.0,,1.0,,,
10389916,home,Clermont Foot,Saîf-Eddine Khaoui,saif-eddine-khaoui,S. Khaoui,M,10,180.0,616,M,346262,EUR,798940800,M,10,10,True,4.0,2.0,2.0,,1.0,1.0,1.0,3.0,,1.0,,1.0,2.0,,,,,,20.0,6.0,6.3,3.0,0.0,0.0,0.00523029,1.0,0,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,
10389916,home,Clermont Foot,Yohann Magnin,yohann-magnin,Y. Magnin,M,8,183.0,60,M,942840,EUR,866851200,M,7,7,True,2.0,1.0,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,19.0,4.0,6.6,1.0,0.0,0.0,1.84e-06,,0,,,,,,2.0,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,
10389916,home,Clermont Foot,Komnen Andrić,komnen-andric,K. Andrić,F,17,189.0,318,M,314138,EUR,804556800,F,9,9,True,2.0,,,,,,,2.0,2.0,2.0,,1.0,,,,,,,13.0,9.0,6.3,5.0,0.0,0.0,0.0,,0,,,,,1.0,3.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,
