match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,from,id,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,injury,length,description,confirmed
10388472,FT,4.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
10388472,,4.0,1.0,,84,,,7,,,goal,penalty,167090160.0,False,penalty,246431.0,Sven Michel,,,,,,,
10388472,,,,,79,,,12,,,card,,120552541.0,False,yellow,352610.0,Miloš Pantović,Miloš Pantović,Foul,False,,,,
10388472,,,,,77,,,14,,,substitution,,121450797.0,False,regular,,,,,,False,,,
10388472,,,,,77,,,14,,,substitution,,121450796.0,False,regular,,,,,,False,,,
10388472,,,,,76,,,15,,,substitution,,121450795.0,True,regular,,,,,,False,,,
10388472,,,,,76,,,15,,,substitution,,121450794.0,True,regular,,,,,,False,,,
10388472,,,,,69,,,22,,,substitution,,121450747.0,True,regular,,,,,,False,,,
10388472,,,,,69,,,22,,,substitution,,121450746.0,True,regular,,,,,,False,,,
10388472,,,,,69,,,22,,,substitution,,121450745.0,True,regular,,,,,,False,,,
10388472,,,,,60,,,31,,,substitution,,121450677.0,False,regular,,,,,,False,,,
10388472,,,,,60,,,31,,,substitution,,121450676.0,False,regular,,,,,,False,,,
10388472,,,,,46,,,45,,,substitution,,121450505.0,False,regular,,,,,,False,,,
10388472,HT,4.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
10388472,,4.0,0.0,,45,1.0,,1,,,goal,,167088610.0,True,regular,111483.0,Michael Gregoritsch,,,,,,,
10388472,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,,2.0,,
10388472,,3.0,0.0,,20,,,26,,,goal,penalty,167087851.0,True,penalty,171961.0,Vincenzo Grifo,,,,,,,
10388472,,,,,19,,,27,,,card,,120552192.0,False,red,855663.0,Diogo Leite,Diogo Leite,Professional foul last man,False,,,,
10388472,,,,,9,,,37,,,inGamePenalty,,118411234.0,False,missed,130433.0,Robin Knoche,,woodwork,,,,Woodwork,
10388472,,2.0,0.0,,6,,,40,,,goal,,167087580.0,True,regular,171961.0,Vincenzo Grifo,,,,,,,
10388472,,1.0,0.0,,4,,,42,,,goal,penalty,167087524.0,True,penalty,171961.0,Vincenzo Grifo,,,,,,,
10388472,,,,,3,,,43,,,varDecision,,14469.0,True,penaltyNotAwarded,142231.0,Christian Günter,,,,,,,False
