match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_interceptionWon,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_dispossessed,stat_onTargetScoringAttempt,stat_keyPass,stat_totalCross,player_firstName,player_lastName,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_accurateCross,player_sofascoreId,stat_goals,stat_errorLeadToAShot,stat_goalAssist
10411493,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,36.0,24.0,29.0,17.0,8.0,8.0,16.0,28.0,10.0,6.0,6.0,90.0,45.0,7.5,12.0,0.0,0.0,0.0168774,0,1.0854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411493,home,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190,252,M,812829,EUR,812764800,D,23,23,False,4.0,3.0,1.0,1.0,3.0,3.0,,1.0,2.0,,,23.0,8.0,6.8,1.0,0.0,0.0,1.686e-05,0,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411493,home,Hellas Verona,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,6,6,False,32.0,20.0,7.0,2.0,17.0,25.0,3.0,7.0,12.0,,,90.0,44.0,7.4,12.0,0.0,0.0,0.00057222,0,,,2.0,2.0,8.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411493,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,D,27,27,False,17.0,12.0,2.0,2.0,10.0,11.0,2.0,6.0,1.0,,,45.0,23.0,6.7,6.0,0.0,0.0,0.00111098,0,,,2.0,,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
10411493,home,Hellas Verona,Davide Faraoni,davide-faraoni,D. Faraoni,D,19,180,300,M,32040,EUR,688348800,M,5,5,False,19.0,14.0,6.0,4.0,9.0,13.0,5.0,6.0,7.0,,,77.0,39.0,6.9,7.0,0.0858,0.0,0.00511954,3,,,,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10411493,home,Hellas Verona,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,371,M,139235,EUR,760320000,M,61,61,False,36.0,31.0,2.0,1.0,18.0,19.0,13.0,17.0,8.0,,,90.0,46.0,6.8,7.0,0.0783,0.049,0.0201612,2,,1.0,1.0,3.0,3.0,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10411493,home,Hellas Verona,Oliver Abildgaard,oliver-abildgaard,O. Abildgaard,M,28,190,213,M,798664,EUR,834364800,M,28,28,False,31.0,24.0,2.0,1.0,12.0,14.0,12.0,18.0,3.0,,,90.0,40.0,6.6,9.0,0.0158,0.0,0.0231408,1,,4.0,5.0,8.0,8.0,1.0,,,2.0,,,,,3.0,2.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,
10411493,home,Hellas Verona,Darko Lazović,darko-lazovic,D. Lazović,M,88,181,680,M,41157,EUR,653356800,M,8,8,False,27.0,22.0,5.0,3.0,11.0,12.0,11.0,22.0,6.0,,,90.0,46.0,6.8,16.0,0.1237,0.0542,0.00601489,2,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,7.0,,,1.0,1.0,,,,,,,,
10411493,home,Hellas Verona,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1937,M,877037,EUR,959299200,F,26,26,False,16.0,9.0,,,3.0,3.0,6.0,13.0,2.0,,,90.0,37.0,6.5,15.0,0.082,0.0366,0.0105802,3,,6.0,2.0,15.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,2.0,2.0,,,2.0,3.0,4.0,1.0,2.0,,,,,,,,,,,,,
10411493,home,Hellas Verona,Simone Verdi,simone-verdi,S. Verdi,M,99,174,614,M,98058,EUR,710899200,F,7,7,False,13.0,9.0,2.0,1.0,5.0,6.0,4.0,8.0,1.0,,,45.0,18.0,6.6,6.0,0.0,0.0,0.0019889,0,,,1.0,1.0,3.0,,,,,,,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,
