match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_onTargetScoringAttempt,stat_fouls,stat_totalCross,stat_challengeLost,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_hitWoodwork
10388370,home,Borussia M'gladbach,Jonas Omlin,jonas-omlin,J. Omlin,G,18,189,396,M,571622,EUR,758160000,G,1,1,False,31.0,27.0,7.0,3.0,26.0,27.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,90.0,40.0,7.5,4.0,0.0,0.0,0.00063031,1.0,0,0.1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388370,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,80.0,77.0,1.0,,41.0,42.0,36.0,38.0,,4.0,,,,90.0,92.0,7.5,4.0,0.1093,0.0,0.018168,,1,,,,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
10388370,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,89.0,81.0,5.0,2.0,53.0,57.0,28.0,32.0,,6.0,,,,90.0,102.0,7.5,9.0,0.072,0.0,0.0181449,,1,,,,,4.0,,6.0,1.0,3.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
10388370,home,Borussia M'gladbach,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,577726,EUR,797990400,D,25,25,False,98.0,93.0,5.0,2.0,49.0,52.0,44.0,46.0,,10.0,,,,90.0,112.0,7.5,5.0,0.0699,0.0909,0.0263021,,2,,,,3.0,1.0,4.0,5.0,1.0,3.0,,1.0,,,,4.0,rbens,1.0,1.0,,,,,,,,,,,,,
10388370,home,Borussia M'gladbach,Stefan Lainer,stefan-lainer,S. Lainer,D,22,176,447,M,113920,EUR,714873600,M,18,18,False,61.0,58.0,3.0,1.0,16.0,16.0,42.0,48.0,,2.0,,,,89.0,75.0,6.8,8.0,0.0649,0.0723,0.044041,,1,,,,,,1.0,,,2.0,,1.0,,,2.0,,,1.0,1.0,3.0,1.0,,,,,,,,,,,
10388370,home,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,105.0,96.0,9.0,4.0,34.0,37.0,62.0,68.0,,10.0,,,,90.0,113.0,7.0,10.0,0.0,0.0,0.0645837,1.0,0,,,,1.0,,3.0,6.0,,,,1.0,2.0,1.0,,4.0,,,1.0,,1.0,,,,,,,,,,,
10388370,home,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,32,32,False,74.0,69.0,6.0,4.0,18.0,18.0,52.0,57.0,,3.0,,,,89.0,83.0,7.1,7.0,0.0976,0.2622,0.382059,1.0,1,,,,,,2.0,3.0,,,,,1.0,,,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,
10388370,home,Borussia M'gladbach,Luca Netz,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,M,20,20,False,30.0,26.0,1.0,1.0,10.0,12.0,16.0,19.0,,2.0,,,,71.0,46.0,7.5,7.0,0.4397,0.6382,0.085748,1.0,1,,,,,,3.0,3.0,,1.0,,1.0,2.0,2.0,1.0,,,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,
10388370,home,Borussia M'gladbach,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,F,23,23,False,109.0,100.0,10.0,8.0,24.0,24.0,78.0,92.0,2.0,3.0,,,,90.0,131.0,9.6,17.0,0.7431,0.7504,1.2086,6.0,5,,,,,,2.0,5.0,2.0,,,,4.0,3.0,1.0,,,2.0,,7.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
10388370,home,Borussia M'gladbach,Lars Stindl,lars-stindl,L. Stindl,M,,180,394,M,23996,EUR,588556800,F,13,13,False,64.0,52.0,3.0,3.0,21.0,22.0,31.0,42.0,2.0,3.0,,,,85.0,77.0,7.7,16.0,0.464,0.109,0.0986165,4.0,3,,,,1.0,,5.0,4.0,2.0,,1.0,,1.0,1.0,1.0,3.0,,1.0,,,2.0,,2.0,,,,1.0,1.0,,True,2.0,
