match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalCross,stat_shotOffTarget,stat_wasFouled,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_goals
10408528,home,Villarreal,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,35,35,False,30.0,24.0,6.0,24.0,27.0,3.0,1.0,6.0,1.0,1.0,2.0,1.0,90.0,39.0,6.6,6.0,0.0,0.0,3.103e-05,0,-0.2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408528,home,Villarreal,Juan Foyth,juan-foyth,J. Foyth,D,8,187,6465,M,juanfoyth,873189,EUR,884563200,D,8,8,False,40.0,37.0,4.0,19.0,20.0,20.0,1.0,9.0,,,,,82.0,52.0,6.6,7.0,0.0,0.0,0.015487,0,,,,3.0,18.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10408528,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190,1235,M,,3041,EUR,494640000,D,3,3,False,82.0,70.0,11.0,52.0,57.0,25.0,1.0,6.0,,,,,90.0,92.0,6.7,14.0,0.0,0.0,0.00892099,0,,,,6.0,18.0,5.0,3.0,1.0,,,,2.0,1.0,2.0,,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10408528,home,Villarreal,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190,660,M,,868715,EUR,942796800,D,5,5,False,45.0,36.0,12.0,28.0,34.0,11.0,6.0,4.0,,,,,90.0,55.0,6.7,10.0,0.0,0.0,0.0291381,0,,,,5.0,8.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10408528,home,Villarreal,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171,850,M,,229740,EUR,710294400,D,18,18,False,42.0,30.0,4.0,20.0,25.0,19.0,1.0,6.0,,,,,85.0,67.0,6.6,18.0,0.0883,0.0,0.0158856,2,,,,,10.0,3.0,5.0,1.0,1.0,,1.0,1.0,,1.0,,,,3.0,,,2.0,2.0,1.0,,,,,,,,,,,
10408528,home,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,10,180,1999,M,,39182,EUR,608688000,M,10,10,False,62.0,57.0,3.0,23.0,26.0,41.0,1.0,7.0,,,,,90.0,88.0,6.7,17.0,0.0,0.0,0.0374497,0,,,,2.0,35.0,7.0,7.0,4.0,,,1.0,2.0,,1.0,,,,1.0,,3.0,5.0,,4.0,1.0,2.0,,,,,,,,,
10408528,home,Villarreal,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,19,172,21963,M,chukwuezesamuel8,822470,EUR,927331200,M,11,11,False,52.0,41.0,3.0,11.0,12.0,41.0,,1.0,,,,,90.0,68.0,7.3,17.0,0.1476,0.0684,0.108745,3,,,,3.0,30.0,3.0,5.0,,3.0,1.0,,3.0,1.0,,1.0,,1.0,,,2.0,1.0,2.0,1.0,,,1.0,,,,,,,,
10408528,home,Villarreal,Étienne Capoue,etienne-capoue,É. Capoue,M,,187,342,M,,16701,EUR,584582400,M,6,6,False,43.0,39.0,2.0,20.0,22.0,21.0,,6.0,,,,,81.0,51.0,7.1,4.0,0.0358,0.1376,0.018101,1,,,,2.0,19.0,2.0,4.0,,1.0,1.0,2.0,1.0,,1.0,,,1.0,,,,,,2.0,,,1.0,,,,,,,,
10408528,home,Villarreal,Alejandro Baena,alejandro-baena,A. Baena,M,10,174,9564,M,alexbaena,910031,EUR,995587200,M,16,16,False,38.0,26.0,3.0,10.0,12.0,27.0,1.0,10.0,,,,,90.0,59.0,6.8,19.0,0.0523,0.4511,0.0750459,2,,,,2.0,16.0,10.0,10.0,2.0,4.0,2.0,,3.0,2.0,2.0,2.0,,2.0,,,1.0,1.0,,5.0,,2.0,1.0,1.0,,,,,,,
10408528,home,Villarreal,Yéremy Pino,yeremy-pino,Y. Pino,M,10,172,6120,M,,984624,EUR,1035072000,M,21,21,False,18.0,8.0,2.0,2.0,3.0,17.0,,3.0,,,,,81.0,31.0,7.1,14.0,0.0732,0.0,0.262524,1,,,,2.0,7.0,5.0,6.0,1.0,,,,4.0,3.0,2.0,1.0,,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,,,,1.0,2.0,,,,,
