match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_lastName,captain,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_goals,player_sofascoreId,stat_outfielderBlock,stat_bigChanceMissed
11067475,home,Grêmio,Gabriel Grando,Gabriel Grando,gabriel-grando,G. Grando,G,12,192.0,1323,M,1111770,EUR,954288000,G,12,12,False,17.0,8.0,9.0,1.0,8.0,10.0,7.0,11.0,2.0,1.0,2.0,1.0,1.0,90.0,29.0,6.6,9.0,3.473e-05,0,-0.2658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067475,home,Grêmio,Bruno Alves,,bruno-alves,B. Alves,D,3,184.0,261,M,551810,EUR,671760000,D,34,34,False,34.0,31.0,1.0,,21.0,21.0,13.0,3.0,,,,,,90.0,42.0,6.4,4.0,0.0471243,0,,10.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11067475,home,Grêmio,Pedro Geromel,,pedro-geromel,P. Geromel,D,3,190.0,681,M,13338,EUR,496108800,D,3,3,False,50.0,40.0,6.0,,27.0,29.0,23.0,6.0,,,,,,90.0,60.0,6.1,12.0,0.00622461,0,,13.0,4.0,1.0,8.0,3.0,,2.0,3.0,1.0,,1.0,2.0,,True,2.0,2.0,,,,,,,,,,,,,,,
11067475,home,Grêmio,Walter Kannemann,,walter-kannemann,W. Kannemann,D,4,183.0,2119,M,249647,EUR,668908800,D,4,4,False,25.0,22.0,1.0,1.0,15.0,16.0,9.0,1.0,,,,,,69.0,32.0,6.4,3.0,0.00363206,0,,7.0,2.0,2.0,5.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,
11067475,home,Grêmio,João Pedro,,joao-pedro,J. Pedro,D,18,179.0,1116,M,605528,EUR,848016000,M,18,18,False,32.0,25.0,4.0,1.0,11.0,14.0,20.0,3.0,,,,,,90.0,51.0,6.1,12.0,0.0138738,0,,14.0,1.0,1.0,8.0,4.0,,3.0,,2.0,2.0,,3.0,,,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,
11067475,home,Grêmio,Mathias Villasanti,,mathias-villasanti,M. Villasanti,M,20,178.0,2843,M,1139775,EUR,854064000,M,20,20,False,40.0,36.0,,,13.0,14.0,26.0,9.0,,,,,,90.0,56.0,7.8,8.0,0.135078,2,,23.0,,1.0,4.0,6.0,,1.0,1.0,2.0,,3.0,1.0,,,,,3.0,,1.0,2.0,1.0,1.0,1.0,0.05,2.0,,,,,,
11067475,home,Grêmio,Pepê,,pepe,Pepê,M,6,183.0,730,M,946945,EUR,884044800,M,23,23,False,41.0,34.0,3.0,1.0,15.0,17.0,26.0,8.0,,,,,,90.0,59.0,7.1,12.0,0.0123736,0,,19.0,,,2.0,9.0,1.0,2.0,1.0,4.0,3.0,4.0,,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,
11067475,home,Grêmio,Reinaldo,,reinaldo,Reinaldo,D,6,178.0,2574,M,243109,EUR,622944000,M,6,6,False,40.0,28.0,9.0,2.0,12.0,14.0,38.0,4.0,,,,,,90.0,75.0,6.7,27.0,0.11894,1,,17.0,1.0,,4.0,5.0,1.0,1.0,,3.0,2.0,2.0,2.0,,,12.0,,1.0,,,,,,1.0,0.0306,1.0,1.0,,,,,
11067475,home,Grêmio,Everton Galdino,,everton-galdino,Everton Galdino,F,17,177.0,260,M,871162,EUR,858556800,F,13,13,False,12.0,6.0,,,1.0,5.0,8.0,2.0,,,,,,69.0,28.0,6.9,12.0,0.144096,3,,6.0,2.0,,4.0,4.0,1.0,,,2.0,2.0,1.0,,,,1.0,,2.0,1.0,4.0,,,,2.0,0.1283,3.0,1.0,1.0,,,,
11067475,home,Grêmio,Lucas Besozzi,Lucas Besozzi,lucas-besozzi,L. Besozzi,M,77,176.0,272,M,1086339,EUR,1043193600,F,22,22,False,15.0,13.0,1.0,,3.0,3.0,14.0,2.0,,,,,,45.0,21.0,6.4,7.0,0.00861306,0,,10.0,,,2.0,,,,,,,,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,,,
