match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,injury,playerName,rescinded,length,reason,confirmed
11540884,FT,3.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
11540884,,3.0,1.0,,90,9.0,,1,,,goal,182474891.0,True,regular,815080.0,Jamiro Monteiro,,,,,,
11540884,,,,,90,2.0,,1,,,substitution,122715765.0,False,regular,,,False,,,,,
11540884,,,,,90,2.0,,1,,,substitution,122715764.0,False,regular,,,False,,,,,
11540884,,,,,90,1.0,,1,,,card,121347226.0,True,yellow,310068.0,Marko Jevtović,,Marko Jevtović,False,,,
11540884,,2.0,1.0,,90,,,1,,,goal,182474494.0,True,regular,310068.0,Marko Jevtović,,,,,,
11540884,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,7.0,,
11540884,,,,,89,,,2,,,substitution,122715735.0,True,regular,,,False,,,,,
11540884,,,,,89,,,2,,,substitution,122715734.0,True,regular,,,False,,,,,
11540884,,,,,80,,,11,,,card,121347146.0,False,yellow,209082.0,Marcus Rohdén,,Marcus Rohdén,False,,Foul,
11540884,,,,,79,,,12,,,substitution,122715621.0,False,regular,,,False,,,,,
11540884,,,,,69,,,22,,,substitution,122715457.0,True,regular,,,False,,,,,
11540884,,,,,68,,,23,,,substitution,122715456.0,True,regular,,,False,,,,,
11540884,,1.0,1.0,,67,,,24,,,goal,182473093.0,False,regular,870717.0,Marcão,,,,,,
11540884,,,,,59,,,32,,,substitution,122715307.0,False,regular,,,False,,,,,
11540884,,,,,59,,,32,,,substitution,122715306.0,False,regular,,,False,,,,,
11540884,,,,,55,,,36,,,card,121346941.0,False,red,139410.0,Federico Ceccherini,,Federico Ceccherini,False,,Foul,
11540884,,,,,54,,,37,,,varDecision,25928.0,False,cardUpgrade,139410.0,Federico Ceccherini,,,,,,False
11540884,,1.0,0.0,,47,,,44,,,goal,182471803.0,True,regular,355004.0,Ertuğrul Ersoy,,,,,,
11540884,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
11540884,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,4.0,,
11540884,,,,,42,,,4,,,substitution,122714935.0,True,injury,,,True,,,,,
11540884,,,,,39,,,7,,,card,121346721.0,False,yellow,128089.0,Dimitrios Kourbelis,,Dimitrios Kourbelis,False,,Foul,
11540884,,,,,31,,,15,,,card,121346643.0,True,yellow,869845.0,Aliou Badji,,Aliou Badji,False,,Foul,
11540884,,,,,-5,,,6,,,card,121350660.0,True,yellow,98461.0,Lazar Marković,,Lazar Marković,False,,Argument,
