match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_aerialLost,stat_bigChanceMissed,stat_fouls,stat_hitWoodwork,stat_shotOffTarget,stat_interceptionWon,stat_dispossessed,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalOffside
12117019,home,Corinthians,Carlos Miguel,carlos-miguel,C. Miguel,G,1,204,5473,M,973738,EUR,907891200,G,22,22,False,40.0,37.0,7.0,4.0,36.0,36.0,1.0,4.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,90.0,49.0,8.1,4.0,0.0097079,1.0,0,0.2992,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117019,home,Corinthians,Fagner,fagner,Fagner,D,23,168,3781,M,25554,EUR,613526400,D,23,23,False,56.0,45.0,5.0,1.0,26.0,29.0,20.0,31.0,,4.0,1.0,,4.0,1.0,,,,,,,79.0,78.0,7.4,15.0,0.268542,2.0,1,,Fagner,True,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0176,0.0151,,,,,,,,,,,,
12117019,home,Corinthians,Félix Torres,felix-torres,F. Torres,D,4,187,5321,M,881848,EUR,852940800,D,3,3,False,87.0,75.0,4.0,2.0,56.0,62.0,19.0,25.0,3.0,3.0,,2.0,7.0,,,,,,,,90.0,92.0,6.9,12.0,0.0140707,,1,,felix_torres,,,,4.0,1.0,,,1.0,,,,,0.146,0.4489,,,2.0,1.0,1.0,,,,,,,
12117019,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,929200,EUR,924998400,D,25,25,False,67.0,61.0,10.0,8.0,47.0,51.0,14.0,16.0,6.0,8.0,,4.0,2.0,1.0,,,,,,,90.0,77.0,7.7,6.0,0.00433064,,0,,,,,,1.0,,,,,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,
12117019,home,Corinthians,Hugo,hugo,Hugo,D,,179,3173,M,1017827,EUR,872812800,D,46,46,False,58.0,47.0,4.0,1.0,20.0,24.0,27.0,34.0,5.0,9.0,,4.0,5.0,,,,,,,,90.0,77.0,7.5,11.0,0.016527,1.0,1,,,,,,4.0,,2.0,2.0,1.0,1.0,2.0,,,0.2322,0.4131,,,2.0,1.0,2.0,1.0,,,,,,
12117019,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,866392,EUR,851990400,M,14,14,False,29.0,20.0,1.0,,10.0,13.0,10.0,17.0,1.0,6.0,,1.0,4.0,3.0,,,,,,,80.0,44.0,6.7,11.0,0.00614191,,3,,R14niele,,1.0,,5.0,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.4219,0.2876,,,,1.0,2.0,,1.0,1.0,,,,
12117019,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,1199261,EUR,1108857600,M,27,27,False,35.0,33.0,2.0,2.0,15.0,15.0,18.0,21.0,1.0,2.0,,1.0,6.0,1.0,,,,,,,80.0,45.0,6.5,6.0,0.011882,,1,,BrenoBidon,,1.0,,4.0,,2.0,,1.0,,,,,0.3358,0.6423,,,,1.0,1.0,,,1.0,1.0,,,
12117019,home,Corinthians,Gustavo Silva,gustavo-silva,G. Silva,M,7,169,745,M,863283,EUR,873590400,M,19,19,False,14.0,12.0,,,5.0,6.0,8.0,9.0,,1.0,,,2.0,,,,,,,,45.0,20.0,6.7,4.0,0.0233033,1.0,0,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,
12117019,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174,33134,M,994454,EUR,883872000,M,10,10,False,58.0,40.0,7.0,1.0,13.0,16.0,29.0,51.0,2.0,6.0,1.0,,5.0,2.0,,,,,,,90.0,82.0,7.7,27.0,0.374879,3.0,3,,rodrigarroo,,9.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0905,0.1084,,,,,3.0,,1.0,2.0,,1.0,,
12117019,home,Corinthians,Wesley,wesley,Wesley,F,22,180,10411,M,1211632,EUR,1109980800,M,36,36,False,22.0,17.0,1.0,,4.0,4.0,16.0,23.0,,5.0,2.0,,5.0,3.0,,,,,,,90.0,47.0,6.9,17.0,0.497312,2.0,1,,wesley_teixeira005,,5.0,3.0,9.0,,8.0,2.0,,,,,3.0,0.0219,,,,,,2.0,,,,1.0,1.0,,
12117019,home,Corinthians,Ángel Romero,angel-romero,Á. Romero,F,29,177,10605,M,1197041,EUR,710208000,F,11,11,False,22.0,21.0,2.0,1.0,6.0,6.0,15.0,17.0,,5.0,,,,4.0,,,,,,,72.0,36.0,6.7,4.0,0.0210334,,4,,ÁRomero,,1.0,,2.0,1.0,2.0,1.0,1.0,,,,1.0,0.4553,0.756,,,,1.0,,,2.0,,,1.0,,
12117019,home,Corinthians,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,931540,EUR,968371200,D,2,2,True,21.0,20.0,3.0,2.0,11.0,12.0,10.0,11.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,45.0,29.0,6.9,3.0,0.0797089,2.0,1,,mateuzinhoo,,2.0,1.0,3.0,2.0,1.0,1.0,,,1.0,1.0,,0.0712,,,,,1.0,,,1.0,,1.0,,,
12117019,home,Corinthians,Pedro Raul,pedro-raul,P. Raul,F,18,191,7083,M,866911,EUR,847152000,F,20,20,True,9.0,5.0,1.0,1.0,2.0,2.0,3.0,7.0,,1.0,,,1.0,,,,,,,,18.0,10.0,6.7,4.0,0.00239119,,0,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,
12117019,home,Corinthians,Giovane,giovane,Giovane,F,23,184,4963,M,1170773,EUR,1069632000,F,17,17,True,2.0,2.0,,,1.0,1.0,3.0,3.0,1.0,2.0,,,1.0,1.0,,,,,,,11.0,9.0,7.0,2.0,0.0958189,1.0,1,,,,2.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,0.0163,0.2703,,,,,,,,,1.0,,,
12117019,home,Corinthians,Paulinho,paulinho,Paulinho,M,,181,1933,M,115183,EUR,585792000,M,8,8,True,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,2.0,,,,,,,,,,,10.0,6.0,7.0,,4.841e-05,,1,,,,,,,,,,,1.0,1.0,,,0.0461,,,,,,,,1.0,,,,,
12117019,home,Corinthians,Fausto Vera,fausto-vera,F. Vera,M,8,181,1966,M,930690,EUR,954028800,M,5,5,True,7.0,6.0,1.0,1.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,10.0,7.0,6.6,1.0,0.00943982,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117019,home,Corinthians,Cássio,cassio,Cássio,G,1,195,4592,M,27756,EUR,549936000,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,rcassio12,,,,,,,,,,,,,,,,,,,,,,,,,,
12117019,home,Corinthians,Raul Gustavo,raul-gustavo,Raul Gustavo,D,34,188,521,M,1047422,EUR,924912000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117019,home,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,981703,EUR,925776000,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117019,home,Corinthians,Caetano,caetano,Caetano,D,16,182,910,M,959006,EUR,930182400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117019,home,Corinthians,Guilherme Biro,guilherme-biro,Guilherme Biro,M,20,173,1092,M,1106667,EUR,1074556800,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117019,home,Corinthians,Ryan Gustavo,ryan-gustavo,Ryan,M,37,170,2855,M,1170779,EUR,1058227200,M,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117019,home,Corinthians,Arthur Sousa,arthur-sousa,A. Sousa,F,39,183,412,M,1170780,EUR,1047427200,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117019,away,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,22.0,8.0,19.0,5.0,5.0,6.0,3.0,16.0,,,,3.0,13.0,,1.0,5.0,9.0,3.0,,,90.0,41.0,9.3,15.0,0.00087079,,0,2.9417,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117019,away,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,28.0,23.0,3.0,1.0,10.0,12.0,13.0,19.0,1.0,5.0,,4.0,10.0,1.0,,,,,,,90.0,55.0,7.2,13.0,0.0138905,1.0,0,,,True,3.0,,6.0,1.0,2.0,,,,3.0,3.0,1.0,,,,,3.0,,,,,1.0,,,,
