match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_wonTackle,stat_wasFouled,captain,stat_aerialLost,stat_fouls,stat_totalContest,stat_wonContest,stat_ownGoals,stat_outfielderBlock,stat_totalOffside,stat_blockedScoringAttempt,stat_errorLeadToAGoal,player_sofascoreId,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,stat_clearanceOffLine
10406804,home,RSC Anderlecht,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4218,M,994363,EUR,1029628800,G,16,16,False,42.0,36.0,13.0,7.0,33.0,35.0,3.0,7.0,3.0,2.0,3.0,90.0,45.0,6.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406804,home,RSC Anderlecht,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3627,M,839493,EUR,823996800,D,62,62,False,40.0,31.0,5.0,3.0,16.0,19.0,16.0,24.0,8.0,,,90.0,64.0,6.6,15.0,1,3.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10406804,home,RSC Anderlecht,Zeno Debast,zeno-debast,Z. Debast,D,6,191,3329,M,1126512,EUR,1066867200,D,56,56,False,75.0,64.0,13.0,6.0,50.0,51.0,15.0,25.0,6.0,,,90.0,91.0,6.7,14.0,1,1.0,1.0,,1.0,3.0,1.0,,,5.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10406804,home,RSC Anderlecht,Jan Vertonghen,jan-vertonghen,J. Vertonghen,D,,189,1673,M,16921,EUR,546220800,D,14,14,False,100.0,88.0,10.0,6.0,65.0,70.0,23.0,30.0,7.0,,,90.0,106.0,6.5,12.0,0,,,3.0,3.0,3.0,,,,3.0,,,,,,,,,,True,3.0,1.0,,,,,,,,,,,,,,,
10406804,home,RSC Anderlecht,Killian Sardella,killian-sardella,K. Sardella,D,54,177,482,M,909964,EUR,1020297600,D,54,54,False,81.0,76.0,7.0,7.0,49.0,50.0,27.0,34.0,10.0,,,90.0,98.0,6.8,10.0,0,3.0,,,1.0,3.0,1.0,,,1.0,2.0,2.0,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,
10406804,home,RSC Anderlecht,Majeed Ashimeru,majeed-ashimeru,M. Ashimeru,M,18,182,1285,M,901149,EUR,876441600,M,18,18,False,47.0,42.0,4.0,1.0,18.0,18.0,24.0,29.0,10.0,,,90.0,61.0,6.5,11.0,1,,,,6.0,2.0,3.0,2.0,1.0,,2.0,,3.0,2.0,,,,,1.0,,,,2.0,1.0,,1.0,,,,,,,,,,,
10406804,home,RSC Anderlecht,Amadou Diawara,amadou-diawara,A. Diawara,M,24,183,1862,M,788895,EUR,869097600,M,21,21,False,48.0,44.0,5.0,5.0,24.0,26.0,20.0,22.0,5.0,,,80.0,59.0,7.6,5.0,1,,,,,3.0,,,,,6.0,2.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
10406804,home,RSC Anderlecht,Yari Verschaeren,verschaeren-yari,Y. Verschaeren,M,10,172,1145,M,901898,EUR,994896000,M,10,10,False,42.0,39.0,5.0,5.0,8.0,8.0,32.0,40.0,9.0,,,87.0,63.0,7.3,10.0,3,6.0,1.0,,3.0,3.0,2.0,1.0,1.0,,2.0,1.0,1.0,2.0,,,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,
10406804,home,RSC Anderlecht,Anders Dreyer,anders-dreyer,A. Dreyer,F,10,174,2337,M,809280,EUR,894067200,F,36,36,False,23.0,21.0,2.0,2.0,5.0,6.0,17.0,23.0,2.0,,,87.0,38.0,6.6,12.0,3,6.0,1.0,,3.0,1.0,,1.0,,,,1.0,2.0,2.0,,,1.0,1.0,,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,
10406804,home,RSC Anderlecht,Islam Slimani,islam-slimani,I. Slimani,F,19,188,7448,M,238708,EUR,582595200,F,13,13,False,24.0,15.0,3.0,,7.0,7.0,8.0,17.0,1.0,,,90.0,38.0,7.9,17.0,3,,,5.0,5.0,5.0,1.0,2.0,1.0,,1.0,,4.0,,,,2.0,,,,1.0,2.0,,,,,2.0,,,islamslimani09,2.0,,,,,,
