match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_totalOffside,player_firstName,player_lastName,stat_aerialWon,stat_interceptionWon,stat_wasFouled,stat_totalContest,stat_wonContest,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
12528076,home,Eyüpspor,Muhammed Birkan Tetik,muhammed-birkan-tetik,M. B. Tetik,G,1,190.0,18,M,788087,EUR,814060800,G,71,71,False,42.0,38.0,4.0,2.0,0.0,37.0,39.0,1.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,90.0,53.0,7.0,4.0,0.000426,0,0.0433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528076,home,Eyüpspor,Melih Kabasakal,kabasakal-melih,M. Kabasakal,M,6,178.0,97,M,828872,EUR,824601600,D,57,57,False,53.0,51.0,,,0.0,22.0,24.0,29.0,29.0,4.0,,4.0,4.0,3.0,,,90.0,68.0,7.5,3.0,0.0271837,0,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12528076,home,Eyüpspor,Luccas Claro,luccas-claro,L. Claro,D,4,182.0,171,M,998209,EUR,687916800,D,4,4,False,84.0,78.0,7.0,4.0,0.0,51.0,54.0,27.0,30.0,2.0,3.0,6.0,,,,,90.0,90.0,6.9,6.0,0.0168833,0,,1.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12528076,home,Eyüpspor,Umut Meraş,umut-meras,U. Meraş,D,77,178.0,154,M,609746,EUR,819417600,D,77,77,False,75.0,73.0,3.0,2.0,0.0,41.0,41.0,32.0,34.0,5.0,5.0,3.0,3.0,1.0,,,90.0,91.0,7.1,3.0,0.0152736,0,,1.0,2.0,1.0,,,1.0,1.0,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,
12528076,home,Eyüpspor,Caner Erkin,caner-erkin,C. Erkin,D,88,181.0,260,M,15680,EUR,591926400,D,88,88,False,45.0,33.0,10.0,4.0,0.0,21.0,26.0,13.0,24.0,1.0,,2.0,1.0,,,,57.0,57.0,6.8,17.0,0.260691,0,,,1.0,,,,,,,,,1.0,,,,True,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12528076,home,Eyüpspor,Taras Stepanenko,taras-stepanenko,T. Stepanenko,M,33,181.0,401,M,45604,EUR,618537600,M,33,33,False,65.0,61.0,4.0,3.0,0.0,35.0,35.0,26.0,30.0,2.0,5.0,1.0,,,,,86.0,76.0,6.8,6.0,0.0248499,0,,,2.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,
12528076,home,Eyüpspor,Prince Ampem,prince-ampem,P. Ampem,M,40,171.0,278,M,923888,EUR,892425600,M,40,40,False,41.0,37.0,2.0,2.0,0.0,11.0,11.0,26.0,30.0,5.0,,5.0,1.0,1.0,,,90.0,56.0,7.8,11.0,0.0180603,1,,,3.0,1.0,,,,,,,1.0,1.0,2.0,3.0,1.0,,,,,3.0,1.0,1.0,1.0,1.0,0.1551,0.1415,,,,,,,
12528076,home,Eyüpspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178.0,386,M,869839,EUR,843091200,M,19,19,False,23.0,19.0,1.0,1.0,0.0,6.0,7.0,13.0,16.0,6.0,1.0,3.0,,,,,90.0,38.0,6.8,9.0,0.0515013,1,,1.0,4.0,2.0,,,2.0,,,,,,3.0,3.0,3.0,,,,,2.0,,,,,0.3097,,1.0,1.0,,,,,
12528076,home,Eyüpspor,Yalçın Kayan,yalcin-kayan,Y. Kayan,M,20,182.0,80,M,945548,EUR,917654400,M,30,30,False,25.0,23.0,,,0.0,11.0,11.0,14.0,17.0,4.0,2.0,1.0,1.0,1.0,,,56.0,47.0,7.1,6.0,0.141245,0,,,3.0,,,,1.0,,,,,1.0,2.0,3.0,1.0,,3.0,2.0,,1.0,1.0,,,,,,,,,,,,
12528076,home,Eyüpspor,Tayfur Bingöl,tayfur-bingol,T. Bingöl,M,75,180.0,459,M,255957,EUR,726710400,M,75,75,False,28.0,27.0,1.0,,0.0,6.0,7.0,21.0,21.0,6.0,,3.0,2.0,1.0,,,72.0,45.0,7.2,8.0,0.170428,1,,,3.0,,,,2.0,,,,,,2.0,3.0,2.0,,,,,5.0,2.0,2.0,1.0,,0.2534,0.2624,1.0,,,,,,
