match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,captain,stat_shotOffTarget,stat_totalClearance,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_totalOffside,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_blockedScoringAttempt,player_sofascoreId
14429562,home,Al-Kholood,Abdulaziz Al-Aliwa,abdulaziz-al-aliwa,A. Al-Aliwa,M,46,182.0,344,M,1067777,EUR,1076457600.0,F,46,46,True,6.0,6.0,,,0.0,,,6.0,6.0,2.0,1.0,,,11.0,10.0,8.1,1.0,0.31312,,1,,0.33,0.23,-0.04,,,2.0,1.0,,2.0,1.0,,,,,1.0,,,,,,,0.3016,0.54,,,,,1.0,,1.0,,1.0,1.0,0.7708,,,,,,,,
14429562,home,Al-Kholood,Abdulrahman Al Dosari,abdulrahman-al-dosari,A. A. Dosari,M,39,178.0,33,M,832313,EUR,875145600.0,M,39,39,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,,,,2.0,4.0,,1.0,0.00079726,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429562,home,Al-Kholood,Majed Khalifah,majed-khalifah,M. Khalifah,F,19,,24,,1926323,EUR,1086134400.0,F,19,19,True,,,,,0.0,,,,,,,,,1.0,,,,,,0,,,,,,,,,,,,,,,,,,Majed Khalifah,,,,,,,,,,,,,,,,,,,,,,,,,
14429562,home,Al-Kholood,Mohammed Mazyad Alshammari,mohammed-mazyad-alshammari,M. M. Alshammari,G,30,184.0,7,M,873364,EUR,692323200.0,G,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429562,home,Al-Kholood,Muhannad Al-Yahya,muhannad-al-yahya,M. Al-Yahya,G,48,,11,M,1473399,EUR,1095552000.0,G,48,48,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Muhannad Al-Yahya,,,,,,,,,,,,,,,,,,,,,,,,,
14429562,home,Al-Kholood,Jamaan Al Dawsari,al-dawsari-jamaan,J. A. Dawsari,D,4,173.0,5,M,792331,EUR,551059200.0,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429562,home,Al-Kholood,Adi,adi,Adi,,24,,8,,2316776,EUR,,M,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Adi,,,,,,,,,,,,,,,,,,,,,,,,,
14429562,away,Al-Najma SC,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800.0,G,1,1,False,24.0,23.0,5.0,4.0,0.0,22.0,23.0,1.0,1.0,,6.0,3.0,4.0,90.0,35.0,6.9,1.0,0.0001681,0.7167,0,0.0205,0.04,0.01,-0.46,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,
14429562,away,Al-Najma SC,Fahad Al Abdulrazzaq,fahad-al-abdulrazzaq,F. A. Abdulrazzaq,D,19,170.0,23,M,1521216,EUR,956534400.0,D,19,19,False,34.0,27.0,4.0,2.0,0.0,13.0,16.0,14.0,18.0,7.0,5.0,,,90.0,57.0,5.3,9.0,0.063165,,0,,0.11,0.12,-1.0,,,6.0,3.0,,,,,2.0,6.0,3.0,1.0,3.0,Fahad Al Abdulrazzaq,,,,4.0,,,,,2.0,1.0,,,1.0,,,,,,,,,,1.0,,
14429562,away,Al-Najma SC,Khalid Al-Shammari,khalid-al-shammari,K. Al-Shammari,D,6,181.0,12,,1914895,EUR,947116800.0,D,6,6,False,60.0,53.0,10.0,7.0,0.0,38.0,40.0,15.0,20.0,11.0,5.0,,,90.0,76.0,6.8,9.0,0.015504,,1,,0.14,0.2,-0.58,,2.0,3.0,,,3.0,3.0,,2.0,3.0,2.0,4.0,2.0,Khalid Al-Shammari,,,1.0,1.0,0.044,-0.17,1.0,,,,,2.0,,,,,,,,,,,,,
14429562,away,Al-Najma SC,Samir Caetano,samir-caetano,S. Caetano,D,3,188.0,361,M,331405,EUR,786585600.0,D,3,3,False,34.0,27.0,5.0,3.0,0.0,25.0,28.0,2.0,6.0,4.0,3.0,,,67.0,45.0,5.6,7.0,0.00116205,,0,,-0.16,0.05,-0.32,,1.0,4.0,,,,,,,3.0,1.0,,4.0,,,True,,4.0,,,1.0,,,,,,,,,,,,,,,,,,
14429562,away,Al-Najma SC,Vitor Vargas,vitor-vargas,V. Vargas,D,2,182.0,49,M,1473258,EUR,1078704000.0,D,2,2,False,39.0,36.0,1.0,,0.0,26.0,27.0,10.0,12.0,3.0,4.0,,,90.0,56.0,5.6,7.0,0.0516685,,1,,0.18,0.31,-0.85,,,5.0,2.0,,2.0,1.0,,1.0,2.0,2.0,,1.0,,,,1.0,3.0,0.013,-0.21,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,
14429562,away,Al-Najma SC,Abdulaziz Al Harabi,abdulaziz-al-harabi,A. A. Harabi,M,18,176.0,18,M,1127117,EUR,864777600.0,M,18,18,False,13.0,13.0,,,0.0,5.0,5.0,8.0,8.0,6.0,2.0,,,56.0,24.0,6.3,3.0,0.00797702,,0,,-0.02,0.04,-0.16,,,8.0,1.0,3.0,,,,1.0,4.0,1.0,2.0,3.0,Abdulaziz Al Harabi,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14429562,away,Al-Najma SC,Rakan Al-Tulayhi,rakan-al-tulayhi,R. Al-Tulayhi,M,23,173.0,75,,1862895,EUR,1037750400.0,M,23,23,False,26.0,24.0,3.0,1.0,0.0,11.0,11.0,13.0,15.0,3.0,2.0,,,78.0,39.0,6.6,8.0,0.0578379,,1,,0.11,-0.01,-0.09,,,3.0,2.0,,,,,2.0,2.0,1.0,1.0,1.0,Rakan Al-Tulayhi,,,1.0,,0.0265,-0.07,,,7.0,1.0,,,2.0,,,,,,,,,,,,
14429562,away,Al-Najma SC,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172.0,465,M,769163,EUR,904348800.0,M,98,98,False,29.0,28.0,2.0,2.0,1.0,5.0,5.0,23.0,24.0,7.0,4.0,,,78.0,50.0,7.4,7.0,0.0717953,,5,,0.03,0.59,-0.25,,,4.0,2.0,1.0,5.0,4.0,,1.0,,,3.0,,,,,2.0,,0.2809,0.0,,,2.0,1.0,1.0,2.0,1.0,,2.0,,0.1423,,,,,,,1.0,
14429562,away,Al-Najma SC,Abdulelah Alshamary,abdulelah-alshamary,A. Alshamary,M,8,172.0,38,M,931838,EUR,917136000.0,M,8,8,False,32.0,30.0,2.0,2.0,0.0,11.0,11.0,19.0,21.0,1.0,2.0,,,56.0,35.0,6.2,4.0,0.0151753,,0,,-0.11,0.11,-0.2,,,4.0,1.0,2.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,
14429562,away,Al-Najma SC,Ali Jasim,elaibi-ali-jasim,A. Jasim,M,14,182.0,8482,M,1066729,EUR,1074556800.0,M,14,14,False,30.0,25.0,2.0,1.0,0.0,6.0,6.0,19.0,24.0,11.0,2.0,,,69.0,56.0,7.9,13.0,0.139878,,4,,-0.13,0.42,-0.17,,,8.0,,1.0,14.0,8.0,,,1.0,1.0,2.0,,Ali Jasim Elaibi,,,1.0,,0.6006,0.52,1.0,,1.0,,,,2.0,,2.0,1.0,0.7037,,,,,,,1.0,ali_jasim.7
14429562,away,Al-Najma SC,Lázaro,lazaro,Lázaro,F,7,181.0,1899,M,1002556,EUR,1015891200.0,F,7,7,False,33.0,25.0,4.0,4.0,0.0,11.0,15.0,14.0,18.0,8.0,3.0,,,90.0,55.0,6.7,19.0,0.0209851,,2,,-0.12,0.26,-0.08,,1.0,8.0,,1.0,11.0,4.0,,,,,3.0,,,,,1.0,,0.1499,-0.57,,1.0,,,,3.0,1.0,,,,,,,,,,,1.0,
14429562,away,Al-Najma SC,Marin Prekodravac,marin-prekodravac,M. Prekodravac,M,44,178.0,162,M,1152916,EUR,1109808000.0,M,44,44,True,9.0,8.0,,,0.0,5.0,6.0,3.0,3.0,2.0,3.0,,,34.0,12.0,6.5,1.0,0.00443139,,0,,-0.05,0.04,-0.1,,,,,,2.0,2.0,,,,,,,Marin Prekodravac,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
14429562,away,Al-Najma SC,Hisham Al-Dubais,al-dubais-hisham,H. Al-Dubais,F,77,175.0,35,M,1653046,EUR,1001462400.0,F,77,77,True,8.0,8.0,,,0.0,7.0,7.0,1.0,1.0,,,,,34.0,10.0,6.5,1.0,0.00139739,,0,,0.02,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
14429562,away,Al-Najma SC,Nawaf Al-Hawsawi,nawaf-al-hawsawi,N. Al-Hawsawi,D,50,170.0,18,M,1048000,EUR,975801600.0,D,50,50,True,6.0,6.0,,,0.0,4.0,4.0,2.0,2.0,1.0,2.0,,,21.0,8.0,6.2,,0.00901956,,0,,0.05,0.1,-0.26,,,1.0,,,,,,,1.0,1.0,,1.0,Nawaf Al-Hawsawi,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14429562,away,Al-Najma SC,Faisal Al Mutairi,faisal-al-mutairi,F. A. Mutairi,M,18,168.0,13,M,1549100,EUR,832723200.0,F,10,10,True,2.0,1.0,1.0,,0.0,1.0,1.0,,1.0,2.0,1.0,,,12.0,5.0,6.6,2.0,2.279e-05,,0,,-0.11,0.22,0.13,,,1.0,1.0,,2.0,2.0,,,,,,,Faisal Al Mutairi,,,,,,,,,,,,1.0,,,,,,,,,,,,,
14429562,away,Al-Najma SC,Ammar Al Najjar,ammar-al-najjar,A. A. Najjar,F,90,166.0,17,M,869269,EUR,856742400.0,M,15,15,True,10.0,8.0,2.0,1.0,0.0,7.0,8.0,1.0,2.0,,,,,12.0,10.0,6.2,2.0,0.00158313,,0,,0.0,0.01,-0.21,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14429562,away,Al-Najma SC,Waled Al Enazi,waled-al-enazi,W. A. Enazi,G,87,191.0,13,M,818123,EUR,836611200.0,G,87,87,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429562,away,Al-Najma SC,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,1127819,EUR,823132800.0,D,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Abdullah Al-Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,
14429562,away,Al-Najma SC,Abdulwahid Al-Nakhli,abdulwahid-al-nakhli,A. Al-Nakhli,M,22,,13,M,1579847,EUR,867715200.0,M,55,55,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Abdulwahid Al-Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,
14429562,away,Al-Najma SC,Mohammed Mansour Mile,mohammed-mansour-mile,M. M. Mile,M,17,170.0,12,M,1548568,EUR,952819200.0,F,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Mohammed Mansour Mile,,,,,,,,,,,,,,,,,,,,,,,,,
