match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,player_firstName,stat_challengeLost,stat_wonTackle,stat_unsuccessfulTouch,player_lastName,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_goals,stat_dispossessed,stat_totalOffside,stat_penaltyWon,stat_shotOffTarget,stat_goodHighClaim,stat_penaltyFaced,stat_bigChanceMissed,stat_penaltyConceded,stat_hitWoodwork,stat_bigChanceCreated
11368671,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,35.0,20.0,20.0,6.0,17.0,21.0,3.0,14.0,1.0,1.0,10.0,1.0,4.0,4.0,1.0,90.0,45.0,6.9,15.0,0.0002814,0,-0.5907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368671,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,12,12,False,42.0,34.0,6.0,2.0,24.0,27.0,10.0,17.0,8.0,1.0,3.0,3.0,,,,67.0,63.0,7.2,10.0,0.00563827,0,,True,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11368671,home,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,,1144630,EUR,1088294400,D,3,3,False,67.0,60.0,7.0,4.0,53.0,58.0,7.0,9.0,5.0,1.0,5.0,,,,,90.0,75.0,6.6,9.0,0.00875286,0,,,,1.0,3.0,3.0,,1.0,2.0,1.0,Cristhian Mosquera,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11368671,home,Valencia,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,,953097,EUR,970790400,D,15,15,False,51.0,48.0,6.0,4.0,36.0,37.0,12.0,14.0,5.0,2.0,5.0,1.0,,,,90.0,62.0,6.8,5.0,0.0409557,1,,,,1.0,1.0,3.0,,,2.0,2.0,,,1.0,,,2.0,1.0,1.0,0.0218,0.1338,,,,,,,,,,,,,,
11368671,home,Valencia,Jesús Vázquez,jesus-vazquez,J. Vázquez,D,21,182,419,M,,996929,EUR,1041465600,D,21,21,False,24.0,20.0,1.0,1.0,11.0,12.0,10.0,14.0,10.0,,4.0,2.0,,,,90.0,59.0,7.0,14.0,0.0212927,1,,,2.0,,1.0,2.0,,,6.0,1.0,,1.0,3.0,3.0,,1.0,1.0,,0.0843,,1.0,1.0,1.0,,,,,,,,,,,
11368671,home,Valencia,Fran Pérez,fran-perez,F. Pérez,M,21,176,466,M,,966637,EUR,1031529600,M,23,23,False,9.0,7.0,,,1.0,1.0,7.0,10.0,4.0,,1.0,,,,,45.0,20.0,6.4,9.0,0.0241165,0,,,2.0,1.0,2.0,4.0,,,,,,1.0,,4.0,,4.0,2.0,,,,1.0,,,,,,,,,,,,,
11368671,home,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,,826948,EUR,902793600,M,18,18,False,69.0,61.0,14.0,10.0,25.0,27.0,40.0,53.0,4.0,,10.0,1.0,,,,90.0,85.0,8.0,16.0,0.214704,2,,,11.0,1.0,2.0,3.0,,,1.0,1.0,,,1.0,,,1.0,,2.0,0.8297,1.1887,4.0,,3.0,1.0,,,,,,,,,,
11368671,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,,1122610,EUR,1052784000,M,8,8,False,23.0,13.0,2.0,,10.0,13.0,3.0,10.0,5.0,2.0,4.0,,,,,63.0,39.0,6.4,15.0,0.00295336,0,,,,4.0,2.0,8.0,1.0,,3.0,,,1.0,3.0,,,2.0,,,,,,,,,1.0,,,,,,,,,
11368671,home,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,,998950,EUR,1021248000,M,16,16,False,17.0,15.0,1.0,1.0,8.0,8.0,7.0,11.0,1.0,,2.0,,,,,84.0,30.0,6.5,7.0,0.0161087,0,,,2.0,1.0,1.0,4.0,,1.0,,2.0,,1.0,,3.0,,,,,,,,,,,,2.0,,,,,,,,
11368671,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,F,10,10,False,23.0,18.0,2.0,1.0,4.0,4.0,14.0,19.0,1.0,,5.0,,,,,67.0,28.0,6.5,9.0,0.0199198,0,,,,,,6.0,,,1.0,2.0,,1.0,,1.0,,,,,,,,,,,3.0,1.0,,,,,,,,
