match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_interceptionWon,stat_wasFouled,stat_fouls,captain,stat_totalCross,stat_unsuccessfulTouch,stat_totalOffside,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,player_sofascoreId,stat_goals,stat_hitWoodwork
14065116,home,FC St. Pauli,Nikola Vasilj,,,nikola-vasilj,N. Vasilj,G,22,194,1626,M,325061,EUR,817862400,G,22,22,False,29.0,24.0,7.0,2.0,0.0,23.0,26.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,90.0,36.0,6.8,5.0,0.00045897,0.3959,0,-0.4272,0.01,0.11,-0.24,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065116,home,FC St. Pauli,Adam Dźwigała,,,adam-dzwigala,A. Dźwigała,D,25,185,440,M,252343,EUR,811987200,D,25,25,False,34.0,25.0,8.0,4.0,0.0,18.0,21.0,7.0,13.0,8.0,7.0,4.0,5.0,4.0,,,,75.0,50.0,7.0,9.0,0.00473389,,0,,0.14,0.01,-0.06,,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14065116,home,FC St. Pauli,Eric Smith,,,eric-smith,E. Smith,D,8,191,412,M,542038,EUR,852681600,D,8,8,False,48.0,41.0,11.0,6.0,0.0,25.0,25.0,16.0,23.0,6.0,3.0,5.0,,,,,,90.0,61.0,6.7,11.0,0.0210028,,0,,0.29,0.06,-0.43,,1.0,3.0,1.0,1.0,3.0,,True,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14065116,home,FC St. Pauli,Lars Ritzka,,,lars-ritzka,L. Ritzka,D,21,185,86,M,873347,EUR,894499200,D,21,21,False,26.0,19.0,8.0,4.0,0.0,9.0,13.0,10.0,13.0,3.0,,,3.0,2.0,,,,75.0,41.0,6.4,9.0,0.024734,,0,,0.12,0.01,-0.35,,2.0,,3.0,4.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
14065116,home,FC St. Pauli,Arkadiusz Pyrka,,,arkadiusz-pyrka,A. Pyrka,D,11,177,950,M,971481,EUR,1032480000,M,11,11,False,42.0,25.0,5.0,,0.0,15.0,20.0,10.0,22.0,3.0,1.0,8.0,2.0,2.0,,,,90.0,66.0,6.7,24.0,0.0404746,,0,,0.2,-0.21,0.36,,1.0,,5.0,,,2.0,,1.0,2.0,,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
14065116,home,FC St. Pauli,James Sands,,,james-sands,J. Sands,M,6,186,445,M,885892,EUR,962841600,M,6,6,False,45.0,33.0,3.0,1.0,0.0,15.0,20.0,18.0,25.0,11.0,3.0,2.0,3.0,2.0,,,,90.0,61.0,7.3,13.0,0.0208934,,0,,0.15,0.02,-0.02,,2.0,3.0,2.0,1.0,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14065116,home,FC St. Pauli,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,M,16,16,False,40.0,30.0,6.0,1.0,0.0,10.0,11.0,20.0,29.0,3.0,1.0,9.0,3.0,1.0,,,,82.0,53.0,6.6,13.0,0.179238,,1,,0.27,0.26,-0.12,,,,3.0,1.0,,3.0,,,2.0,,,,,,1.0,1.0,1.0,0.0119,-0.08,,,,,,,,,,,,,
14065116,home,FC St. Pauli,Louis Oppie,,,louis-oppie,L. Oppie,D,23,184,183,M,1137900,EUR,1021593600,M,23,23,False,35.0,31.0,3.0,3.0,0.0,9.0,9.0,22.0,26.0,2.0,1.0,4.0,,,,,,90.0,59.0,6.8,9.0,0.0436828,,0,,0.29,0.06,-0.14,,,1.0,2.0,1.0,1.0,,,2.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
14065116,home,FC St. Pauli,Danel Sinani,,,danel-sinani,D. Sinani,F,10,185,628,M,887500,EUR,860198400,F,10,10,False,43.0,32.0,4.0,,0.0,7.0,11.0,25.0,32.0,2.0,,5.0,,,,,,90.0,67.0,6.2,26.0,0.0323449,,3,,-0.03,0.23,-0.11,,2.0,,4.0,,1.0,1.0,,11.0,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,0.1342,-0.46,,2.0,,,,,,,,,,,
14065116,home,FC St. Pauli,Martijn Kaars,,,martijn-kaars,M. Kaars,F,19,183,860,M,861850,EUR,920592000,F,19,19,False,15.0,13.0,,,0.0,4.0,6.0,9.0,9.0,3.0,,1.0,,,,,,63.0,30.0,6.6,10.0,0.0230899,,2,,-0.2,0.44,-0.05,,1.0,,3.0,,2.0,,,4.0,3.0,,1.0,1.0,1.0,,1.0,,,0.6119,-0.56,1.0,,1.0,2.0,0.3313,,,,,,,,
14065116,home,FC St. Pauli,Mathias Pereira Lage,,,mathias-pereira-lage,M. P. Lage,M,28,180,340,M,831400,EUR,849312000,F,28,28,False,15.0,9.0,1.0,1.0,0.0,2.0,3.0,7.0,12.0,1.0,1.0,2.0,1.0,1.0,,,,63.0,35.0,6.2,15.0,0.00988515,,2,,-0.15,0.06,0.18,,1.0,,7.0,,,2.0,,5.0,,1.0,,2.0,,,2.0,,,0.2937,0.05,2.0,2.0,,,,1.0,,,,,,,
14065116,home,FC St. Pauli,Andreas Hountondji,,,hountondji-andreas,A. Hountondji,F,27,190,3805,M,1112796,EUR,1026345600,F,27,27,True,7.0,5.0,1.0,1.0,0.0,3.0,3.0,2.0,4.0,3.0,,1.0,2.0,,,,,27.0,15.0,6.7,4.0,0.0120192,,1,,-0.06,0.06,0.0,,,1.0,2.0,,,,,,,,,,,,1.0,,,0.0878,0.0,2.0,1.0,,,,,,,,,,,
14065116,home,FC St. Pauli,Oladapo Afolayan,,,oladapo-afolayan,O. Afolayan,F,21,180,303,M,871621,EUR,873936000,F,17,17,True,14.0,10.0,2.0,2.0,0.0,1.0,1.0,9.0,13.0,1.0,1.0,,,,,,,27.0,24.0,6.5,11.0,0.00906183,,1,,-0.22,0.26,0.21,,,1.0,2.0,,,,,2.0,3.0,,,2.0,,,,,,0.0179,-0.07,,1.0,,,,,,,,,,,
14065116,home,FC St. Pauli,Karol Mets,,,karol-mets,K. Mets,D,3,190,509,M,57627,EUR,737510400,D,3,3,True,17.0,17.0,2.0,2.0,0.0,9.0,9.0,8.0,8.0,1.0,2.0,1.0,,,,,,15.0,20.0,6.5,1.0,0.00331591,,0,,0.08,0.02,-0.16,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065116,home,FC St. Pauli,Abdoulie Ceesay,Abdoulie Ceesay,,abdoulie-ceesay,A. Ceesay,F,9,185,615,M,1888501,EUR,1073260800,F,9,9,True,1.0,1.0,,,0.0,1.0,1.0,,,2.0,,,,,,,,15.0,4.0,6.6,1.0,5.19e-06,,0,,0.0,0.0,0.13,,,,2.0,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,
14065116,home,FC St. Pauli,Connor Metcalfe,,,connor-metcalfe,C. Metcalfe,M,24,178,230,M,888854,EUR,941760000,M,24,24,True,5.0,2.0,1.0,,0.0,,1.0,2.0,4.0,,,,,,,,,8.0,5.0,6.5,3.0,0.0013598,,0,,-0.05,-0.01,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065116,home,FC St. Pauli,Ben Voll,,,ben-voll,B. Voll,G,1,195,91,M,987437,EUR,976320000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065116,home,FC St. Pauli,Erik Ahlstrand,,,erik-ahlstrand,E. Ahlstrand,M,14,182,128,M,980742,EUR,1003017600,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
