match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_fouls,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
12264389,home,Indy Eleven,Hunter Sulte,,,hunter-sulte,H. Sulte,G,98,201.0,16,M,1020286,EUR,1019692800,G,99,99,False,21.0,6.0,20.0,5.0,0.0,2.0,2.0,4.0,19.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,90.0,30.0,7.9,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12264389,home,Indy Eleven,Benjamin Ofeimu,,,benjamin-ofeimu,B. Ofeimu,D,30,191.0,12,M,986389,EUR,970272000,D,30,30,False,30.0,18.0,12.0,5.0,0.0,6.0,7.0,12.0,23.0,1.0,,5.0,3.0,,,,,90.0,45.0,7.7,15.0,0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12264389,home,Indy Eleven,Josh O'Brien,Josh O'Brien,,josh-obrien,J. O'Brien,D,2,,1,M,1392223,EUR,1044662400,D,2,2,False,22.0,9.0,9.0,4.0,0.0,4.0,11.0,5.0,11.0,4.0,,3.0,1.0,,,,,90.0,32.0,6.7,16.0,0,,1.0,3.0,1.0,1.0,,1.0,,,,1.0,3.0,,,,,,,,,,,,,,
12264389,home,Indy Eleven,Adrian Diz Pe,,,adrian-diz-pe,A. D. Pe,D,30,191.0,26,M,798693,EUR,762739200,D,15,15,False,30.0,17.0,10.0,5.0,0.0,12.0,16.0,5.0,14.0,8.0,1.0,3.0,6.0,,,,,90.0,39.0,6.8,14.0,0,2.0,4.0,7.0,,,,2.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,
12264389,home,Indy Eleven,Benjamin Mines,,,benjamin-mines,B. Mines,M,20,175.0,7,M,921343,EUR,958176000,M,20,20,False,15.0,9.0,2.0,,0.0,3.0,4.0,7.0,14.0,3.0,1.0,,1.0,,,,,57.0,42.0,7.4,14.0,1,,2.0,9.0,,,,5.0,4.0,1.0,2.0,,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,
12264389,home,Indy Eleven,Cam Lindley,,,cam-lindley,C. Lindley,M,6,179.0,5,M,922895,EUR,869184000,M,6,6,False,31.0,20.0,10.0,2.0,0.0,7.0,9.0,15.0,30.0,5.0,2.0,1.0,5.0,,,,,57.0,53.0,7.0,20.0,0,,1.0,10.0,1.0,1.0,,4.0,2.0,1.0,4.0,1.0,2.0,,8.0,2.0,,2.0,True,,,,,,,,
12264389,home,Indy Eleven,Jack Blake,,,jack-blake,J. Blake,M,8,180.0,20,M,881619,EUR,780192000,M,8,8,False,35.0,26.0,7.0,2.0,0.0,5.0,5.0,22.0,33.0,7.0,,1.0,3.0,,,,,90.0,51.0,7.3,13.0,3,,1.0,2.0,2.0,,,1.0,,,,3.0,2.0,,3.0,1.0,1.0,,,2.0,1.0,,,,,,
12264389,home,Indy Eleven,Aedan Stanley,,,aedan-stanley,A. Stanley,D,16,180.0,6,M,884966,EUR,945043200,M,3,3,False,28.0,20.0,6.0,4.0,1.0,4.0,6.0,19.0,27.0,2.0,,4.0,2.0,,,,,90.0,54.0,8.4,13.0,1,1.0,1.0,8.0,,,,3.0,3.0,1.0,4.0,,1.0,,5.0,3.0,1.0,4.0,,,,1.0,,,,,
12264389,home,Indy Eleven,Douglas Martínez,,,douglas-martinez,D. Martínez,F,42,180.0,93,M,881107,EUR,865468800,F,42,42,False,14.0,10.0,,,0.0,3.0,3.0,8.0,16.0,6.0,2.0,,1.0,,,,,72.0,29.0,7.1,14.0,3,1.0,3.0,3.0,2.0,,,,,1.0,,,1.0,,5.0,1.0,2.0,,,,,,1.0,,,,
12264389,home,Indy Eleven,Sebastián Guenzatti,,,sebastian-guenzatti,S. Guenzatti,F,23,178.0,16,M,892127,EUR,678931200,F,13,13,False,15.0,8.0,2.0,,0.0,1.0,1.0,7.0,15.0,10.0,1.0,,1.0,,,,,90.0,22.0,6.6,10.0,2,6.0,3.0,5.0,,,,,,1.0,2.0,2.0,1.0,,1.0,,2.0,,,,,,,1.0,,,
12264389,home,Indy Eleven,Augustine Williams,,,augustine-williams,A. Williams,F,9,188.0,43,M,884205,EUR,870566400,F,9,9,False,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,8.0,,,1.0,,,,,72.0,14.0,7.2,6.0,2,5.0,1.0,3.0,1.0,,,,,2.0,2.0,,2.0,,,,,,,1.0,1.0,,1.0,,,,
