match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_dispossessed,stat_wonContest,captain,stat_goalAssist,stat_totalCross,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAShot,stat_penaltyConceded
10385553,home,Arsenal,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8533,M,ARamsdale,839410,EUR,895104000,G,1,1,False,19.0,12.0,9.0,2.0,11.0,12.0,1.0,7.0,3.0,4.0,4.0,90.0,25.0,7.0,7.0,0.0,0.0,0.00016925,0,-0.5216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385553,home,Arsenal,Ben White,,,benjamin-white,B. White,D,4,186,13830,M,benwhite,846036,EUR,876268800,D,4,4,False,59.0,49.0,3.0,,20.0,24.0,29.0,35.0,3.0,,,90.0,76.0,7.2,13.0,0.8085,0.9735,0.0159453,1,,1.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
10385553,home,Arsenal,Rob Holding,,,rob-holding,R. Holding,D,6,189,1055,M,,793228,EUR,811555200,D,16,16,False,69.0,58.0,9.0,5.0,33.0,37.0,25.0,32.0,8.0,,,90.0,76.0,7.0,11.0,0.0,0.0,0.00747005,0,,1.0,4.0,1.0,5.0,,,,,4.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
10385553,home,Arsenal,Gabriel Magalhães,,,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,84.0,77.0,1.0,1.0,35.0,40.0,42.0,44.0,5.0,,,90.0,98.0,7.2,7.0,0.3586,0.0,0.0177127,2,,3.0,6.0,4.0,10.0,1.0,,,,6.0,2.0,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385553,home,Arsenal,Oleksandr Zinchenko,,,oleksandr-zinchenko,O. Zinchenko,D,47,175,18055,M,OZinchenko,287643,EUR,850608000,D,35,35,False,98.0,79.0,5.0,3.0,30.0,34.0,49.0,64.0,7.0,,,85.0,119.0,6.6,24.0,0.0627,0.0,0.0315974,1,,2.0,6.0,6.0,8.0,,2.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10385553,home,Arsenal,Martin Ødegaard,,,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,51.0,45.0,1.0,1.0,13.0,13.0,32.0,40.0,6.0,,,85.0,67.0,7.8,12.0,0.0,0.0,0.281441,0,,,1.0,2.0,7.0,,2.0,,,,3.0,3.0,1.0,1.0,,,,,,2.0,2.0,True,1.0,2.0,1.0,2.0,,,,,,,,,,
10385553,home,Arsenal,Thomas Partey,,,thomas-partey,T. Partey,M,16,185,42575,M,TPartey5,316148,EUR,739929600,M,5,5,False,46.0,44.0,3.0,3.0,15.0,16.0,29.0,30.0,5.0,,,60.0,53.0,6.8,4.0,0.0,0.0,0.0133986,0,,,,2.0,1.0,1.0,,,,1.0,1.0,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10385553,home,Arsenal,Granit Xhaka,,,granit-xhaka,G. Xhaka,M,34,185,15717,M,Granit_Xhaka,117777,EUR,717552000,M,34,34,False,51.0,48.0,3.0,3.0,21.0,21.0,28.0,32.0,4.0,,,86.0,59.0,7.8,5.0,0.1797,0.7339,0.250135,1,,1.0,,4.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,,,2.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,
10385553,home,Arsenal,Leandro Trossard,,,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,F,19,19,False,40.0,33.0,2.0,1.0,11.0,14.0,24.0,28.0,1.0,,,90.0,55.0,7.5,11.0,0.0,0.0,0.725296,0,,,,2.0,,,,,,,,,2.0,,1.0,,,,2.0,1.0,,,1.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,
10385553,home,Arsenal,Gabriel Jesus,,,gabriel-jesus,G. Jesus,F,9,175,74471,M,GabrielJesus,794839,EUR,860025600,F,9,9,False,29.0,25.0,1.0,,9.0,10.0,16.0,19.0,4.0,,,60.0,52.0,8.3,11.0,1.9243,1.5651,0.0324035,4,,1.0,,6.0,7.0,,8.0,2.0,2.0,,1.0,1.0,3.0,2.0,1.0,,1.0,1.0,,,4.0,,,,,1.0,,2.0,1.0,1.0,,,,,,
10385553,home,Arsenal,Gabriel Martinelli,,,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,False,41.0,32.0,1.0,1.0,9.0,12.0,25.0,31.0,6.0,,,90.0,68.0,7.2,17.0,0.4426,0.1192,0.401371,4,,3.0,1.0,12.0,8.0,1.0,8.0,2.0,,1.0,,,3.0,2.0,3.0,,,2.0,1.0,2.0,5.0,,1.0,2.0,1.0,2.0,2.0,,1.0,,,,,,,
10385553,home,Arsenal,Jorginho,,,jorginho,Jorginho,M,21,180,32466,M,jorginhofrello,132874,EUR,693187200,M,20,20,True,31.0,27.0,1.0,1.0,14.0,15.0,13.0,16.0,2.0,,,30.0,37.0,6.5,6.0,0.0,0.0,0.0463534,0,,,1.0,3.0,3.0,1.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
10385553,home,Arsenal,Bukayo Saka,,,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,M,7,7,True,12.0,9.0,,,2.0,2.0,7.0,12.0,2.0,,,30.0,19.0,6.5,6.0,0.0,0.0,0.00549783,0,,,,1.0,3.0,,2.0,,,,1.0,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,
10385553,home,Arsenal,Kieran Tierney,,,kieran-tierney,K. Tierney,D,63,178,4739,M,kierantierney1,366592,EUR,865468800,D,3,3,True,4.0,4.0,,,3.0,3.0,1.0,1.0,,,,10.0,7.0,6.3,3.0,0.0,0.0,0.00065295,0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
10385553,home,Arsenal,Emile Smith Rowe,,,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,esr,867445,EUR,964742400,M,10,10,True,1.0,1.0,,,1.0,1.0,,,,,,10.0,1.0,6.5,,0.0,0.0,1.531e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
