match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_wasFouled,stat_dispossessed,stat_blockedScoringAttempt,stat_challengeLost,stat_shotOffTarget,captain,stat_totalOffside,stat_saves,stat_goalsPrevented,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
10411679,home,Spezia,Bartłomiej Drągowski,bartlomiej-dragowski,B. Drągowski,G,1,191,2915,M,329519,EUR,871948800,G,69,69,False,9.0,8.0,2.0,1.0,7.0,7.0,1.0,2.0,1.0,25.0,10.0,6.5,1.0,0.0,0.0,0.00042037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411679,home,Spezia,Kelvin Amian,kelvin-amian,K. Amian,D,98,179,199,M,802143,EUR,886896000,D,27,27,False,42.0,32.0,,,14.0,19.0,19.0,27.0,6.0,90.0,71.0,7.1,18.0,0.0,0.0,0.21769,0,4.0,1.0,2.0,3.0,6.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10411679,home,Spezia,Ethan Ampadu,ethan-ampadu,E. Ampadu,D,4,182,2540,M,847097,EUR,968889600,D,4,4,False,64.0,59.0,8.0,6.0,35.0,37.0,24.0,27.0,2.0,90.0,75.0,7.1,5.0,0.0,0.0,0.0277087,0,,,3.0,3.0,4.0,,,2.0,3.0,3.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10411679,home,Spezia,Dimitrios Nikolaou,dimitris-nikolaou,D. Nikolaou,D,43,188,244,M,788185,EUR,902966400,D,43,43,False,68.0,64.0,6.0,4.0,44.0,46.0,20.0,22.0,5.0,90.0,79.0,7.1,4.0,0.0573,0.3657,0.00851776,1,,,1.0,1.0,3.0,1.0,1.0,,2.0,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411679,home,Spezia,Arkadiusz Reca,arkadiusz-reca,A. Reca,M,13,187,1086,M,580638,EUR,803347200,D,13,13,False,53.0,43.0,8.0,3.0,11.0,13.0,35.0,51.0,4.0,90.0,96.0,7.3,23.0,0.0478,0.0,0.163109,2,11.0,3.0,1.0,6.0,7.0,3.0,3.0,2.0,3.0,2.0,,2.0,4.0,2.0,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
10411679,home,Spezia,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,404,M,98003,EUR,681523200,M,6,6,False,64.0,56.0,6.0,5.0,21.0,24.0,35.0,44.0,7.0,90.0,86.0,6.9,17.0,0.0374,0.0,0.0970768,2,4.0,,3.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,,1.0,,,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10411679,home,Spezia,Albin Ekdal,albin-ekdal,A. Ekdal,M,8,186,177,M,21992,EUR,617587200,M,8,8,False,61.0,57.0,5.0,4.0,26.0,26.0,31.0,35.0,9.0,79.0,79.0,7.1,5.0,0.0215,0.0,0.0252316,1,,,,4.0,5.0,,,1.0,5.0,3.0,,,,1.0,,,1.0,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
10411679,home,Spezia,Daniele Verde,daniele-verde,D. Verde,F,7,168,327,M,605580,EUR,835228800,M,10,10,False,31.0,28.0,3.0,2.0,10.0,11.0,20.0,25.0,3.0,79.0,49.0,7.0,11.0,0.1571,0.4349,0.447131,3,5.0,2.0,,2.0,,2.0,,,2.0,,,3.0,,3.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,
10411679,home,Spezia,Kevin Agudelo,kevin-agudelo,K. Agudelo,M,20,178,358,M,931290,EUR,911001600,M,33,33,False,32.0,25.0,1.0,1.0,6.0,7.0,19.0,25.0,6.0,59.0,43.0,6.5,12.0,0.0326,0.0,0.144766,1,,,1.0,5.0,4.0,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
10411679,home,Spezia,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182,716,M,541578,EUR,758246400,M,11,11,False,31.0,24.0,,,7.0,8.0,17.0,23.0,3.0,90.0,48.0,6.8,13.0,0.308,0.4314,0.0390028,2,,,,3.0,4.0,2.0,1.0,,2.0,1.0,1.0,3.0,,1.0,,,,,2.0,2.0,2.0,,,,True,1.0,,,,,,,,,,,,
10411679,home,Spezia,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190,31540,M,791355,EUR,804384000,F,14,14,False,28.0,21.0,,,4.0,6.0,17.0,22.0,3.0,90.0,52.0,6.7,17.0,0.5078,0.0445,0.0259417,4,,,2.0,12.0,9.0,7.0,3.0,,,,,4.0,2.0,2.0,,,5.0,,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,
10411679,home,Spezia,Federico Marchetti,federico-marchetti,F. Marchetti,G,,188,90,M,41445,EUR,413424000,G,22,22,True,16.0,12.0,7.0,3.0,12.0,14.0,,2.0,3.0,65.0,19.0,6.0,4.0,0.0,0.0,4.223e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-0.5456,,,,,,,,,,
10411679,home,Spezia,M'Bala Nzola,mbala-nzola,M. Nzola,F,8,185,2430,M,788061,EUR,840326400,F,18,18,True,9.0,8.0,,,,,8.0,9.0,,31.0,17.0,6.4,6.0,0.0,0.0,0.00797005,0,,,,2.0,2.0,1.0,,,,1.0,,3.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10411679,home,Spezia,Mattia Caldara,mattia-caldara,M. Caldara,D,,187,516,M,362222,EUR,768096000,D,29,29,True,13.0,12.0,1.0,1.0,8.0,9.0,4.0,4.0,2.0,11.0,16.0,7.0,1.0,0.1296,0.1396,0.00500539,2,,,,,2.0,,,1.0,,,,,,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
10411679,home,Spezia,Daniel Maldini,daniel-maldini,D. Maldini,F,27,187,4629,M,970928,EUR,1002758400,F,30,30,True,5.0,5.0,,,1.0,1.0,5.0,5.0,,11.0,8.0,6.7,1.0,0.0,0.0,0.0662432,0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,dani.malda,,,,,,,,,
