match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_keyPass,stat_wonContest,stat_unsuccessfulTouch,captain,player_sofascoreId,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goodHighClaim,stat_goals,stat_goalAssist
10407144,home,Cercle Brugge,Kévin Denkey,kevin-denkey,K. Denkey,F,9,181,3470,M,862470,EUR,975542400,F,9,9,False,26.0,14.0,1.0,,,,14.0,27.0,,,,,,,90.0,41.0,7.2,17.0,2,,,1.0,5.0,6.0,8.0,,,6.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,2.0,,3.0,,,,1.0,,,,,
10407144,home,Cercle Brugge,Senna Miangue,senna-miangue,S. Miangue,D,18,195,114,M,827573,EUR,855100800,D,18,18,True,32.0,13.0,5.0,1.0,6.0,11.0,7.0,21.0,2.0,4.0,,,,,63.0,56.0,6.9,24.0,2,Senna,Miangue,,7.0,1.0,7.0,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,
10407144,home,Cercle Brugge,Christiaan Ravych,ravych-christiaan,C. Ravych,D,66,187,208,M,1191212,EUR,1027987200,M,66,66,True,11.0,5.0,2.0,,5.0,8.0,,3.0,2.0,1.0,,,,,45.0,16.0,6.6,6.0,0,,,,1.0,3.0,3.0,1.0,,2.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,
10407144,home,Cercle Brugge,Abu Francis,francis-abu,A. Francis,M,17,182,1495,M,988801,EUR,988329600,M,17,17,True,17.0,14.0,1.0,,8.0,9.0,6.0,8.0,,4.0,,,,,45.0,23.0,6.8,3.0,1,,,,2.0,,3.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
10407144,home,Cercle Brugge,Yann Gboho,yann-gboho,Y. Gboho,F,10,173,957,M,911851,EUR,979430400,M,11,11,True,9.0,6.0,,,1.0,2.0,5.0,7.0,,3.0,,,,,33.0,16.0,6.7,6.0,2,,,,,2.0,,,1.0,,,1.0,,,,,,,,1.0,1.0,,2.0,,,,,1.0,1.0,,,
10407144,home,Cercle Brugge,Teun Wilke,teun-wilke,T. Wilke,F,29,191,436,M,1145167,EUR,1016064000,F,38,38,True,2.0,1.0,,,,,1.0,2.0,,1.0,,,,,4.0,3.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10407144,home,Cercle Brugge,Sébastien Bruzzese,sebastien-bruzzese,S. Bruzzese,G,,184,9,M,46008,EUR,604713600,G,89,89,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407144,home,Cercle Brugge,Heitor,heitor,Heitor,D,5,174,194,M,974503,EUR,973382400,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407144,away,Royal Antwerp FC,Jean Butez,jean-butez,J. Butez,G,1,188,1319,M,599114,EUR,802569600,G,1,1,False,40.0,22.0,29.0,11.0,14.0,17.0,8.0,23.0,1.0,15.0,3.0,6.0,,,90.0,55.0,8.3,19.0,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10407144,away,Royal Antwerp FC,Ritchie De Laet,ritchie-de-laet,R. De Laet,D,,186,91,M,30420,EUR,596678400,D,2,2,False,13.0,8.0,4.0,1.0,4.0,5.0,4.0,8.0,3.0,3.0,,,,,45.0,20.0,6.4,6.0,0,,,,,4.0,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,
10407144,away,Royal Antwerp FC,Toby Alderweireld,toby-alderweireld,T. Alderweireld,D,,186,1451,M,44575,EUR,604800000,D,23,23,False,42.0,32.0,17.0,11.0,22.0,28.0,10.0,14.0,8.0,3.0,,,,,90.0,58.0,8.0,12.0,1,,,,3.0,2.0,4.0,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,True,,,,,,,1.0,
10407144,away,Royal Antwerp FC,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25491,M,979480,EUR,1003190400,D,51,51,False,37.0,26.0,4.0,1.0,23.0,31.0,3.0,6.0,8.0,5.0,,,,,90.0,53.0,6.9,11.0,0,,,,6.0,5.0,6.0,1.0,1.0,3.0,,,2.0,,,,,,,,,,,,pachowilliam,,,,,,,
10407144,away,Royal Antwerp FC,Sam Vines,sam-vines,S. Vines,D,3,178,116,M,894157,EUR,928108800,D,21,21,False,36.0,27.0,6.0,2.0,20.0,25.0,7.0,13.0,1.0,5.0,,,,,90.0,57.0,6.6,20.0,1,,,2.0,1.0,5.0,3.0,,3.0,1.0,1.0,,,,,1.0,,,,2.0,,1.0,5.0,,,,,,,,,
10407144,away,Royal Antwerp FC,Radja Nainggolan,radja-nainggolan,R. Nainggolan,M,44,176,2657,M,44001,EUR,578620800,M,4,4,False,29.0,19.0,5.0,2.0,7.0,7.0,15.0,26.0,2.0,4.0,,,,,86.0,44.0,7.5,15.0,3,Radja,Nainggolan,4.0,,5.0,1.0,,3.0,2.0,2.0,1.0,,1.0,,,,3.0,,1.0,3.0,,3.0,,,,1.0,,,,,1.0
10407144,away,Royal Antwerp FC,Alhassan Yusuf,alhassan-yusuf,A. Yusuf,M,80,175,922,M,943114,EUR,963878400,M,8,8,False,32.0,26.0,2.0,,15.0,19.0,11.0,13.0,1.0,6.0,,,,,90.0,38.0,6.6,6.0,0,,,,1.0,3.0,2.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,
10407144,away,Royal Antwerp FC,Anthony Valencia,anthony-valencia,A. Valencia,F,14,175,559,M,1020197,EUR,1058659200,M,55,55,False,28.0,21.0,3.0,2.0,8.0,11.0,14.0,18.0,1.0,6.0,,,,,64.0,43.0,7.0,10.0,1,,,1.0,,6.0,3.0,,1.0,3.0,1.0,,1.0,,,1.0,1.0,1.0,,4.0,2.0,2.0,1.0,,,,,,,,,
10407144,away,Royal Antwerp FC,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1146,M,904887,EUR,954892800,M,24,24,False,6.0,4.0,,,2.0,3.0,3.0,4.0,1.0,2.0,,,,,29.0,13.0,7.0,3.0,1,,,1.0,1.0,1.0,3.0,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,1.0
10407144,away,Royal Antwerp FC,Koji Miyoshi,koji-miyoshi,K. Miyoshi,M,23,167,663,M,358984,EUR,859334400,M,19,19,False,30.0,22.0,1.0,,9.0,14.0,13.0,16.0,,6.0,,,,,90.0,42.0,7.1,12.0,1,,,,,1.0,3.0,,,1.0,,1.0,,2.0,,,,,,1.0,2.0,1.0,4.0,,,1.0,,,,,,
10407144,away,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184,1446,M,339901,EUR,771552000,F,18,18,False,27.0,13.0,2.0,1.0,5.0,9.0,8.0,18.0,,4.0,,,,,85.0,40.0,7.4,20.0,2,,,,3.0,6.0,5.0,,,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,5.0,,,,,,,,1.0,
10407144,away,Royal Antwerp FC,Pieter Gerkens,pieter-gerkens,P. Gerkens,M,18,180,176,M,190401,EUR,808272000,M,16,16,True,37.0,25.0,8.0,4.0,13.0,15.0,12.0,22.0,1.0,5.0,,,,,61.0,48.0,6.6,14.0,1,,,,4.0,5.0,7.0,,1.0,3.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,
10407144,away,Royal Antwerp FC,Jelle Bataille,jelle-bataille,J. Bataille,D,25,175,223,M,889387,EUR,927158400,D,34,34,True,25.0,20.0,7.0,7.0,9.0,11.0,12.0,15.0,1.0,6.0,,,,,45.0,42.0,7.2,10.0,0,,,1.0,,3.0,2.0,,2.0,,,,1.0,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,
10407144,away,Royal Antwerp FC,Bruny Nsimba,nsimba-bruny,B. Nsimba,F,77,181,277,M,1047536,EUR,954892800,F,17,17,True,4.0,2.0,,,1.0,1.0,1.0,4.0,1.0,1.0,,,,,26.0,10.0,6.5,6.0,0,,,1.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,
10407144,away,Royal Antwerp FC,Viktor Fischer,viktor-fischer,V. Fischer,F,,179,239,M,94287,EUR,771120000,F,7,7,True,4.0,4.0,,,2.0,2.0,2.0,2.0,,,,,,,5.0,4.0,,,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
10407144,away,Royal Antwerp FC,Christopher Scott,christopher-scott,C. Scott,M,30,174,167,M,997118,EUR,1023408000,M,32,32,True,4.0,3.0,,,1.0,1.0,2.0,3.0,1.0,,,,,,4.0,7.0,,2.0,0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
10407144,away,Royal Antwerp FC,Ortwin De Wolf,de-wolf-ortwin,O. D. Wolf,G,1,190,162,M,877292,EUR,830217600,G,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407144,away,Royal Antwerp FC,Dinis Almeida,dinis-almeida,D. Almeida,D,4,190,97,M,811562,EUR,804297600,D,61,61,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
