match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelLost,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_errorLeadToAGoal,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_challengeLost,stat_hitWoodwork,captain,stat_totalOffside,stat_goals,stat_punches,stat_bigChanceMissed
12436519,home,Tottenham Hotspur,Brandon Austin,,,austin-brandon,B. Austin,G,40,188,1395,M,859896,EUR,915753600,G,40,40,False,27.0,18.0,13.0,4.0,0.0,17.0,22.0,1.0,5.0,4.0,4.0,1.0,10.0,2.0,4.0,2.0,2.0,2.0,2.0,90.0,43.0,7.3,10.0,0.0001927,0,0.2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436519,home,Tottenham Hotspur,Pedro Porro,,,pedro-porro,P. Porro,D,23,173,10890,M,913654,EUR,937180800,D,23,23,False,41.0,32.0,4.0,1.0,1.0,13.0,14.0,21.0,35.0,,5.0,3.0,3.0,,,,,,,90.0,69.0,7.9,16.0,0.246364,2,,pedroporro29,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0644,2.0,,,,,,,,,,,,,,,,,
12436519,home,Tottenham Hotspur,Radu Drăguşin,,,radu-dragusin,R. Drăguşin,D,3,191,13683,M,997103,EUR,1012694400,D,6,6,False,16.0,9.0,5.0,1.0,0.0,7.0,9.0,2.0,7.0,1.0,1.0,1.0,2.0,,,,,,,45.0,18.0,6.1,7.0,0.00063249,0,,radudragusin5,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12436519,home,Tottenham Hotspur,Archie Gray,Archie Gray,,archie-gray,A. Gray,D,14,187,5627,M,1142335,EUR,1142121600,D,14,14,False,53.0,46.0,4.0,2.0,0.0,37.0,39.0,9.0,14.0,1.0,1.0,3.0,5.0,,,,,,,90.0,63.0,6.5,9.0,0.00211211,0,,ArchieGray06,,,2.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12436519,home,Tottenham Hotspur,Djed Spence,,,djed-spence,D. Spence,D,24,184,4534,M,945798,EUR,965779200,D,24,24,False,55.0,42.0,2.0,2.0,0.0,24.0,29.0,18.0,26.0,5.0,11.0,2.0,2.0,3.0,,,,,,90.0,76.0,7.0,16.0,0.00664231,0,,,,,5.0,,,,,,3.0,3.0,1.0,,,3.0,,2.0,,1.0,,,,,,,,,,,,
12436519,home,Tottenham Hotspur,Lucas Bergvall,,,bergvall-lucas,L. Bergvall,M,15,186,9218,M,1391251,EUR,1138838400,M,15,15,False,34.0,28.0,5.0,3.0,0.0,11.0,13.0,18.0,23.0,1.0,4.0,3.0,5.0,1.0,,,,,,62.0,48.0,6.6,7.0,0.0307247,0,,lucasbergvall,2.0,1.0,1.0,,,,2.0,,1.0,1.0,1.0,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,
12436519,home,Tottenham Hotspur,Pape Matar Sarr,,,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,1002711,EUR,1031961600,M,29,29,False,33.0,27.0,1.0,,0.0,10.0,12.0,17.0,21.0,,1.0,,3.0,,,,,,,62.0,38.0,6.4,8.0,0.00814641,2,,pape,,,5.0,,,,,,1.0,,1.0,0.0803,1.0,2.0,1.0,,,1.0,,,2.0,1.0,0.4189,,,,,,,
12436519,home,Tottenham Hotspur,Brennan Johnson,,,brennan-johnson,B. Johnson,F,11,186,10704,M,1085180,EUR,990576000,M,22,22,False,19.0,17.0,,,0.0,5.0,5.0,12.0,17.0,,4.0,1.0,4.0,,,,,,,90.0,33.0,7.1,7.0,0.0364254,2,,brenjohnson_,3.0,,3.0,,2.0,,,,3.0,2.0,,0.2101,1.0,,1.0,,,2.0,1.0,,,,,1.0,1.0,,,,,
12436519,home,Tottenham Hotspur,Dejan Kulusevski,,,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,928124,EUR,956620800,M,21,21,False,35.0,27.0,,,0.0,5.0,6.0,23.0,32.0,1.0,7.0,,1.0,,,,,,,90.0,58.0,7.0,18.0,0.190507,1,,dejan_k10,3.0,1.0,7.0,,,1.0,,,5.0,2.0,1.0,0.0329,4.0,,5.0,,1.0,1.0,1.0,,,,,1.0,,True,,,,
12436519,home,Tottenham Hotspur,Timo Werner,,,timo-werner,T. Werner,F,36,180,19084,M,232306,EUR,826070400,M,16,16,False,12.0,10.0,,,0.0,3.0,3.0,7.0,12.0,,1.0,,4.0,,,,,,,62.0,21.0,6.3,7.0,0.0116666,0,,timowerner,3.0,,3.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,2.0,,,1.0,,,
